seasons_requested,season_rows,unique_players,profiles_ok,profiles_error,missing_college_link,nba_table_rows,college_table_rows,model_rows,max_players_used,norm_players,norm_nba_college_map,norm_nba_season_appearances,norm_nba_totals,norm_nba_per100,norm_nba_advanced,norm_nba_adj_shooting,norm_nba_play_by_play,norm_nba_shooting,norm_cbb_totals,norm_cbb_per100,norm_cbb_advanced
15,7759,1812,1812,0,284,117063,20280,13205,,1812,1528,7759,22741,20929,22741,22382,0,24169,6534,6534,6534
