college_player_id,college_url,3PAr,ASTpct,Awards,BLKpct,BPM,Class,Conf,DBPM,DRBpct,DWS,FTr,G,GS,MP,OBPM,ORBpct,OWS,PER,PProd,Pos,STLpct,Season,TOVpct,TRBpct,TSpct,Team,USGpct,WS,WS_40
ryan-hollins-1,https://www.sports-reference.com/cbb/players/ryan-hollins-1.html,0.013,4.0,,3.4,,JR,Pac-10,,,0.8,0.855,28.0,6.0,460.0,,,0.7,,,C,,2004-05,28.7,11.9,0.585,UCLA,15.8,1.5,0.132
ryan-hollins-1,https://www.sports-reference.com/cbb/players/ryan-hollins-1.html,0.0,2.9,,3.2,,SR,Pac-10,,,2.1,0.806,33.0,24.0,710.0,,,1.8,,,C,,2005-06,17.0,14.2,0.623,UCLA,16.9,3.9,0.22
ryan-hollins-1,https://www.sports-reference.com/cbb/players/ryan-hollins-1.html,0.003,3.0,,3.3,,Career,Career,,,4.0,0.826,113.0,61.0,2282.0,,,4.0,,,,,Career,22.3,12.9,0.59,Career,15.8,7.9,0.139
al-horford-1,https://www.sports-reference.com/cbb/players/al-horford-1.html,0.0,6.7,,5.2,,FR,SEC,,,2.7,0.772,32.0,23.0,730.0,,,0.5,,,F,,2004-05,15.2,16.9,0.516,Florida,14.3,3.2,0.176
al-horford-1,https://www.sports-reference.com/cbb/players/al-horford-1.html,0.007,15.1,,4.7,,SO,SEC,,,3.4,0.495,39.0,39.0,1011.0,,,3.0,,,F,,2005-06,17.1,17.2,0.615,Florida,21.7,6.4,0.252
al-horford-1,https://www.sports-reference.com/cbb/players/al-horford-1.html,0.007,,,,,JR,SEC,,,4.0,0.66,38.0,36.0,1058.0,,,3.5,,,F,,2006-07,14.5,,0.624,Florida,,7.5,0.283
al-horford-1,https://www.sports-reference.com/cbb/players/al-horford-1.html,0.006,11.6,,4.9,,Career,Career,,,10.0,0.613,109.0,98.0,2799.0,,,7.0,,,,,Career,15.6,17.0,0.601,Career,18.6,17.1,0.244
eddie-house-1,https://www.sports-reference.com/cbb/players/eddie-house-1.html,0.493,,,,,FR,Pac-10,,,1.1,0.077,30.0,22.0,886.0,,,0.9,,,G,,1996-97,9.4,,0.501,Arizona St.,,2.0,0.09
eddie-house-1,https://www.sports-reference.com/cbb/players/eddie-house-1.html,0.414,,,,,SO,Pac-10,,,0.5,0.088,32.0,31.0,955.0,,,1.1,,,G,,1997-98,11.1,,0.526,Arizona St.,,1.6,0.068
eddie-house-1,https://www.sports-reference.com/cbb/players/eddie-house-1.html,0.35,,,,,JR,Pac-10,,,1.3,0.241,30.0,30.0,1106.0,,,2.2,,,G,,1998-99,13.6,,0.534,Arizona St.,,3.5,0.128
eddie-house-1,https://www.sports-reference.com/cbb/players/eddie-house-1.html,0.321,,,,,SR,Pac-10,,,2.1,0.263,32.0,31.0,1189.0,,,2.4,,,G,,1999-00,9.3,,0.525,Arizona St.,,4.5,0.152
eddie-house-1,https://www.sports-reference.com/cbb/players/eddie-house-1.html,0.381,,,,,Career,Career,,,5.0,0.187,124.0,114.0,4136.0,,,6.7,,,,,Career,10.9,,0.523,Career,,11.7,0.113
josh-howard-1,https://www.sports-reference.com/cbb/players/josh-howard-1.html,0.151,,,,,FR,ACC,,,3.0,0.388,36.0,34.0,896.0,,,0.9,,,F,,1999-00,15.6,,0.503,Wake Forest,,3.9,0.175
josh-howard-1,https://www.sports-reference.com/cbb/players/josh-howard-1.html,0.158,,,,,SO,ACC,,,2.9,0.445,29.0,28.0,790.0,,,1.8,,,F,,2000-01,15.5,,0.555,Wake Forest,,4.7,0.238
josh-howard-1,https://www.sports-reference.com/cbb/players/josh-howard-1.html,0.234,,,,,JR,ACC,,,1.4,0.294,31.0,26.0,848.0,,,1.9,,,F,,2001-02,14.9,,0.561,Wake Forest,,3.3,0.157
josh-howard-1,https://www.sports-reference.com/cbb/players/josh-howard-1.html,0.332,13.4,AA-1,3.2,,SR,ACC,,,3.5,0.407,31.0,31.0,1002.0,,,3.6,,,F,,2002-03,13.8,14.0,0.593,Wake Forest,28.0,7.0,0.281
josh-howard-1,https://www.sports-reference.com/cbb/players/josh-howard-1.html,0.231,13.4,,3.2,,Career,Career,,,10.9,0.383,127.0,119.0,3536.0,,,8.1,,,,,Career,14.8,14.0,0.558,Career,28.0,19.0,0.215
juwan-howard-1,https://www.sports-reference.com/cbb/players/juwan-howard-1.html,0.006,,,,,FR,Big Ten,,,,0.336,34.0,31.0,956.0,,,,,,C,,1991-92,20.4,,0.488,Michigan,,,
juwan-howard-1,https://www.sports-reference.com/cbb/players/juwan-howard-1.html,0.005,,,,,SO,Big Ten,,,,0.393,36.0,36.0,1135.0,,,,,,C,,1992-93,16.0,,0.542,Michigan,,,
juwan-howard-1,https://www.sports-reference.com/cbb/players/juwan-howard-1.html,0.015,,,,,JR,Big Ten,,,,0.322,30.0,30.0,1048.0,,,,,,C,,1993-94,12.6,,0.578,Michigan,,,
juwan-howard-1,https://www.sports-reference.com/cbb/players/juwan-howard-1.html,0.009,,,,,Career,Career,,,,0.35,100.0,97.0,3139.0,,,,,,,,Career,16.0,,0.541,Career,,,
lester-hudson-1,https://www.sports-reference.com/cbb/players/lester-hudson-1.html,0.51,28.4,,1.2,,JR,OVC,,,2.1,0.27,33.0,32.0,1219.0,,,4.8,,,G,,2007-08,15.1,11.6,0.599,UT Martin,32.6,6.9,0.227
lester-hudson-1,https://www.sports-reference.com/cbb/players/lester-hudson-1.html,0.429,27.5,,1.2,,SR,OVC,,,3.3,0.241,32.0,32.0,1153.0,,,4.3,,,G,,2008-09,12.0,12.2,0.566,UT Martin,36.4,7.6,0.263
lester-hudson-1,https://www.sports-reference.com/cbb/players/lester-hudson-1.html,0.468,28.0,,1.2,,Career,Career,,,5.4,0.255,65.0,64.0,2372.0,,,9.1,,,,,Career,13.5,11.9,0.582,Career,34.5,14.5,0.244
kris-humphries-1,https://www.sports-reference.com/cbb/players/kris-humphries-1.html,0.1,5.1,,2.4,,FR,Big Ten,,,1.7,0.46,29.0,28.0,990.0,,,1.8,,,F,,2003-04,11.9,17.2,0.518,Minnesota,34.6,3.5,0.14
kris-humphries-1,https://www.sports-reference.com/cbb/players/kris-humphries-1.html,0.1,5.1,,2.4,,Career,Career,,,1.7,0.46,29.0,28.0,990.0,,,1.8,,,,,Career,11.9,17.2,0.518,Career,34.6,3.5,0.14
andre-iguodala-1,https://www.sports-reference.com/cbb/players/andre-iguodala-1.html,0.243,16.9,,1.8,,FR,Pac-10,,,2.4,0.486,32.0,4.0,614.0,,,0.0,,,F,,2002-03,18.0,13.0,0.462,Arizona,19.5,2.4,0.159
andre-iguodala-1,https://www.sports-reference.com/cbb/players/andre-iguodala-1.html,0.242,23.7,,0.7,,SO,Pac-10,,,1.5,0.391,30.0,30.0,962.0,,,1.4,,,F,,2003-04,18.8,14.1,0.542,Arizona,20.4,3.0,0.123
andre-iguodala-1,https://www.sports-reference.com/cbb/players/andre-iguodala-1.html,0.242,21.1,,1.1,,Career,Career,,,4.0,0.427,62.0,34.0,1576.0,,,1.4,,,,,Career,18.5,13.7,0.511,Career,20.1,5.4,0.137
royal-ivey-1,https://www.sports-reference.com/cbb/players/royal-ivey-1.html,0.141,,,,,FR,Big 12,,,1.1,0.518,33.0,26.0,520.0,,,-0.1,,,G,,2000-01,29.4,,0.444,Texas,,1.1,0.081
royal-ivey-1,https://www.sports-reference.com/cbb/players/royal-ivey-1.html,0.246,9.1,,0.6,,SO,Big 12,,,1.2,0.357,34.0,34.0,962.0,,,1.8,,,G,,2001-02,14.6,6.8,0.565,Texas,18.7,2.9,0.122
royal-ivey-1,https://www.sports-reference.com/cbb/players/royal-ivey-1.html,0.232,,,,,JR,Big 12,,,1.5,0.433,33.0,33.0,826.0,,,1.2,,,G,,2002-03,15.8,,0.558,Texas,,2.6,0.128
royal-ivey-1,https://www.sports-reference.com/cbb/players/royal-ivey-1.html,0.125,25.5,,0.6,,SR,Big 12,,,2.5,0.496,33.0,33.0,979.0,,,0.9,,,G,,2003-04,14.3,7.3,0.507,Texas,17.5,3.3,0.136
royal-ivey-1,https://www.sports-reference.com/cbb/players/royal-ivey-1.html,0.195,17.4,,0.6,,Career,Career,,,6.3,0.435,133.0,126.0,3287.0,,,3.7,,,,,Career,16.7,7.0,0.532,Career,18.1,10.0,0.121
jarrett-jack-1,https://www.sports-reference.com/cbb/players/jarrett-jack-1.html,0.282,,,,,FR,ACC,,,1.6,0.554,31.0,31.0,984.0,,,1.4,,,G,,2002-03,28.3,,0.546,Ga Tech,,3.0,0.12
jarrett-jack-1,https://www.sports-reference.com/cbb/players/jarrett-jack-1.html,0.299,,,,,SO,ACC,,,2.4,0.604,38.0,38.0,1185.0,,,2.8,,,G,,2003-04,22.1,,0.579,Ga Tech,,5.2,0.176
jarrett-jack-1,https://www.sports-reference.com/cbb/players/jarrett-jack-1.html,0.326,26.2,,0.2,,JR,ACC,,,2.1,0.445,32.0,31.0,1091.0,,,4.0,,,G,,2004-05,22.2,7.6,0.643,Ga Tech,21.8,6.1,0.222
jarrett-jack-1,https://www.sports-reference.com/cbb/players/jarrett-jack-1.html,0.305,26.2,,0.2,,Career,Career,,,6.1,0.532,101.0,100.0,3260.0,,,8.1,,,,,Career,23.8,7.6,0.594,Career,21.8,14.2,0.175
darnell-jackson-1,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,0.0,3.2,,1.3,,FR,Big 12,,,0.3,0.774,24.0,1.0,168.0,,,0.2,,,F,,2004-05,17.5,13.5,0.566,Kansas,15.4,0.6,0.135
darnell-jackson-1,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,0.0,4.2,,0.6,,SO,Big 12,,,1.0,0.505,23.0,0.0,351.0,,,0.7,,,F,,2005-06,16.9,17.4,0.564,Kansas,21.0,1.7,0.197
darnell-jackson-1,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,0.0,3.7,,2.6,,JR,Big 12,,,2.1,0.791,38.0,3.0,583.0,,,1.2,,,F,,2006-07,18.0,18.4,0.589,Kansas,18.0,3.3,0.226
darnell-jackson-1,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,0.022,,,,,SR,Big 12,,,2.8,0.546,40.0,35.0,971.0,,,3.5,,,F,,2007-08,12.9,,0.65,Kansas,,6.3,0.259
darnell-jackson-1,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,0.011,3.8,,1.8,,Career,Career,,,6.3,0.61,125.0,39.0,2073.0,,,5.6,,,,,Career,15.3,17.3,0.613,Career,18.6,11.9,0.229
damion-james-1,https://www.sports-reference.com/cbb/players/damion-james-1.html,0.055,6.3,,3.1,,FR,Big 12,,,2.3,0.552,35.0,35.0,908.0,,,0.7,,,F,,2006-07,17.0,14.8,0.522,Texas,16.2,3.0,0.133
damion-james-1,https://www.sports-reference.com/cbb/players/damion-james-1.html,0.22,,,,,SO,Big 12,,,4.4,0.322,38.0,36.0,1185.0,,,1.3,,,F,,2007-08,10.9,,0.518,Texas,,5.8,0.195
damion-james-1,https://www.sports-reference.com/cbb/players/damion-james-1.html,0.198,10.0,,2.3,,JR,Big 12,,,3.4,0.357,35.0,35.0,1034.0,,,2.0,,,F,,2008-09,13.5,17.2,0.532,Texas,27.7,5.4,0.208
damion-james-1,https://www.sports-reference.com/cbb/players/damion-james-1.html,0.224,6.1,,3.6,,SR,Big 12,,23.9,2.7,0.549,34.0,34.0,1029.0,,11.0,3.8,28.8,564.0,F,3.0,2009-10,11.6,17.6,0.578,Texas,26.3,6.5,0.252
damion-james-1,https://www.sports-reference.com/cbb/players/damion-james-1.html,0.192,7.5,,3.0,,Career,Career,,23.9,12.8,0.428,142.0,140.0,4156.0,,11.0,7.8,28.8,564.0,,3.0,Career,12.7,16.6,0.541,Career,23.7,20.7,0.199
antawn-jamison-1,https://www.sports-reference.com/cbb/players/antawn-jamison-1.html,0.003,,,,,FR,ACC,,,1.7,0.484,32.0,29.0,1052.0,,,3.1,,,F,,1995-96,13.0,,0.611,UNC,,4.8,0.183
antawn-jamison-1,https://www.sports-reference.com/cbb/players/antawn-jamison-1.html,0.022,,AA-2,,,SO,ACC,,,2.8,0.409,35.0,34.0,1199.0,,,3.4,,,F,,1996-97,9.6,,0.564,UNC,,6.2,0.205
antawn-jamison-1,https://www.sports-reference.com/cbb/players/antawn-jamison-1.html,0.027,,"AP POY-1,WA-1,AA-1,NA-1",,,JR,ACC,,,3.0,0.505,37.0,32.0,1225.0,,,5.3,,,F,,1997-98,8.3,,0.607,UNC,,8.3,0.271
antawn-jamison-1,https://www.sports-reference.com/cbb/players/antawn-jamison-1.html,0.02,,,,,Career,Career,,,7.5,0.466,104.0,95.0,3476.0,,,11.8,,,,,Career,9.9,,0.593,Career,,19.3,0.222
othyus-jeffers-1,https://www.sports-reference.com/cbb/players/othyus-jeffers-1.html,0.0,,,,,SO,Horizon,,,1.8,0.526,31.0,30.0,1001.0,,,0.8,,,F,,2005-06,19.3,,0.502,Ill.-Chicago,,2.6,0.103
othyus-jeffers-1,https://www.sports-reference.com/cbb/players/othyus-jeffers-1.html,0.031,,,,,JR,Horizon,,,2.0,0.524,32.0,32.0,1055.0,,,1.3,,,F,,2006-07,16.2,,0.517,Ill.-Chicago,,3.3,0.125
othyus-jeffers-1,https://www.sports-reference.com/cbb/players/othyus-jeffers-1.html,0.018,,,,,Career,Career,,,3.8,0.525,63.0,62.0,2056.0,,,2.1,,,,,Career,17.6,,0.51,Career,,5.9,0.114
richard-jefferson-1,https://www.sports-reference.com/cbb/players/richard-jefferson-1.html,0.157,,,,,FR,Pac-10,,,1.1,0.595,28.0,26.0,755.0,,,1.8,,,F,,1998-99,20.2,,0.588,Arizona,,2.9,0.153
richard-jefferson-1,https://www.sports-reference.com/cbb/players/richard-jefferson-1.html,0.24,,,,,SO,Pac-10,,,1.2,0.377,21.0,17.0,495.0,,,1.4,,,F,,1999-00,21.8,,0.584,Arizona,,2.6,0.206
richard-jefferson-1,https://www.sports-reference.com/cbb/players/richard-jefferson-1.html,0.293,,,,,JR,Pac-10,,,2.6,0.358,35.0,34.0,961.0,,,1.7,,,F,,2000-01,22.5,,0.553,Arizona,,4.4,0.182
richard-jefferson-1,https://www.sports-reference.com/cbb/players/richard-jefferson-1.html,0.238,,,,,Career,Career,,,4.8,0.436,84.0,77.0,2211.0,,,5.0,,,,,Career,21.6,,0.572,Career,,9.8,0.177
jared-jeffries-1,https://www.sports-reference.com/cbb/players/jared-jeffries-1.html,0.132,,,,,FR,Big Ten,,,3.0,0.561,34.0,34.0,1108.0,,,1.0,,,F,,2000-01,17.6,,0.499,Indiana,,3.9,0.141
jared-jeffries-1,https://www.sports-reference.com/cbb/players/jared-jeffries-1.html,0.171,,AA-2,,,SO,Big Ten,,,3.0,0.486,36.0,36.0,1175.0,,,2.0,,,F,,2001-02,16.7,,0.529,Indiana,,5.0,0.17
jared-jeffries-1,https://www.sports-reference.com/cbb/players/jared-jeffries-1.html,0.153,,,,,Career,Career,,,6.0,0.521,70.0,70.0,2283.0,,,3.0,,,,,Career,17.1,,0.515,Career,,8.9,0.156
pooh-jeter-1,https://www.sports-reference.com/cbb/players/pooh-jeter-1.html,0.408,26.1,,0.0,,FR,WCC,,,0.4,0.527,28.0,8.0,628.0,,,1.1,,,G,,2002-03,19.6,5.9,0.545,Portland,23.0,1.5,0.096
pooh-jeter-1,https://www.sports-reference.com/cbb/players/pooh-jeter-1.html,0.415,,,,,SO,WCC,,,0.4,0.287,28.0,26.0,937.0,,,2.1,,,G,,2003-04,15.2,,0.553,Portland,,2.6,0.109
pooh-jeter-1,https://www.sports-reference.com/cbb/players/pooh-jeter-1.html,0.438,,,,,JR,WCC,,,0.9,0.363,30.0,30.0,1005.0,,,2.4,,,G,,2004-05,17.3,,0.562,Portland,,3.2,0.129
pooh-jeter-1,https://www.sports-reference.com/cbb/players/pooh-jeter-1.html,0.381,,,,,SR,WCC,,,0.4,0.374,29.0,29.0,1045.0,,,2.5,,,G,,2005-06,13.0,,0.556,Portland,,2.9,0.109
pooh-jeter-1,https://www.sports-reference.com/cbb/players/pooh-jeter-1.html,0.409,26.1,,0.0,,Career,Career,,,2.1,0.368,115.0,93.0,3615.0,,,8.0,,,,,Career,15.8,5.9,0.555,Career,23.0,10.2,0.113
armon-johnson-1,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,0.291,19.5,,0.4,,FR,WAC,,,1.1,0.385,33.0,32.0,1030.0,,,2.0,,,G,,2007-08,19.2,7.3,0.576,Nevada,19.6,3.0,0.118
armon-johnson-1,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,0.201,,,,,SO,WAC,,,1.7,0.328,34.0,33.0,1097.0,,,1.5,,,G,,2008-09,14.0,,0.509,Nevada,,3.2,0.116
armon-johnson-1,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,0.161,30.4,,0.9,,JR,WAC,,8.0,0.5,0.267,34.0,34.0,1172.0,,2.6,2.5,18.8,574.0,G,1.4,2009-10,18.6,5.5,0.537,Nevada,25.7,3.0,0.104
armon-johnson-1,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,0.207,25.3,,0.7,,Career,Career,,8.0,3.3,0.318,101.0,99.0,3299.0,,2.6,6.0,18.8,574.0,,1.4,Career,17.0,6.3,0.536,Career,22.9,9.3,0.112
chris-johnson-2,https://www.sports-reference.com/cbb/players/chris-johnson-2.html,0.333,13.1,,4.7,,FR,SEC,,,0.1,0.111,10.0,0.0,43.0,,,-0.1,,,C,,2005-06,24.0,9.0,0.343,LSU,27.9,0.0,0.007
chris-johnson-2,https://www.sports-reference.com/cbb/players/chris-johnson-2.html,0.14,5.8,,7.0,,SO,SEC,,,0.5,0.256,18.0,2.0,122.0,,,0.4,,,C,,2006-07,14.2,13.7,0.601,LSU,23.8,0.8,0.275
chris-johnson-2,https://www.sports-reference.com/cbb/players/chris-johnson-2.html,0.226,5.7,,5.8,,JR,SEC,,,1.6,0.249,25.0,22.0,746.0,,,1.8,,,C,,2007-08,19.8,12.1,0.596,LSU,20.4,3.4,0.183
chris-johnson-2,https://www.sports-reference.com/cbb/players/chris-johnson-2.html,0.021,8.5,,8.3,,SR,SEC,,,3.6,0.318,35.0,35.0,883.0,,,0.5,,,C,,2008-09,17.3,15.8,0.499,LSU,18.3,4.1,0.188
chris-johnson-2,https://www.sports-reference.com/cbb/players/chris-johnson-2.html,0.128,7.3,,7.1,,Career,Career,,,5.8,0.276,88.0,59.0,1794.0,,,2.5,,,,,Career,18.4,14.0,0.543,Career,19.8,8.4,0.187
james-johnson-2,https://www.sports-reference.com/cbb/players/james-johnson-2.html,0.297,9.2,,3.3,,FR,ACC,,,2.7,0.353,30.0,28.0,875.0,,,1.9,,,F,,2007-08,16.5,15.2,0.557,Wake Forest,25.7,4.7,0.213
james-johnson-2,https://www.sports-reference.com/cbb/players/james-johnson-2.html,0.2,,,,,SO,ACC,,,2.6,0.287,31.0,31.0,946.0,,,2.7,,,F,,2008-09,15.9,,0.593,Wake Forest,,5.3,0.224
james-johnson-2,https://www.sports-reference.com/cbb/players/james-johnson-2.html,0.248,9.2,,3.3,,Career,Career,,,5.4,0.32,61.0,59.0,1821.0,,,4.6,,,,,Career,16.2,15.2,0.575,Career,25.7,10.0,0.219
joe-johnson-1,https://www.sports-reference.com/cbb/players/joe-johnson-1.html,0.252,,,,,FR,SEC,,,1.7,0.262,23.0,14.0,732.0,,,1.6,,,F,,1999-00,15.4,,0.542,Arkansas,,3.3,0.178
joe-johnson-1,https://www.sports-reference.com/cbb/players/joe-johnson-1.html,0.228,,,,,SO,SEC,,,2.3,0.263,30.0,27.0,873.0,,,1.8,,,F,,2000-01,15.2,,0.549,Arkansas,,4.1,0.186
joe-johnson-1,https://www.sports-reference.com/cbb/players/joe-johnson-1.html,0.239,,,,,Career,Career,,,4.0,0.262,53.0,41.0,1605.0,,,3.3,,,,,Career,15.3,,0.545,Career,,7.3,0.182
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,0.336,21.5,,0.0,,FR,SWAC,,,0.1,0.43,29.0,26.0,834.0,,,1.4,,,G,,2003-04,19.5,5.1,0.541,Alcorn St.,21.5,1.5,0.07
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,,,Did not play - transfer,,,Did not play - transfer,Did not play - transfer,,,,,,,,,,,,,Did not play - transfer,,2004-05,,,,Did not play - transfer,,,
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,0.271,,,,,JR,SWAC,,,1.3,0.414,32.0,31.0,1114.0,,,3.5,,,G,,2005-06,11.4,,0.56,Jackson St.,,4.8,0.171
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,0.315,,,,,SR,SWAC,,,1.2,0.44,35.0,35.0,1322.0,,,2.5,,,G,,2006-07,12.3,,0.521,Jackson St.,,3.8,0.115
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,0.303,21.5,,0.0,,Career,Career,,,2.6,0.429,96.0,92.0,3270.0,,,7.4,,,,,Career,13.2,5.1,0.538,Career,21.5,10.0,0.122
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,0.336,21.5,,0.0,,Alcorn State (1 Yr),Alcorn State (1 Yr),,,0.1,0.43,29.0,26.0,834.0,,,1.4,,,,,Alcorn State (1 Yr),19.5,5.1,0.541,Alcorn State (1 Yr),21.5,1.5,0.07
trey-johnson-1,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,0.296,,,,,Jackson State (2 Yrs),Jackson State (2 Yrs),,,2.5,0.429,67.0,66.0,2436.0,,,6.0,,,,,Jackson State (2 Yrs),11.9,,0.538,Jackson State (2 Yrs),,8.6,0.14
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,0.344,,,,,FR,Big 12,,,2.4,0.281,31.0,30.0,983.0,,,1.3,,,F,,2006-07,14.7,,0.53,Iowa St.,,3.7,0.15
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,0.49,13.4,,1.1,,SO,Big 12,,,1.1,0.267,27.0,25.0,730.0,,,0.9,,,F,,2007-08,14.9,8.4,0.516,Iowa St.,28.0,2.0,0.11
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,,,Did not play - transfer,,,Did not play - transfer,Did not play - transfer,,,,,,,,,,,,,Did not play - transfer,,2008-09,,,,Did not play - transfer,,,
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,0.299,11.1,AA-1,5.7,,JR,Big East,,18.3,2.9,0.352,35.0,35.0,1224.0,,7.6,3.7,24.2,538.0,F,2.7,2009-10,14.4,13.5,0.6,Syracuse,22.1,6.6,0.215
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,0.367,11.9,,4.0,,Career,Career,,18.3,6.3,0.306,93.0,90.0,2937.0,,7.6,5.9,24.2,538.0,,2.7,Career,14.7,11.6,0.555,Career,24.3,12.3,0.167
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,0.413,13.4,,1.1,,Iowa State (2 Yrs),Iowa State (2 Yrs),,,3.4,0.274,58.0,55.0,1713.0,,,2.3,,,,,Iowa State (2 Yrs),14.8,8.4,0.524,Iowa State (2 Yrs),28.0,5.7,0.133
wes-johnson-1,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,0.299,11.1,,5.7,,Syracuse (1 Yr),Syracuse (1 Yr),,18.3,2.9,0.352,35.0,35.0,1224.0,,7.6,3.7,24.2,538.0,,2.7,Syracuse (1 Yr),14.4,13.5,0.6,Syracuse (1 Yr),22.1,6.6,0.215
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.121,,,,,FR,Big East,,,1.7,0.402,32.0,28.0,841.0,,,1.0,,,F,,1998-99,18.1,,0.509,Rutgers,,2.7,0.128
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.282,,,,,SO,Big East,,,1.3,0.436,31.0,31.0,1041.0,,,1.5,,,F,,1999-00,14.6,,0.511,Rutgers,,2.8,0.106
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,,,Did not play - transfer,,,Did not play - transfer,Did not play - transfer,,,,,,,,,,,,,Did not play - transfer,,2000-01,,,,Did not play - transfer,,,
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.172,,,,,JR,ACC,,,2.0,0.337,35.0,32.0,1011.0,,,1.7,,,F,,2001-02,14.2,,0.558,Duke,,3.7,0.146
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.28,6.0,,1.2,,SR,ACC,,,2.0,0.444,33.0,30.0,1014.0,,,2.8,,,F,,2002-03,11.0,10.0,0.572,Duke,26.2,4.8,0.191
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.225,6.0,,1.2,,Career,Career,,,7.0,0.41,131.0,121.0,3907.0,,,7.0,,,,,Career,14.2,10.0,0.539,Career,26.2,14.0,0.143
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.235,6.0,,1.2,,Duke (2 Yrs),Duke (2 Yrs),,,4.0,0.399,68.0,62.0,2025.0,,,4.5,,,,,Duke (2 Yrs),12.3,10.0,0.566,Duke (2 Yrs),26.2,8.5,0.168
dahntay-jones-1,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,0.216,,,,,Rutgers (2 Yrs),Rutgers (2 Yrs),,,3.0,0.422,63.0,59.0,1882.0,,,2.5,,,,,Rutgers (2 Yrs),16.1,,0.511,Rutgers (2 Yrs),,5.5,0.116
dominique-jones-1,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,0.397,,,,,FR,Big East,,,1.6,0.421,31.0,31.0,1085.0,,,2.8,,,G,,2007-08,13.2,,0.575,South Fla.,,4.4,0.163
dominique-jones-1,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,0.38,28.7,,0.8,,SO,Big East,,,2.0,0.371,31.0,30.0,1161.0,,,1.9,,,G,,2008-09,13.1,8.4,0.517,South Fla.,28.8,3.9,0.134
dominique-jones-1,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,0.339,24.4,,1.6,,JR,Big East,,14.9,1.9,0.572,33.0,33.0,1224.0,,3.6,4.3,26.6,669.0,G,2.8,2009-10,13.4,9.4,0.562,South Fla.,30.8,6.2,0.204
dominique-jones-1,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,0.37,26.5,,1.2,,Career,Career,,14.9,5.4,0.459,95.0,94.0,3470.0,,3.6,9.1,26.6,669.0,,2.8,Career,13.2,8.9,0.551,Career,29.8,14.5,0.168
james-jones-1,https://www.sports-reference.com/cbb/players/james-jones-1.html,0.262,,,,,FR,Big East,,,1.3,0.148,33.0,0.0,424.0,,,0.3,,,F,,1999-00,8.4,,0.494,Miami (FL),,1.6,0.148
james-jones-1,https://www.sports-reference.com/cbb/players/james-jones-1.html,0.305,,,,,SO,Big East,,,2.4,0.26,29.0,28.0,922.0,,,1.4,,,F,,2000-01,14.7,,0.539,Miami (FL),,3.8,0.164
james-jones-1,https://www.sports-reference.com/cbb/players/james-jones-1.html,0.316,9.1,,5.1,,JR,Big East,,,3.1,0.398,32.0,32.0,1048.0,,,1.2,,,F,,2001-02,11.6,10.5,0.519,Miami (FL),20.6,4.3,0.165
james-jones-1,https://www.sports-reference.com/cbb/players/james-jones-1.html,0.285,11.7,,3.9,,SR,Big East,,,2.3,0.405,28.0,28.0,957.0,,,2.4,,,F,,2002-03,14.2,10.2,0.564,Miami (FL),24.9,4.6,0.194
