nba_player_id,college_player_id,college_url
mcbrimi01,miles-mcbride-1,https://www.sports-reference.com/cbb/players/miles-mcbride-1.html
mccluma01,matthew-mcclung-1,https://www.sports-reference.com/cbb/players/matthew-mcclung-1.html
mcgrica01,cameron-mcgriff-1,https://www.sports-reference.com/cbb/players/cameron-mcgriff-1.html
mclauja01,jaquori-mclaughlin-1,https://www.sports-reference.com/cbb/players/jaquori-mclaughlin-1.html
mitchda01,davion-mitchell-1,https://www.sports-reference.com/cbb/players/davion-mitchell-1.html
mobleev01,evan-mobley-1,https://www.sports-reference.com/cbb/players/evan-mobley-1.html
moodymo01,moses-moody-1,https://www.sports-reference.com/cbb/players/moses-moody-1.html
moonxa01,xavier-moon-1,https://www.sports-reference.com/cbb/players/xavier-moon-1.html
murkead01,ade-murkey-1,https://www.sports-reference.com/cbb/players/ade-murkey-1.html
murphtr02,trey-murphyiii-1,https://www.sports-reference.com/cbb/players/trey-murphyiii-1.html
nembhrj01,rj-nembhard-1,https://www.sports-reference.com/cbb/players/rj-nembhard-1.html
omorueu01,eugene-omoruyi-1,https://www.sports-reference.com/cbb/players/eugene-omoruyi-1.html
paigeja01,jaysean-paige-1,https://www.sports-reference.com/cbb/players/jaysean-paige-1.html
palmetr01,trayvon-palmer-1,https://www.sports-reference.com/cbb/players/trayvon-palmer-1.html
pangoke01,kevin-pangos-1,https://www.sports-reference.com/cbb/players/kevin-pangos-1.html
pickeja01,jamorko-pickett-1,https://www.sports-reference.com/cbb/players/jamorko-pickett-1.html
ponsyv01,yves-pons-1,https://www.sports-reference.com/cbb/players/yves-pons-1.html
pottemi01,micah-potter-1,https://www.sports-reference.com/cbb/players/micah-potter-1.html
powelmy01,myles-powell-1,https://www.sports-reference.com/cbb/players/myles-powell-1.html
primojo01,joshua-primo-1,https://www.sports-reference.com/cbb/players/joshua-primo-1.html
queentr01,trevelin-queen-1,https://www.sports-reference.com/cbb/players/trevelin-queen-1.html
quetane01,neemias-queta-1,https://www.sports-reference.com/cbb/players/neemias-queta-1.html
reaveau01,austin-reaves-1,https://www.sports-reference.com/cbb/players/austin-reaves-1.html
robinje02,jeremiah-robinson-earl-1,https://www.sports-reference.com/cbb/players/jeremiah-robinson-earl-1.html
ryanma01,matt-ryan-1,https://www.sports-reference.com/cbb/players/matt-ryan-1.html
sarrol01,olivier-sarr-1,https://www.sports-reference.com/cbb/players/olivier-sarr-1.html
schakjo01,jordan-schakel-1,https://www.sports-reference.com/cbb/players/jordan-schakel-1.html
scotttr01,tre-scott-1,https://www.sports-reference.com/cbb/players/tre-scott-1.html
sharpda01,dayron-sharpe-1,https://www.sports-reference.com/cbb/players/dayron-sharpe-1.html
simpsza01,zavier-simpson-1,https://www.sports-reference.com/cbb/players/zavier-simpson-1.html
simsje01,jericho-sims-1,https://www.sports-reference.com/cbb/players/jericho-sims-1.html
smartja01,javonte-smart-1,https://www.sports-reference.com/cbb/players/javonte-smart-1.html
sneedxa01,xavier-sneed-1,https://www.sports-reference.com/cbb/players/xavier-sneed-1.html
sprinja01,jaden-springer-1,https://www.sports-reference.com/cbb/players/jaden-springer-1.html
suggsja01,jalen-suggs-1,https://www.sports-reference.com/cbb/players/jalen-suggs-1.html
swordcr01,craig-sword-1,https://www.sports-reference.com/cbb/players/craig-sword-1.html
sykeske01,keifer-sykes-1,https://www.sports-reference.com/cbb/players/keifer-sykes-1.html
taylote01,terry-taylor-5,https://www.sports-reference.com/cbb/players/terry-taylor-5.html
teskejo01,jon-teske-1,https://www.sports-reference.com/cbb/players/jon-teske-1.html
thomaca02,cameron-thomas-1,https://www.sports-reference.com/cbb/players/cameron-thomas-1.html
thorjt01,jt-thor-1,https://www.sports-reference.com/cbb/players/jt-thor-1.html
wagnefr01,franz-wagner-1,https://www.sports-reference.com/cbb/players/franz-wagner-1.html
wainris01,ish-wainright-1,https://www.sports-reference.com/cbb/players/ish-wainright-1.html
walkemj01,mj-walker-1,https://www.sports-reference.com/cbb/players/mj-walker-1.html
washidu02,duane-washingtonjr-1,https://www.sports-reference.com/cbb/players/duane-washingtonjr-1.html
waterli01,lindy-waters-1,https://www.sports-reference.com/cbb/players/lindy-waters-1.html
watfotr01,trendon-watford-1,https://www.sports-reference.com/cbb/players/trendon-watford-1.html
wieskjo01,joe-wieskamp-1,https://www.sports-reference.com/cbb/players/joe-wieskamp-1.html
wiggiaa01,aaron-wiggins-1,https://www.sports-reference.com/cbb/players/aaron-wiggins-1.html
wiggili01,lindell-wigginton-1,https://www.sports-reference.com/cbb/players/lindell-wigginton-1.html
willibr03,brandon-williams-8,https://www.sports-reference.com/cbb/players/brandon-williams-8.html
willizi02,ziaire-williams-1,https://www.sports-reference.com/cbb/players/ziaire-williams-1.html
wrighmc01,mckinley-wrightiv-1,https://www.sports-reference.com/cbb/players/mckinley-wrightiv-1.html
wrighmo01,moses-wright-1,https://www.sports-reference.com/cbb/players/moses-wright-1.html
yorkga01,gabe-york-1,https://www.sports-reference.com/cbb/players/gabe-york-1.html
yurtsom01,omer-yurtseven-1,https://www.sports-reference.com/cbb/players/omer-yurtseven-1.html
agbajoc01,ochai-agbaji-1,https://www.sports-reference.com/cbb/players/ochai-agbaji-1.html
baldwpa01,patrick-baldwinjr-1,https://www.sports-reference.com/cbb/players/patrick-baldwinjr-1.html
banchpa01,paolo-banchero-1,https://www.sports-reference.com/cbb/players/paolo-banchero-1.html
boehebu01,buddy-boeheim-1,https://www.sports-reference.com/cbb/players/buddy-boeheim-1.html
bouyeja01,jamaree-bouyea-1,https://www.sports-reference.com/cbb/players/jamaree-bouyea-1.html
branhma01,malaki-branham-1,https://www.sports-reference.com/cbb/players/malaki-branham-1.html
braunch01,christian-braun-1,https://www.sports-reference.com/cbb/players/christian-braun-1.html
brownke03,kendall-brown-1,https://www.sports-reference.com/cbb/players/kendall-brown-1.html
butlejo01,john-butler-2,https://www.sports-reference.com/cbb/players/john-butler-2.html
cainja01,jamal-cain-1,https://www.sports-reference.com/cbb/players/jamal-cain-1.html
champju02,julian-champagnie-1,https://www.sports-reference.com/cbb/players/julian-champagnie-1.html
chandke01,kennedy-chandler-1,https://www.sports-reference.com/cbb/players/kennedy-chandler-1.html
chrisma02,max-christie-1,https://www.sports-reference.com/cbb/players/max-christie-1.html
comanch01,chance-comanche-1,https://www.sports-reference.com/cbb/players/chance-comanche-1.html
cooksxa01,xavier-cooks-1,https://www.sports-reference.com/cbb/players/xavier-cooks-1.html
davisjd01,jd-davison-1,https://www.sports-reference.com/cbb/players/jd-davison-1.html
davisjo06,jonathan-davis-3,https://www.sports-reference.com/cbb/players/jonathan-davis-3.html
daysda01,darius-days-1,https://www.sports-reference.com/cbb/players/darius-days-1.html
diabamo01,moussa-diabate-1,https://www.sports-reference.com/cbb/players/moussa-diabate-1.html
durenja01,jalen-duren-1,https://www.sports-reference.com/cbb/players/jalen-duren-1.html
easonta01,tari-eason-1,https://www.sports-reference.com/cbb/players/tari-eason-1.html
elliske01,keon-ellis-1,https://www.sports-reference.com/cbb/players/keon-ellis-1.html
gilyaja01,jacob-gilyard-1,https://www.sports-reference.com/cbb/players/jacob-gilyard-1.html
grayra01,raiquan-gray-1,https://www.sports-reference.com/cbb/players/raiquan-gray-1.html
greenaj01,aj-green-1,https://www.sports-reference.com/cbb/players/aj-green-1.html
griffaj01,aj-griffin-1,https://www.sports-reference.com/cbb/players/aj-griffin-1.html
halljo02,jordan-hall-1,https://www.sports-reference.com/cbb/players/jordan-hall-1.html
harpero02,ron-harperjr-1,https://www.sports-reference.com/cbb/players/ron-harperjr-1.html
harrike01,kevon-harris-1,https://www.sports-reference.com/cbb/players/kevon-harris-1.html
houstca01,caleb-houstan-1,https://www.sports-reference.com/cbb/players/caleb-houstan-1.html
iveyja01,jaden-ivey-1,https://www.sports-reference.com/cbb/players/jaden-ivey-1.html
jacksqu01,quenton-jackson-1,https://www.sports-reference.com/cbb/players/quenton-jackson-1.html
juzanjo01,johnny-juzang-1,https://www.sports-reference.com/cbb/players/johnny-juzang-1.html
keelstr01,trevor-keels-1,https://www.sports-reference.com/cbb/players/trevor-keels-1.html
