nba_player_id,1_2_Court_Att.,1_2_Court_Md.,Corner_3s_3Ppct,Corner_3s_pct3PA,Dunks_#,Dunks_pctFGA,FGpct_by_Distance_0-3,FGpct_by_Distance_10-16,FGpct_by_Distance_16-3P,FGpct_by_Distance_2P,FGpct_by_Distance_3-10,FGpct_by_Distance_3P,pct_of_FGA_by_Distance_0-3,pct_of_FGA_by_Distance_10-16,pct_of_FGA_by_Distance_16-3P,pct_of_FGA_by_Distance_2P,pct_of_FGA_by_Distance_3-10,pct_of_FGA_by_Distance_3P,pct_of_FG_Ast'd_2P,pct_of_FG_Ast'd_3P
dunlemi02,0.0,0.0,0.409,0.222,1.0,0.005,0.596,0.111,0.278,0.427,0.1,0.394,0.277,0.048,0.096,0.473,0.053,0.527,0.763,1.0
dunlemi02,0.0,0.0,0.488,0.306,1.0,0.005,0.652,0.333,0.296,0.465,0.0,0.396,0.209,0.027,0.123,0.391,0.032,0.609,0.775,0.962
dunlemi02,0.0,0.0,0.429,0.368,1.0,0.011,0.737,0.5,0.167,0.485,0.0,0.351,0.211,0.022,0.067,0.367,0.067,0.633,0.75,0.9
dunlemi02,0.0,0.0,0.55,0.26,0.0,0.0,0.593,0.25,0.333,0.453,0.0,0.429,0.208,0.031,0.162,0.408,0.008,0.592,0.792,1.0
dunlemi02,9.0,2.0,0.41,0.245,83.0,0.01,0.661,0.369,0.398,0.481,0.358,0.377,0.215,0.071,0.235,0.612,0.091,0.388,0.679,0.959
dunlemi02,1.0,0.0,0.41,0.245,7.0,0.01,0.661,0.369,0.398,0.481,0.358,0.377,0.215,0.071,0.235,0.612,0.091,0.388,0.679,0.959
dunlemi02,,,,,,,,,,,,,,,,,,,,
dunlemi02,2.0,0.0,0.361,0.268,43.0,0.014,0.687,0.383,0.377,0.473,0.312,0.348,0.232,0.089,0.239,0.677,0.117,0.323,0.647,0.942
dunlemi02,3.0,0.0,0.426,0.229,27.0,0.01,0.661,0.37,0.412,0.497,0.441,0.375,0.215,0.072,0.248,0.625,0.09,0.375,0.65,0.968
dunlemi02,4.0,2.0,0.402,0.185,8.0,0.006,0.594,0.328,0.421,0.462,0.319,0.392,0.188,0.046,0.227,0.525,0.063,0.475,0.777,0.967
dunlemi02,0.0,0.0,0.463,0.294,4.0,0.004,0.655,0.353,0.405,0.49,0.377,0.416,0.206,0.06,0.223,0.551,0.061,0.449,0.75,0.962
dunlemi02,0.0,0.0,0.55,0.26,0.0,0.0,0.593,0.25,0.333,0.453,0.0,0.429,0.208,0.031,0.162,0.408,0.008,0.592,0.792,1.0
dunlemi02,0.0,0.0,0.429,0.368,1.0,0.011,0.737,0.5,0.167,0.485,0.0,0.351,0.211,0.022,0.067,0.367,0.067,0.633,0.75,0.9
duprero01,0.0,0.0,0.429,0.778,22.0,0.078,0.534,0.37,0.247,0.392,0.387,0.444,0.365,0.163,0.33,0.968,0.11,0.032,0.579,1.0
duprero01,0.0,0.0,0.0,0.5,24.0,0.213,0.616,0.182,0.306,0.48,0.4,0.5,0.575,0.087,0.283,0.984,0.039,0.016,0.8,1.0
duprero01,0.0,0.0,0.0,1.0,11.0,0.19,0.676,0.167,0.389,0.532,0.5,0.0,0.54,0.095,0.286,0.984,0.063,0.016,0.667,
duprero01,0.0,0.0,,,5.0,0.161,0.583,0.143,0.143,0.355,0.4,,0.387,0.226,0.226,1.0,0.161,0.0,0.455,
duprero01,0.0,0.0,,,0.0,0.0,,0.5,0.0,0.333,,,0.0,0.667,0.333,1.0,0.0,0.0,1.0,
duprero01,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
duprero01,0.0,0.0,,,0.0,0.0,,0.5,0.0,0.333,,,0.0,0.667,0.333,1.0,0.0,0.0,1.0,
duprero01,,,,,,,,,,,,,,,,,,,,
duprero01,,,,,,,,,,,,,,,,,,,,
duprero01,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,0.0,0.333,,0.0,0.5,0.0,0.25,0.75,0.0,0.25,1.0,
duprero01,0.0,0.0,0.3,0.769,62.0,0.129,0.585,0.306,0.269,0.429,0.4,0.385,0.439,0.141,0.306,0.975,0.088,0.025,0.653,1.0
duprero01,0.0,0.0,0.3,0.769,32.0,0.129,0.585,0.306,0.269,0.429,0.4,0.385,0.439,0.141,0.306,0.975,0.088,0.025,0.653,1.0
duprero01,,,,,,,,,,,,,,,,,,,,
duprero01,0.0,0.0,0.0,0.5,29.0,0.203,0.612,0.167,0.279,0.455,0.4,0.5,0.538,0.114,0.272,0.987,0.063,0.013,0.746,1.0
duprero01,0.0,0.0,0.429,0.778,22.0,0.078,0.534,0.37,0.247,0.392,0.387,0.444,0.365,0.163,0.33,0.968,0.11,0.032,0.579,1.0
duprero01,0.0,0.0,0.0,1.0,11.0,0.19,0.676,0.167,0.389,0.532,0.5,0.0,0.54,0.095,0.286,0.984,0.063,0.016,0.667,
duprero01,0.0,0.0,,,0.0,0.0,,0.5,0.0,0.333,,,0.0,0.667,0.333,1.0,0.0,0.0,1.0,
duprero01,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,0.0,0.333,,0.0,0.5,0.0,0.25,0.75,0.0,0.25,1.0,
duranke01,1.0,0.0,0.375,0.078,92.0,0.07,0.607,0.341,0.415,0.455,0.376,0.288,0.259,0.152,0.318,0.85,0.121,0.15,0.555,0.932
duranke01,0.0,0.0,0.368,0.083,114.0,0.086,0.677,0.405,0.398,0.486,0.397,0.422,0.26,0.178,0.299,0.835,0.098,0.165,0.502,0.948
duranke01,1.0,0.0,0.235,0.048,133.0,0.082,0.703,0.445,0.38,0.506,0.444,0.365,0.245,0.203,0.235,0.79,0.107,0.21,0.471,0.773
duranke01,0.0,0.0,0.385,0.063,125.0,0.083,0.795,0.439,0.413,0.504,0.414,0.35,0.162,0.16,0.296,0.731,0.113,0.269,0.565,0.855
duranke01,1.0,0.0,0.5,0.047,102.0,0.082,0.739,0.424,0.483,0.535,0.448,0.387,0.213,0.184,0.182,0.735,0.157,0.265,0.396,0.805
duranke01,0.0,0.0,0.4,0.06,115.0,0.083,0.737,0.475,0.432,0.539,0.471,0.416,0.22,0.195,0.186,0.767,0.166,0.233,0.449,0.799
duranke01,1.0,0.0,0.423,0.053,146.0,0.088,0.798,0.441,0.445,0.549,0.417,0.391,0.223,0.191,0.145,0.709,0.15,0.291,0.447,0.557
duranke01,0.0,0.0,0.533,0.094,37.0,0.079,0.802,0.535,0.4,0.565,0.412,0.403,0.206,0.184,0.161,0.66,0.109,0.34,0.511,0.656
duranke01,0.0,0.0,0.389,0.037,106.0,0.081,0.737,0.542,0.455,0.569,0.437,0.387,0.212,0.182,0.161,0.652,0.098,0.348,0.518,0.64
duranke01,2.0,0.0,0.436,0.125,107.0,0.107,0.796,0.43,0.555,0.608,0.487,0.375,0.268,0.161,0.151,0.696,0.116,0.304,0.565,0.803
duranke01,3.0,0.0,0.564,0.094,94.0,0.084,0.758,0.492,0.487,0.565,0.513,0.419,0.179,0.201,0.185,0.662,0.096,0.338,0.488,0.688
duranke01,0.0,0.0,0.233,0.077,114.0,0.087,0.752,0.517,0.535,0.587,0.541,0.353,0.189,0.238,0.187,0.719,0.106,0.281,0.471,0.569
duranke01,,,,,,,,,,,,,,,,,,,,
duranke01,0.0,0.0,0.643,0.074,38.0,0.066,0.833,0.536,0.487,0.577,0.473,0.45,0.149,0.254,0.129,0.687,0.154,0.313,0.477,0.647
duranke01,0.0,0.0,0.55,0.067,33.0,0.032,0.744,0.53,0.579,0.568,0.516,0.383,0.105,0.313,0.16,0.731,0.141,0.269,0.492,0.548
duranke01,0.0,0.0,0.556,0.078,37.0,0.044,0.821,0.591,0.538,0.617,0.607,0.404,0.11,0.292,0.168,0.733,0.162,0.267,0.464,0.656
duranke01,0.0,0.0,0.417,0.063,35.0,0.049,0.811,0.603,0.529,0.622,0.608,0.376,0.123,0.292,0.165,0.743,0.163,0.257,0.457,0.592
duranke01,0.0,0.0,0.833,0.146,2.0,0.016,1.0,0.526,0.583,0.586,0.6,0.537,0.039,0.297,0.188,0.68,0.156,0.32,0.51,0.864
duranke01,0.0,0.0,0.463,0.165,75.0,0.054,0.827,0.491,0.53,0.567,0.53,0.413,0.125,0.279,0.16,0.717,0.153,0.283,0.511,0.815
duranke01,0.0,0.0,0.506,0.223,44.0,0.041,0.824,0.524,0.525,0.574,0.561,0.43,0.091,0.312,0.09,0.669,0.176,0.331,0.433,0.888
duranke01,0.0,0.0,0.477,0.103,50.0,0.041,0.812,0.526,0.522,0.571,0.611,0.409,0.065,0.301,0.157,0.672,0.148,0.328,0.478,0.72
duranke01,,,,,,,,,,,,,,,,,,,,
duranke01,,,,,,,,,,,,,,,,,,,,
duranke01,9.0,0.0,0.454,0.087,1562.0,0.073,0.746,0.485,0.46,0.545,0.483,0.391,0.186,0.218,0.194,0.729,0.131,0.271,0.488,0.732
duranke01,1.0,0.0,0.454,0.087,107.0,0.073,0.746,0.485,0.46,0.545,0.483,0.391,0.186,0.218,0.194,0.729,0.131,0.271,0.488,0.732
duranke01,,,,,,,,,,,,,,,,,,,,
duranke01,4.0,0.0,0.399,0.057,970.0,0.082,0.723,0.446,0.42,0.517,0.428,0.38,0.223,0.181,0.224,0.754,0.125,0.246,0.488,0.749
duranke01,5.0,0.0,0.426,0.097,315.0,0.092,0.77,0.489,0.523,0.586,0.516,0.384,0.208,0.204,0.176,0.693,0.105,0.307,0.504,0.681
duranke01,0.0,0.0,0.5,0.19,121.0,0.047,0.829,0.508,0.532,0.571,0.547,0.427,0.106,0.294,0.132,0.695,0.163,0.305,0.479,0.851
duranke01,0.0,0.0,0.543,0.068,106.0,0.046,0.791,0.553,0.544,0.587,0.535,0.4,0.121,0.292,0.154,0.723,0.151,0.277,0.477,0.59
duranke01,0.0,0.0,0.477,0.103,50.0,0.041,0.812,0.526,0.522,0.571,0.611,0.409,0.065,0.301,0.157,0.672,0.148,0.328,0.478,0.72
ebankde01,0.0,0.0,0.667,0.6,5.0,0.098,0.579,0.167,0.222,0.413,0.417,0.4,0.373,0.118,0.176,0.902,0.235,0.098,0.684,0.5
ebankde01,0.0,0.0,0.0,0.667,3.0,0.045,0.588,0.2,0.462,0.463,0.267,0.0,0.382,0.056,0.292,0.899,0.169,0.101,0.649,
ebankde01,2.0,0.0,0.25,0.364,2.0,0.027,0.526,0.2,0.35,0.353,0.0,0.273,0.26,0.068,0.274,0.699,0.096,0.301,0.5,0.667
ebankde01,2.0,0.0,0.235,0.472,10.0,0.052,0.569,0.188,0.382,0.418,0.265,0.222,0.338,0.075,0.258,0.831,0.16,0.169,0.622,0.625
ebankde01,3.0,0.0,0.235,0.472,13.0,0.052,0.569,0.188,0.382,0.418,0.265,0.222,0.338,0.075,0.258,0.831,0.16,0.169,0.622,0.625
ellinwa01,1.0,0.0,0.463,0.253,6.0,0.013,0.648,0.357,0.319,0.441,0.457,0.395,0.196,0.063,0.301,0.638,0.078,0.362,0.484,0.797
ellinwa01,3.0,0.0,0.444,0.223,3.0,0.008,0.444,0.472,0.412,0.406,0.309,0.397,0.136,0.091,0.33,0.695,0.139,0.305,0.473,0.771
ellinwa01,0.0,0.0,0.455,0.306,5.0,0.017,0.628,0.316,0.441,0.448,0.3,0.324,0.142,0.063,0.338,0.642,0.099,0.358,0.54,0.914
ellinwa01,0.0,0.0,0.438,0.2,8.0,0.021,0.613,0.293,0.484,0.457,0.267,0.392,0.142,0.078,0.242,0.546,0.085,0.454,0.545,0.851
ellinwa01,0.0,0.0,0.4,0.258,4.0,0.025,0.6,0.231,0.372,0.392,0.188,0.423,0.151,0.065,0.216,0.513,0.08,0.487,0.6,0.902
ellinwa01,0.0,0.0,0.478,0.161,4.0,0.018,0.622,0.321,0.541,0.492,0.31,0.371,0.136,0.085,0.258,0.567,0.088,0.433,0.522,0.811
ellinwa01,0.0,0.0,0.263,0.322,3.0,0.024,0.933,0.333,0.355,0.448,0.111,0.424,0.119,0.095,0.246,0.532,0.071,0.468,0.733,0.88
ellinwa01,0.0,0.0,0.3,0.165,9.0,0.016,0.616,0.37,0.392,0.439,0.286,0.37,0.16,0.075,0.314,0.606,0.057,0.394,0.579,0.689
ellinwa01,1.0,0.0,0.393,0.332,6.0,0.011,0.609,0.353,0.364,0.416,0.32,0.358,0.123,0.061,0.294,0.522,0.045,0.478,0.574,0.865
ellinwa01,1.0,0.0,0.414,0.282,4.0,0.007,0.846,0.154,0.478,0.509,0.444,0.378,0.047,0.023,0.204,0.29,0.016,0.71,0.756,0.926
ellinwa01,1.0,0.0,0.5,0.204,3.0,0.006,0.648,0.333,0.378,0.479,0.278,0.392,0.077,0.017,0.053,0.173,0.026,0.827,0.655,0.947
ellinwa01,0.0,0.0,0.388,0.263,1.0,0.002,0.758,0.429,0.286,0.541,0.452,0.371,0.072,0.015,0.031,0.186,0.068,0.814,0.761,0.906
ellinwa01,0.0,0.0,0.405,0.271,0.0,0.0,0.538,0.333,0.0,0.414,0.5,0.368,0.071,0.016,0.027,0.158,0.043,0.842,0.75,0.965
ellinwa01,0.0,0.0,0.375,0.258,1.0,0.004,0.9,0.5,0.444,0.607,0.435,0.373,0.073,0.015,0.033,0.205,0.084,0.795,0.765,0.864
ellinwa01,0.0,0.0,0.6,0.105,0.0,0.0,0.75,1.0,0.235,0.355,0.0,0.35,0.046,0.006,0.098,0.178,0.029,0.822,0.636,0.94
ellinwa01,0.0,0.0,0.321,0.204,0.0,0.0,0.6,0.417,0.4,0.524,0.636,0.422,0.074,0.036,0.044,0.186,0.033,0.814,0.758,0.957
ellinwa01,0.0,0.0,0.475,0.28,0.0,0.0,0.8,0.429,0.333,0.615,0.667,0.389,0.042,0.03,0.013,0.11,0.025,0.89,0.875,0.951
ellinwa01,7.0,0.0,0.42,0.237,48.0,0.01,0.638,0.358,0.4,0.45,0.341,0.382,0.11,0.049,0.199,0.416,0.058,0.584,0.59,0.89
ellinwa01,1.0,0.0,0.42,0.237,5.0,0.01,0.638,0.358,0.4,0.45,0.341,0.382,0.11,0.049,0.199,0.416,0.058,0.584,0.59,0.89
ellinwa01,,,,,,,,,,,,,,,,,,,,
ellinwa01,4.0,0.0,0.455,0.258,14.0,0.012,0.584,0.398,0.386,0.43,0.35,0.376,0.161,0.072,0.321,0.659,0.105,0.341,0.495,0.816
ellinwa01,2.0,0.0,0.45,0.24,7.0,0.006,0.688,0.25,0.439,0.489,0.371,0.384,0.065,0.019,0.108,0.216,0.024,0.784,0.717,0.942
ellinwa01,0.0,0.0,0.404,0.218,9.0,0.012,0.633,0.377,0.391,0.45,0.341,0.379,0.128,0.062,0.231,0.468,0.048,0.532,0.606,0.814
ellinwa01,0.0,0.0,0.348,0.228,1.0,0.002,0.733,0.438,0.417,0.563,0.5,0.4,0.074,0.026,0.039,0.195,0.056,0.805,0.761,0.919
ellinwa01,1.0,0.0,0.393,0.332,6.0,0.011,0.609,0.353,0.364,0.416,0.32,0.358,0.123,0.061,0.294,0.522,0.045,0.478,0.574,0.865
ellinwa01,0.0,0.0,0.263,0.322,3.0,0.024,0.933,0.333,0.355,0.448,0.111,0.424,0.119,0.095,0.246,0.532,0.071,0.468,0.733,0.88
ellinwa01,0.0,0.0,0.4,0.258,4.0,0.025,0.6,0.231,0.372,0.392,0.188,0.423,0.151,0.065,0.216,0.513,0.08,0.487,0.6,0.902
ellinwa01,0.0,0.0,0.478,0.161,4.0,0.018,0.622,0.321,0.541,0.492,0.31,0.371,0.136,0.085,0.258,0.567,0.088,0.433,0.522,0.811
ellinwa01,0.0,0.0,0.6,0.105,0.0,0.0,0.75,1.0,0.235,0.355,0.0,0.35,0.046,0.006,0.098,0.178,0.029,0.822,0.636,0.94
ellismo01,0.0,0.0,0.395,0.524,10.0,0.038,0.565,0.444,0.289,0.441,0.321,0.341,0.34,0.085,0.142,0.742,0.176,0.258,0.423,0.929
ellismo01,2.0,0.0,0.194,0.434,46.0,0.049,0.679,0.323,0.389,0.509,0.364,0.273,0.386,0.095,0.25,0.858,0.128,0.142,0.449,0.692
ellismo01,1.0,0.0,0.36,0.481,69.0,0.059,0.675,0.46,0.438,0.545,0.43,0.231,0.426,0.092,0.329,0.958,0.11,0.042,0.455,0.917
ellismo01,1.0,0.0,0.286,0.269,8.0,0.021,0.636,0.326,0.371,0.46,0.439,0.308,0.3,0.1,0.407,0.94,0.133,0.06,0.323,0.375
ellismo01,4.0,0.0,0.487,0.171,17.0,0.017,0.623,0.396,0.381,0.47,0.331,0.338,0.33,0.095,0.284,0.838,0.129,0.162,0.314,0.675
ellismo01,10.0,1.0,0.354,0.253,41.0,0.027,0.703,0.322,0.39,0.478,0.377,0.361,0.24,0.091,0.3,0.765,0.133,0.235,0.35,0.657
ellismo01,2.0,0.0,0.45,0.299,23.0,0.025,0.631,0.455,0.374,0.462,0.341,0.308,0.253,0.129,0.301,0.807,0.124,0.193,0.358,0.726
ellismo01,2.0,0.0,0.5,0.269,16.0,0.027,0.623,0.489,0.376,0.465,0.349,0.321,0.237,0.125,0.298,0.778,0.118,0.222,0.333,0.7
ellismo01,0.0,0.0,0.333,0.4,7.0,0.021,0.646,0.391,0.369,0.457,0.326,0.267,0.286,0.137,0.307,0.866,0.137,0.134,0.406,0.833
ellismo01,3.0,0.0,0.343,0.213,23.0,0.018,0.624,0.386,0.355,0.454,0.323,0.287,0.286,0.119,0.235,0.772,0.132,0.228,0.372,0.713
ellismo01,1.0,0.0,0.542,0.23,18.0,0.015,0.615,0.409,0.387,0.474,0.377,0.33,0.317,0.103,0.257,0.836,0.16,0.164,0.268,0.841
ellismo01,1.0,0.0,0.362,0.204,13.0,0.01,0.622,0.418,0.44,0.487,0.395,0.285,0.25,0.09,0.306,0.79,0.144,0.21,0.319,0.704
ellismo01,5.0,0.0,0.383,0.287,6.0,0.006,0.593,0.441,0.383,0.472,0.478,0.309,0.236,0.109,0.292,0.724,0.088,0.276,0.221,0.724
ellismo01,2.0,0.0,0.296,0.4,7.0,0.014,0.616,0.417,0.361,0.483,0.5,0.319,0.262,0.086,0.259,0.758,0.151,0.242,0.324,0.884
ellismo01,32.0,1.0,0.37,0.274,281.0,0.024,0.64,0.399,0.391,0.482,0.38,0.314,0.3,0.101,0.283,0.815,0.131,0.185,0.35,0.729
ellismo01,3.0,0.0,0.37,0.274,28.0,0.024,0.64,0.399,0.391,0.482,0.38,0.314,0.3,0.101,0.283,0.815,0.131,0.185,0.35,0.729
ellismo01,,,,,,,,,,,,,,,,,,,,
ellismo01,20.0,1.0,0.363,0.295,207.0,0.034,0.658,0.389,0.393,0.491,0.371,0.329,0.323,0.096,0.294,0.841,0.128,0.159,0.382,0.695
ellismo01,2.0,0.0,0.443,0.215,31.0,0.013,0.618,0.413,0.416,0.481,0.386,0.304,0.283,0.097,0.282,0.813,0.152,0.187,0.294,0.767
ellismo01,7.0,0.0,0.348,0.324,13.0,0.009,0.602,0.434,0.376,0.476,0.489,0.312,0.245,0.101,0.28,0.736,0.11,0.264,0.259,0.777
ellismo01,3.0,0.0,0.341,0.236,30.0,0.019,0.628,0.387,0.358,0.455,0.323,0.284,0.286,0.122,0.249,0.79,0.133,0.21,0.379,0.726
elsonfr01,,,,,,,,,,,,,,,,,,,,
elsonfr01,,,,,,,,,,,,,,,,,,,,
elsonfr01,,,,,,,,,,,,,,,,,,,,
elsonfr01,,,,,,,,,,,,,,,,,,,,
elsonfr01,1.0,0.0,,0.0,22.0,0.131,0.632,0.316,0.407,0.475,0.4,0.0,0.382,0.191,0.271,0.995,0.151,0.005,0.777,
elsonfr01,2.0,0.0,1.0,0.333,33.0,0.162,0.683,0.242,0.366,0.469,0.37,0.333,0.38,0.153,0.329,0.986,0.125,0.014,0.81,1.0
elsonfr01,0.0,0.0,0.333,0.6,49.0,0.197,0.679,0.343,0.468,0.538,0.476,0.2,0.394,0.123,0.391,0.982,0.074,0.018,0.8,0.0
elsonfr01,0.0,0.0,,0.0,43.0,0.191,0.683,0.444,0.311,0.514,0.294,0.0,0.493,0.16,0.16,0.993,0.181,0.007,0.743,
elsonfr01,0.0,0.0,,0.0,16.0,0.085,0.517,0.305,0.383,0.391,0.343,0.0,0.254,0.25,0.343,0.996,0.148,0.004,0.793,
elsonfr01,0.0,0.0,,,14.0,0.122,0.532,0.289,0.452,0.419,0.333,,0.318,0.257,0.284,1.0,0.142,0.0,0.871,
elsonfr01,0.0,0.0,,0.0,2.0,0.023,0.462,0.333,0.308,0.345,0.357,0.0,0.148,0.239,0.443,0.989,0.159,0.011,0.633,
elsonfr01,1.0,0.0,0.0,0.25,21.0,0.136,0.588,0.438,0.359,0.497,0.444,0.25,0.503,0.189,0.231,0.976,0.053,0.024,0.634,1.0
elsonfr01,0.0,0.0,,,0.0,0.0,0.667,0.333,0.25,0.333,0.0,,0.2,0.2,0.533,1.0,0.067,0.0,0.4,
elsonfr01,0.0,0.0,,,0.0,0.0,0.5,0.333,0.286,0.308,0.0,,0.154,0.231,0.538,1.0,0.077,0.0,0.5,
elsonfr01,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.5,,,0.5,0.0,0.5,1.0,0.0,0.0,0.0,
elsonfr01,0.0,0.0,,,2.0,0.018,0.615,0.611,0.37,0.478,0.467,,0.23,0.159,0.478,1.0,0.133,0.0,0.704,
elsonfr01,0.0,0.0,,,0.0,0.0,,0.333,,0.333,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,
elsonfr01,4.0,0.0,0.4,0.313,186.0,0.142,0.642,0.365,0.391,0.481,0.37,0.188,0.384,0.175,0.305,0.989,0.125,0.011,0.758,0.667
elsonfr01,1.0,0.0,0.4,0.313,32.0,0.142,0.642,0.365,0.391,0.481,0.37,0.188,0.384,0.175,0.305,0.989,0.125,0.011,0.758,0.667
elsonfr01,,,,,,,,,,,,,,,,,,,,
elsonfr01,3.0,0.0,0.5,0.444,104.0,0.167,0.667,0.302,0.424,0.499,0.41,0.222,0.386,0.152,0.338,0.987,0.112,0.013,0.797,0.5
elsonfr01,0.0,0.0,,0.0,57.0,0.167,0.645,0.373,0.379,0.481,0.306,0.0,0.433,0.193,0.202,0.995,0.167,0.005,0.782,
elsonfr01,1.0,0.0,0.0,0.25,21.0,0.126,0.586,0.429,0.348,0.483,0.4,0.25,0.478,0.192,0.253,0.978,0.055,0.022,0.628,1.0
elsonfr01,0.0,0.0,,,0.0,0.0,1.0,0.333,0.0,0.4,,,0.2,0.6,0.2,1.0,0.0,0.0,0.5,
elsonfr01,0.0,0.0,,,2.0,0.018,0.615,0.611,0.37,0.478,0.467,,0.23,0.159,0.478,1.0,0.133,0.0,0.704,
elsonfr01,0.0,0.0,,0.0,2.0,0.023,0.462,0.333,0.308,0.345,0.357,0.0,0.148,0.239,0.443,0.989,0.159,0.011,0.633,
elyme01,0.0,0.0,,,26.0,0.156,0.609,0.348,0.167,0.495,0.429,,0.468,0.124,0.032,1.0,0.376,0.0,,
elyme01,0.0,0.0,,,13.0,0.092,0.58,0.346,0.2,0.434,0.394,0.0,0.327,0.17,0.065,0.993,0.431,0.007,,
elyme01,0.0,0.0,,,23.0,0.049,0.604,0.288,0.268,0.432,0.386,,0.302,0.112,0.078,1.0,0.508,0.0,,
elyme01,1.0,0.0,,,29.0,0.087,0.594,0.348,0.267,0.511,0.496,0.0,0.313,0.054,0.035,0.995,0.593,0.005,,
elyme01,0.0,0.0,,,5.0,0.063,0.5,0.583,0.5,0.363,0.214,,0.275,0.15,0.05,1.0,0.525,0.0,,
elyme01,0.0,0.0,,,4.0,0.067,0.526,0.667,0.5,0.383,0.242,,0.317,0.1,0.033,1.0,0.55,0.0,,
elyme01,0.0,0.0,,,1.0,0.05,0.333,0.5,0.5,0.3,0.111,,0.15,0.3,0.1,1.0,0.45,0.0,,
elyme01,0.0,0.0,,,14.0,0.094,0.586,0.484,0.389,0.472,0.397,,0.322,0.172,0.1,1.0,0.406,0.0,,
elyme01,0.0,0.0,,,11.0,0.137,0.561,0.286,0.429,0.389,0.192,,0.432,0.221,0.074,1.0,0.274,0.0,,
elyme01,,,,,,,,,,,,,,,,,,,,
elyme01,0.0,0.0,,,5.0,0.098,0.667,0.25,0.333,0.549,0.429,,0.588,0.078,0.059,1.0,0.275,0.0,,
elyme01,,,,,,,,,,,,,,,,,,,,
elyme01,,,,,,,,,,,,,,,,,,,,
elyme01,0.0,0.0,,,1.0,0.167,1.0,,,0.5,0.4,,0.167,0.0,0.0,1.0,0.833,0.0,,
elyme01,1.0,0.0,,,127.0,0.086,0.596,0.357,0.298,0.461,0.411,0.0,0.341,0.117,0.061,0.998,0.479,0.002,,
elyme01,0.0,0.0,,,28.0,0.086,0.596,0.357,0.298,0.461,0.411,0.0,0.341,0.117,0.061,0.998,0.479,0.002,,
elyme01,,,,,,,,,,,,,,,,,,,,
elyme01,1.0,0.0,,,56.0,0.066,0.595,0.33,0.276,0.462,0.428,0.0,0.308,0.087,0.057,0.998,0.546,0.002,,
elyme01,0.0,0.0,,,26.0,0.11,0.58,0.404,0.4,0.445,0.346,,0.356,0.185,0.089,1.0,0.37,0.0,,
elyme01,0.0,0.0,,,39.0,0.127,0.599,0.347,0.188,0.467,0.412,0.0,0.404,0.145,0.047,0.997,0.401,0.003,,
elyme01,0.0,0.0,,,5.0,0.098,0.667,0.25,0.333,0.549,0.429,,0.588,0.078,0.059,1.0,0.275,0.0,,
elyme01,0.0,0.0,,,1.0,0.05,0.333,0.5,0.5,0.3,0.111,,0.15,0.3,0.1,1.0,0.45,0.0,,
erdense01,,,,,,,,,,,,,,,,,,,,
erdense01,,,,,,,,,,,,,,,,,,,,
erdense01,0.0,0.0,,,24.0,0.216,0.628,0.0,1.0,0.559,0.318,,0.775,0.018,0.009,1.0,0.198,0.0,,
erdense01,0.0,0.0,,,24.0,0.247,0.658,0.0,1.0,0.598,0.313,,0.814,0.01,0.01,1.0,0.165,0.0,,
erdense01,0.0,0.0,,,0.0,0.0,0.286,0.0,,0.286,0.333,,0.5,0.071,0.0,1.0,0.429,0.0,,
erdense01,0.0,0.0,,,12.0,0.189,0.636,0.5,0.0,0.527,0.188,,0.743,0.027,0.014,1.0,0.216,0.0,,
erdense01,0.0,0.0,,,36.0,0.205,0.631,0.25,0.5,0.546,0.263,,0.762,0.022,0.011,1.0,0.205,0.0,,
erdense01,0.0,0.0,,,43.0,0.205,0.631,0.25,0.5,0.546,0.263,,0.762,0.022,0.011,1.0,0.205,0.0,,
erdense01,,,,,,,,,,,,,,,,,,,,
erdense01,0.0,0.0,,,12.0,0.159,0.597,0.333,0.0,0.489,0.227,,0.705,0.034,0.011,1.0,0.25,0.0,,
erdense01,0.0,0.0,,,24.0,0.247,0.658,0.0,1.0,0.598,0.313,,0.814,0.01,0.01,1.0,0.165,0.0,,
evansje01,0.0,0.0,,0.0,49.0,0.461,0.763,0.333,0.625,0.667,0.5,0.0,0.661,0.104,0.07,0.991,0.157,0.009,0.789,
evansje01,1.0,0.0,,0.0,25.0,0.643,0.867,0.0,0.0,0.659,0.167,0.0,0.714,0.048,0.071,0.976,0.143,0.024,0.63,
evansje01,0.0,0.0,,0.0,13.0,0.341,0.76,1.0,0.444,0.628,0.375,0.0,0.568,0.023,0.205,0.977,0.182,0.023,0.63,
evansje01,0.0,0.0,0.0,0.5,59.0,0.196,0.704,0.421,0.333,0.53,0.434,0.0,0.458,0.114,0.262,0.994,0.16,0.006,0.714,
evansje01,0.0,0.0,0.667,0.6,9.0,0.172,0.788,0.2,0.0,0.566,0.333,0.4,0.569,0.086,0.103,0.914,0.155,0.086,0.633,1.0
evansje01,0.0,0.0,0.143,0.438,12.0,0.271,0.76,0.0,0.667,0.688,0.333,0.25,0.521,0.021,0.063,0.667,0.063,0.333,0.864,1.0
evansje01,,,,,,,,,,,,,,,,,,,,
