college_player_id,college_url,2P,2PA,2Ppct,3P,3PA,3Ppct,AST,Awards,BLK,Class,Conf,DRB,FG,FGA,FGpct,FT,FTA,FTpct,G,GS,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Team,eFGpct
solomon-alabi-1,https://www.sports-reference.com/cbb/players/solomon-alabi-1.html,133.0,249.0,0.534,0.0,0.0,,16.0,,75.0,JR,ACC,119.0,133.0,249.0,0.534,108.0,136.0,0.794,32.0,32.0,820.0,79.0,75.0,374.0,C,20.0,2009-10,61.0,198.0,Florida St.,0.534
solomon-alabi-1,https://www.sports-reference.com/cbb/players/solomon-alabi-1.html,270.0,505.0,0.535,0.0,1.0,0.0,28.0,,159.0,Career,Career,253.0,270.0,506.0,0.534,164.0,220.0,0.745,77.0,68.0,1692.0,162.0,158.0,704.0,,39.0,Career,128.0,415.0,Career,0.534
cole-aldrich-1,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,43.0,83.0,0.518,0.0,0.0,,5.0,,34.0,FR,Big 12,85.0,43.0,83.0,0.518,26.0,38.0,0.684,40.0,0.0,330.0,34.0,48.0,112.0,C,11.0,2007-08,21.0,119.0,Kansas,0.518
cole-aldrich-1,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,199.0,333.0,0.598,0.0,0.0,,36.0,,94.0,SO,Big 12,281.0,199.0,333.0,0.598,122.0,154.0,0.792,35.0,35.0,1037.0,106.0,90.0,520.0,C,21.0,2008-09,56.0,387.0,Kansas,0.598
cole-aldrich-1,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,149.0,265.0,0.562,0.0,0.0,,31.0,AA-2,125.0,JR,Big 12,244.0,149.0,265.0,0.562,108.0,159.0,0.679,36.0,36.0,963.0,110.0,92.0,406.0,C,27.0,2009-10,56.0,354.0,Kansas,0.562
cole-aldrich-1,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,391.0,681.0,0.574,0.0,0.0,,72.0,,253.0,Career,Career,610.0,391.0,681.0,0.574,256.0,351.0,0.729,111.0,71.0,2330.0,250.0,230.0,1038.0,,59.0,Career,133.0,860.0,Career,0.574
lamarcus-aldridge-1,https://www.sports-reference.com/cbb/players/lamarcus-aldridge-1.html,57.0,86.0,0.663,0.0,0.0,,14.0,,24.0,FR,Big 12,52.0,57.0,86.0,0.663,44.0,67.0,0.657,16.0,16.0,355.0,43.0,49.0,158.0,F,17.0,2004-05,28.0,95.0,Texas,0.663
lamarcus-aldridge-1,https://www.sports-reference.com/cbb/players/lamarcus-aldridge-1.html,219.0,385.0,0.569,0.0,0.0,,20.0,,73.0,SO,Big 12,204.0,219.0,385.0,0.569,117.0,181.0,0.646,37.0,37.0,1247.0,135.0,92.0,555.0,F,50.0,2005-06,59.0,339.0,Texas,0.569
lamarcus-aldridge-1,https://www.sports-reference.com/cbb/players/lamarcus-aldridge-1.html,276.0,471.0,0.586,0.0,0.0,,34.0,,97.0,Career,Career,256.0,276.0,471.0,0.586,161.0,248.0,0.649,53.0,53.0,1602.0,178.0,141.0,713.0,,67.0,Career,87.0,434.0,Career,0.586
malik-allen-1,https://www.sports-reference.com/cbb/players/malik-allen-1.html,24.0,51.0,0.471,0.0,0.0,,13.0,,18.0,FR,Big East,,24.0,51.0,0.471,19.0,45.0,0.422,33.0,0.0,357.0,,48.0,67.0,C,5.0,1996-97,21.0,96.0,Villanova,0.471
malik-allen-1,https://www.sports-reference.com/cbb/players/malik-allen-1.html,91.0,194.0,0.469,0.0,0.0,,22.0,,40.0,SO,Big East,,91.0,194.0,0.469,58.0,80.0,0.725,29.0,28.0,715.0,,87.0,240.0,C,19.0,1997-98,53.0,168.0,Villanova,0.469
malik-allen-1,https://www.sports-reference.com/cbb/players/malik-allen-1.html,136.0,241.0,0.564,0.0,0.0,,31.0,,71.0,JR,Big East,,136.0,241.0,0.564,85.0,107.0,0.794,32.0,,887.0,,88.0,357.0,C,25.0,1998-99,56.0,201.0,Villanova,0.564
malik-allen-1,https://www.sports-reference.com/cbb/players/malik-allen-1.html,184.0,360.0,0.511,0.0,0.0,,32.0,,62.0,SR,Big East,158.0,184.0,360.0,0.511,99.0,143.0,0.692,33.0,33.0,1103.0,85.0,80.0,467.0,C,23.0,1999-00,74.0,243.0,Villanova,0.511
malik-allen-1,https://www.sports-reference.com/cbb/players/malik-allen-1.html,435.0,846.0,0.514,0.0,0.0,,98.0,,191.0,Career,Career,158.0,435.0,846.0,0.514,261.0,375.0,0.696,127.0,61.0,3062.0,85.0,303.0,1131.0,,72.0,Career,204.0,708.0,Career,0.514
ray-allen-1,https://www.sports-reference.com/cbb/players/ray-allen-1.html,125.0,228.0,0.548,33.0,82.0,0.402,47.0,,7.0,FR,Big East,79.0,158.0,310.0,0.51,80.0,101.0,0.792,34.0,0.0,735.0,76.0,46.0,429.0,G,38.0,1993-94,47.0,155.0,UConn,0.563
ray-allen-1,https://www.sports-reference.com/cbb/players/ray-allen-1.html,170.0,330.0,0.515,85.0,191.0,0.445,75.0,,16.0,SO,Big East,125.0,255.0,521.0,0.489,80.0,110.0,0.727,32.0,31.0,1051.0,93.0,53.0,675.0,G,61.0,1994-95,64.0,218.0,UConn,0.571
ray-allen-1,https://www.sports-reference.com/cbb/players/ray-allen-1.html,177.0,371.0,0.477,115.0,247.0,0.466,117.0,AA-1,18.0,JR,Big East,147.0,292.0,618.0,0.472,119.0,147.0,0.81,35.0,35.0,1215.0,81.0,46.0,818.0,G,60.0,1995-96,82.0,228.0,UConn,0.566
ray-allen-1,https://www.sports-reference.com/cbb/players/ray-allen-1.html,472.0,929.0,0.508,233.0,520.0,0.448,239.0,,41.0,Career,Career,351.0,705.0,1449.0,0.487,279.0,358.0,0.779,101.0,66.0,3001.0,250.0,145.0,1922.0,,159.0,Career,193.0,601.0,Career,0.567
tony-allen-1,https://www.sports-reference.com/cbb/players/tony-allen-1.html,133.0,289.0,0.46,30.0,76.0,0.395,87.0,,24.0,JR,Big 12,121.0,163.0,365.0,0.447,105.0,152.0,0.691,32.0,28.0,998.0,52.0,92.0,461.0,G,62.0,2002-03,90.0,173.0,Oklahoma St.,0.488
tony-allen-1,https://www.sports-reference.com/cbb/players/tony-allen-1.html,182.0,331.0,0.55,22.0,74.0,0.297,109.0,,30.0,SR,Big 12,130.0,204.0,405.0,0.504,131.0,194.0,0.675,35.0,34.0,1107.0,63.0,105.0,561.0,G,72.0,2003-04,98.0,193.0,Oklahoma St.,0.531
tony-allen-1,https://www.sports-reference.com/cbb/players/tony-allen-1.html,315.0,620.0,0.508,52.0,150.0,0.347,196.0,,54.0,Career,Career,251.0,367.0,770.0,0.477,236.0,346.0,0.682,67.0,62.0,2105.0,115.0,197.0,1022.0,,134.0,Career,188.0,366.0,Career,0.51
al-farouq-aminu-1,https://www.sports-reference.com/cbb/players/al-farouq-aminu-1.html,139.0,244.0,0.57,7.0,39.0,0.179,46.0,,38.0,FR,ACC,182.0,146.0,283.0,0.516,102.0,152.0,0.671,31.0,30.0,899.0,71.0,81.0,401.0,F,30.0,2008-09,81.0,253.0,Wake Forest,0.528
al-farouq-aminu-1,https://www.sports-reference.com/cbb/players/al-farouq-aminu-1.html,149.0,308.0,0.484,18.0,66.0,0.273,41.0,,44.0,SO,ACC,199.0,167.0,374.0,0.447,139.0,199.0,0.698,31.0,30.0,970.0,133.0,91.0,491.0,F,44.0,2009-10,99.0,332.0,Wake Forest,0.471
al-farouq-aminu-1,https://www.sports-reference.com/cbb/players/al-farouq-aminu-1.html,288.0,552.0,0.522,25.0,105.0,0.238,87.0,,82.0,Career,Career,381.0,313.0,657.0,0.476,241.0,351.0,0.687,62.0,60.0,1869.0,204.0,172.0,892.0,,74.0,Career,180.0,585.0,Career,0.495
louis-amundson-1,https://www.sports-reference.com/cbb/players/louis-amundson-1.html,29.0,58.0,0.5,0.0,0.0,,9.0,,10.0,FR,MWC,37.0,29.0,58.0,0.5,25.0,42.0,0.595,30.0,1.0,315.0,32.0,50.0,83.0,F,15.0,2001-02,13.0,69.0,UNLV,0.5
louis-amundson-1,https://www.sports-reference.com/cbb/players/louis-amundson-1.html,52.0,98.0,0.531,0.0,1.0,0.0,11.0,,29.0,SO,MWC,71.0,52.0,99.0,0.525,35.0,67.0,0.522,31.0,8.0,498.0,55.0,72.0,139.0,F,16.0,2003-04,42.0,126.0,UNLV,0.525
louis-amundson-1,https://www.sports-reference.com/cbb/players/louis-amundson-1.html,105.0,187.0,0.561,0.0,0.0,,11.0,,43.0,JR,MWC,148.0,105.0,187.0,0.561,23.0,80.0,0.288,30.0,30.0,725.0,76.0,94.0,233.0,F,30.0,2004-05,44.0,224.0,UNLV,0.561
louis-amundson-1,https://www.sports-reference.com/cbb/players/louis-amundson-1.html,159.0,301.0,0.528,0.0,0.0,,33.0,,38.0,SR,MWC,156.0,159.0,301.0,0.528,96.0,167.0,0.575,29.0,29.0,815.0,93.0,80.0,414.0,F,31.0,2005-06,74.0,249.0,UNLV,0.528
louis-amundson-1,https://www.sports-reference.com/cbb/players/louis-amundson-1.html,345.0,644.0,0.536,0.0,1.0,0.0,64.0,,120.0,Career,Career,412.0,345.0,645.0,0.535,179.0,356.0,0.503,120.0,68.0,2353.0,256.0,296.0,869.0,,92.0,Career,173.0,668.0,Career,0.535
james-anderson-3,https://www.sports-reference.com/cbb/players/james-anderson-3.html,81.0,163.0,0.497,67.0,177.0,0.379,35.0,,16.0,FR,Big 12,67.0,148.0,340.0,0.435,75.0,105.0,0.714,33.0,31.0,1021.0,56.0,41.0,438.0,G,26.0,2007-08,65.0,123.0,Oklahoma St.,0.534
james-anderson-3,https://www.sports-reference.com/cbb/players/james-anderson-3.html,125.0,228.0,0.548,84.0,206.0,0.408,48.0,,24.0,SO,Big 12,122.0,209.0,434.0,0.482,136.0,164.0,0.829,35.0,35.0,1171.0,76.0,85.0,638.0,G,40.0,2008-09,69.0,198.0,Oklahoma St.,0.578
james-anderson-3,https://www.sports-reference.com/cbb/players/james-anderson-3.html,152.0,277.0,0.549,74.0,217.0,0.341,80.0,AA-2,20.0,JR,Big 12,128.0,226.0,494.0,0.457,209.0,258.0,0.81,33.0,33.0,1124.0,64.0,88.0,735.0,G,46.0,2009-10,78.0,192.0,Oklahoma St.,0.532
james-anderson-3,https://www.sports-reference.com/cbb/players/james-anderson-3.html,358.0,668.0,0.536,225.0,600.0,0.375,163.0,,60.0,Career,Career,317.0,583.0,1268.0,0.46,420.0,527.0,0.797,101.0,99.0,3316.0,196.0,214.0,1811.0,,112.0,Career,212.0,513.0,Career,0.549
ryan-anderson-1,https://www.sports-reference.com/cbb/players/ryan-anderson-1.html,131.0,245.0,0.535,58.0,152.0,0.382,16.0,,18.0,FR,Pac-10,190.0,189.0,397.0,0.476,103.0,129.0,0.798,33.0,33.0,1096.0,79.0,91.0,539.0,F,22.0,2006-07,47.0,269.0,Cal,0.549
ryan-anderson-1,https://www.sports-reference.com/cbb/players/ryan-anderson-1.html,166.0,313.0,0.53,64.0,156.0,0.41,47.0,,18.0,SO,Pac-10,228.0,230.0,469.0,0.49,173.0,199.0,0.869,33.0,33.0,1082.0,100.0,71.0,697.0,F,12.0,2007-08,74.0,328.0,Cal,0.559
ryan-anderson-1,https://www.sports-reference.com/cbb/players/ryan-anderson-1.html,297.0,558.0,0.532,122.0,308.0,0.396,63.0,,36.0,Career,Career,418.0,419.0,866.0,0.484,276.0,328.0,0.841,66.0,66.0,2178.0,179.0,162.0,1236.0,,34.0,Career,121.0,597.0,Career,0.554
carmelo-anthony-1,https://www.sports-reference.com/cbb/players/carmelo-anthony-1.html,221.0,446.0,0.496,56.0,166.0,0.337,77.0,AA-2,30.0,FR,Big East,248.0,277.0,612.0,0.453,168.0,238.0,0.706,35.0,35.0,1274.0,101.0,77.0,778.0,F,55.0,2002-03,77.0,349.0,Syracuse,0.498
carmelo-anthony-1,https://www.sports-reference.com/cbb/players/carmelo-anthony-1.html,221.0,446.0,0.496,56.0,166.0,0.337,77.0,,30.0,Career,Career,248.0,277.0,612.0,0.453,168.0,238.0,0.706,35.0,35.0,1274.0,101.0,77.0,778.0,,55.0,Career,77.0,349.0,Career,0.498
joel-anthony-1,https://www.sports-reference.com/cbb/players/joel-anthony-1.html,22.0,44.0,0.5,0.0,0.0,,6.0,,48.0,JR,MWC,48.0,22.0,44.0,0.5,14.0,29.0,0.483,31.0,3.0,423.0,37.0,59.0,58.0,C,7.0,2004-05,11.0,85.0,UNLV,0.5
joel-anthony-1,https://www.sports-reference.com/cbb/players/joel-anthony-1.html,80.0,134.0,0.597,0.0,0.0,,16.0,,109.0,SR,MWC,87.0,80.0,134.0,0.597,32.0,53.0,0.604,37.0,6.0,669.0,63.0,90.0,192.0,C,17.0,2006-07,30.0,150.0,UNLV,0.597
joel-anthony-1,https://www.sports-reference.com/cbb/players/joel-anthony-1.html,102.0,178.0,0.573,0.0,0.0,,22.0,,157.0,Career,Career,135.0,102.0,178.0,0.573,46.0,82.0,0.561,68.0,9.0,1092.0,100.0,149.0,250.0,,24.0,Career,41.0,235.0,Career,0.573
gilbert-arenas-1,https://www.sports-reference.com/cbb/players/gilbert-arenas-1.html,149.0,283.0,0.527,38.0,130.0,0.292,71.0,,9.0,FR,Pac-10,99.0,187.0,413.0,0.453,111.0,148.0,0.75,34.0,31.0,1093.0,39.0,83.0,523.0,G,71.0,1999-00,87.0,138.0,Arizona,0.499
gilbert-arenas-1,https://www.sports-reference.com/cbb/players/gilbert-arenas-1.html,139.0,268.0,0.519,69.0,166.0,0.416,84.0,,7.0,SO,Pac-10,102.0,208.0,434.0,0.479,97.0,134.0,0.724,36.0,33.0,1044.0,29.0,82.0,582.0,G,65.0,2000-01,101.0,131.0,Arizona,0.559
gilbert-arenas-1,https://www.sports-reference.com/cbb/players/gilbert-arenas-1.html,288.0,551.0,0.523,107.0,296.0,0.361,155.0,,16.0,Career,Career,201.0,395.0,847.0,0.466,208.0,282.0,0.738,70.0,64.0,2137.0,68.0,165.0,1105.0,,136.0,Career,188.0,269.0,Career,0.53
trevor-ariza-1,https://www.sports-reference.com/cbb/players/trevor-ariza-1.html,89.0,175.0,0.509,18.0,76.0,0.237,52.0,,11.0,FR,Pac-10,101.0,107.0,251.0,0.426,57.0,113.0,0.504,25.0,23.0,789.0,61.0,69.0,289.0,F,42.0,2003-04,81.0,162.0,UCLA,0.462
trevor-ariza-1,https://www.sports-reference.com/cbb/players/trevor-ariza-1.html,89.0,175.0,0.509,18.0,76.0,0.237,52.0,,11.0,Career,Career,101.0,107.0,251.0,0.426,57.0,113.0,0.504,25.0,23.0,789.0,61.0,69.0,289.0,,42.0,Career,81.0,162.0,Career,0.462
hilton-armstrong-1,https://www.sports-reference.com/cbb/players/hilton-armstrong-1.html,36.0,66.0,0.545,0.0,0.0,,22.0,,24.0,FR,Big East,56.0,36.0,66.0,0.545,16.0,32.0,0.5,32.0,22.0,346.0,34.0,61.0,88.0,C,8.0,2002-03,30.0,90.0,UConn,0.545
hilton-armstrong-1,https://www.sports-reference.com/cbb/players/hilton-armstrong-1.html,32.0,63.0,0.508,0.0,1.0,0.0,9.0,,24.0,SO,Big East,63.0,32.0,64.0,0.5,19.0,49.0,0.388,35.0,1.0,318.0,35.0,55.0,83.0,C,5.0,2003-04,21.0,98.0,UConn,0.5
hilton-armstrong-1,https://www.sports-reference.com/cbb/players/hilton-armstrong-1.html,41.0,79.0,0.519,0.0,0.0,,17.0,,36.0,JR,Big East,68.0,41.0,79.0,0.519,32.0,61.0,0.525,30.0,0.0,373.0,35.0,61.0,114.0,C,9.0,2004-05,31.0,103.0,UConn,0.519
hilton-armstrong-1,https://www.sports-reference.com/cbb/players/hilton-armstrong-1.html,117.0,192.0,0.609,1.0,2.0,0.5,25.0,,107.0,SR,Big East,158.0,118.0,194.0,0.608,92.0,133.0,0.692,34.0,33.0,943.0,68.0,94.0,329.0,C,21.0,2005-06,77.0,226.0,UConn,0.611
hilton-armstrong-1,https://www.sports-reference.com/cbb/players/hilton-armstrong-1.html,226.0,400.0,0.565,1.0,3.0,0.333,73.0,,191.0,Career,Career,345.0,227.0,403.0,0.563,159.0,275.0,0.578,131.0,56.0,1980.0,172.0,271.0,614.0,,43.0,Career,159.0,517.0,Career,0.565
carlos-arroyo-1,https://www.sports-reference.com/cbb/players/carlos-arroyo-1.html,93.0,182.0,0.511,35.0,94.0,0.372,135.0,,2.0,FR,TAAC,,128.0,276.0,0.464,56.0,92.0,0.609,29.0,,774.0,,,347.0,G,66.0,1997-98,,87.0,FIU,0.527
carlos-arroyo-1,https://www.sports-reference.com/cbb/players/carlos-arroyo-1.html,50.0,102.0,0.49,33.0,88.0,0.375,93.0,,2.0,SO,Sun Belt,,83.0,190.0,0.437,50.0,72.0,0.694,20.0,,596.0,,,249.0,G,23.0,1998-99,,57.0,FIU,0.524
carlos-arroyo-1,https://www.sports-reference.com/cbb/players/carlos-arroyo-1.html,82.0,145.0,0.566,54.0,154.0,0.351,114.0,,1.0,JR,Sun Belt,48.0,136.0,299.0,0.455,63.0,87.0,0.724,22.0,22.0,792.0,9.0,43.0,389.0,G,37.0,1999-00,87.0,57.0,FIU,0.545
carlos-arroyo-1,https://www.sports-reference.com/cbb/players/carlos-arroyo-1.html,163.0,323.0,0.505,52.0,176.0,0.295,117.0,,6.0,SR,Sun Belt,76.0,215.0,499.0,0.431,134.0,180.0,0.744,29.0,29.0,1113.0,24.0,75.0,616.0,G,51.0,2000-01,107.0,100.0,FIU,0.483
carlos-arroyo-1,https://www.sports-reference.com/cbb/players/carlos-arroyo-1.html,388.0,752.0,0.516,174.0,512.0,0.34,459.0,,11.0,Career,Career,124.0,562.0,1264.0,0.445,303.0,431.0,0.703,100.0,51.0,3275.0,33.0,118.0,1601.0,,177.0,Career,194.0,301.0,Career,0.513
ron-artest-1,https://www.sports-reference.com/cbb/players/ron-artest-1.html,105.0,231.0,0.455,34.0,104.0,0.327,62.0,,36.0,FR,Big East,,139.0,335.0,0.415,60.0,114.0,0.526,32.0,12.0,870.0,,79.0,372.0,F,52.0,1997-98,92.0,201.0,St. John's (NY),0.466
ron-artest-1,https://www.sports-reference.com/cbb/players/ron-artest-1.html,138.0,263.0,0.525,58.0,155.0,0.374,156.0,,44.0,SO,Big East,,196.0,418.0,0.469,85.0,132.0,0.644,37.0,37.0,1265.0,,85.0,535.0,F,76.0,1998-99,105.0,232.0,St. John's (NY),0.538
ron-artest-1,https://www.sports-reference.com/cbb/players/ron-artest-1.html,243.0,494.0,0.492,92.0,259.0,0.355,218.0,,80.0,Career,Career,,335.0,753.0,0.445,145.0,246.0,0.589,69.0,49.0,2135.0,,164.0,907.0,,128.0,Career,197.0,433.0,Career,0.506
darrell-arthur-1,https://www.sports-reference.com/cbb/players/darrell-arthur-1.html,155.0,283.0,0.548,0.0,5.0,0.0,17.0,,56.0,FR,Big 12,99.0,155.0,288.0,0.538,64.0,99.0,0.646,38.0,7.0,721.0,78.0,103.0,374.0,F,33.0,2006-07,52.0,177.0,Kansas,0.538
darrell-arthur-1,https://www.sports-reference.com/cbb/players/darrell-arthur-1.html,212.0,382.0,0.555,2.0,12.0,0.167,33.0,,53.0,SO,Big 12,158.0,214.0,394.0,0.543,80.0,114.0,0.702,40.0,39.0,989.0,92.0,118.0,510.0,F,20.0,2007-08,75.0,250.0,Kansas,0.546
darrell-arthur-1,https://www.sports-reference.com/cbb/players/darrell-arthur-1.html,367.0,665.0,0.552,2.0,17.0,0.118,50.0,,109.0,Career,Career,257.0,369.0,682.0,0.541,144.0,213.0,0.676,78.0,46.0,1710.0,170.0,221.0,884.0,,53.0,Career,127.0,427.0,Career,0.543
dj-augustin-1,https://www.sports-reference.com/cbb/players/dj-augustin-1.html,109.0,241.0,0.452,45.0,102.0,0.441,233.0,,3.0,FR,Big 12,78.0,154.0,343.0,0.449,150.0,179.0,0.838,35.0,35.0,1245.0,21.0,81.0,503.0,G,53.0,2006-07,115.0,99.0,Texas,0.515
dj-augustin-1,https://www.sports-reference.com/cbb/players/dj-augustin-1.html,168.0,357.0,0.471,74.0,194.0,0.381,219.0,AA-1,0.0,SO,Big 12,92.0,242.0,551.0,0.439,173.0,221.0,0.783,38.0,38.0,1417.0,20.0,61.0,731.0,G,47.0,2007-08,105.0,112.0,Texas,0.506
dj-augustin-1,https://www.sports-reference.com/cbb/players/dj-augustin-1.html,277.0,598.0,0.463,119.0,296.0,0.402,452.0,,3.0,Career,Career,170.0,396.0,894.0,0.443,323.0,400.0,0.808,73.0,73.0,2662.0,41.0,142.0,1234.0,,100.0,Career,220.0,211.0,Career,0.51
luke-babbitt-1,https://www.sports-reference.com/cbb/players/luke-babbitt-1.html,161.0,348.0,0.463,33.0,77.0,0.429,47.0,,24.0,FR,WAC,188.0,194.0,425.0,0.456,152.0,176.0,0.864,34.0,34.0,1110.0,63.0,61.0,573.0,F,24.0,2008-09,65.0,251.0,Nevada,0.495
luke-babbitt-1,https://www.sports-reference.com/cbb/players/luke-babbitt-1.html,209.0,401.0,0.521,42.0,101.0,0.416,72.0,,27.0,SO,WAC,233.0,251.0,502.0,0.5,199.0,217.0,0.917,34.0,34.0,1260.0,70.0,87.0,743.0,F,35.0,2009-10,81.0,303.0,Nevada,0.542
luke-babbitt-1,https://www.sports-reference.com/cbb/players/luke-babbitt-1.html,370.0,749.0,0.494,75.0,178.0,0.421,119.0,,51.0,Career,Career,421.0,445.0,927.0,0.48,351.0,393.0,0.893,68.0,68.0,2370.0,133.0,148.0,1316.0,,59.0,Career,146.0,554.0,Career,0.52
renaldo-balkman-1,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,85.0,139.0,0.612,6.0,24.0,0.25,46.0,,43.0,FR,SEC,73.0,91.0,163.0,0.558,41.0,79.0,0.519,33.0,8.0,600.0,78.0,73.0,229.0,F,33.0,2003-04,61.0,151.0,South Carolina,0.577
renaldo-balkman-1,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,68.0,142.0,0.479,6.0,18.0,0.333,57.0,,21.0,SO,SEC,97.0,74.0,160.0,0.463,24.0,44.0,0.545,33.0,10.0,615.0,63.0,62.0,178.0,F,25.0,2004-05,46.0,160.0,South Carolina,0.481
renaldo-balkman-1,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,148.0,237.0,0.624,4.0,13.0,0.308,73.0,,48.0,JR,SEC,158.0,152.0,250.0,0.608,56.0,104.0,0.538,38.0,22.0,978.0,81.0,84.0,364.0,F,65.0,2005-06,65.0,239.0,South Carolina,0.616
renaldo-balkman-1,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,301.0,518.0,0.581,16.0,55.0,0.291,176.0,,112.0,Career,Career,328.0,317.0,573.0,0.553,121.0,227.0,0.533,104.0,40.0,2193.0,222.0,219.0,771.0,,123.0,Career,172.0,550.0,Career,0.567
marcus-banks-1,https://www.sports-reference.com/cbb/players/marcus-banks-1.html,134.0,261.0,0.513,24.0,75.0,0.32,94.0,,6.0,JR,MWC,73.0,158.0,336.0,0.47,150.0,213.0,0.704,31.0,31.0,1006.0,30.0,96.0,490.0,G,67.0,2001-02,99.0,103.0,UNLV,0.506
marcus-banks-1,https://www.sports-reference.com/cbb/players/marcus-banks-1.html,182.0,312.0,0.583,41.0,122.0,0.336,175.0,,4.0,SR,MWC,89.0,223.0,434.0,0.514,162.0,214.0,0.757,32.0,32.0,1154.0,18.0,87.0,649.0,G,91.0,2002-03,126.0,107.0,UNLV,0.561
marcus-banks-1,https://www.sports-reference.com/cbb/players/marcus-banks-1.html,316.0,573.0,0.551,65.0,197.0,0.33,269.0,,10.0,Career,Career,162.0,381.0,770.0,0.495,312.0,427.0,0.731,63.0,63.0,2160.0,48.0,183.0,1139.0,,158.0,Career,225.0,210.0,Career,0.537
jose-barea-1,https://www.sports-reference.com/cbb/players/jose-barea-1.html,110.0,236.0,0.466,48.0,152.0,0.316,109.0,,1.0,FR,AmEast,64.0,158.0,388.0,0.407,113.0,144.0,0.785,28.0,28.0,901.0,21.0,73.0,477.0,G,44.0,2002-03,79.0,85.0,Northeastern,0.469
jose-barea-1,https://www.sports-reference.com/cbb/players/jose-barea-1.html,107.0,263.0,0.407,73.0,204.0,0.358,150.0,,0.0,SO,AmEast,72.0,180.0,467.0,0.385,105.0,146.0,0.719,26.0,25.0,890.0,22.0,63.0,538.0,G,44.0,2003-04,77.0,94.0,Northeastern,0.464
jose-barea-1,https://www.sports-reference.com/cbb/players/jose-barea-1.html,165.0,344.0,0.48,68.0,212.0,0.321,218.0,,0.0,JR,AmEast,109.0,233.0,556.0,0.419,131.0,167.0,0.784,30.0,30.0,996.0,20.0,74.0,665.0,G,53.0,2004-05,134.0,129.0,Northeastern,0.48
jose-barea-1,https://www.sports-reference.com/cbb/players/jose-barea-1.html,143.0,295.0,0.485,66.0,227.0,0.291,244.0,,0.0,SR,CAA,98.0,209.0,522.0,0.4,126.0,165.0,0.764,29.0,29.0,974.0,31.0,81.0,610.0,G,37.0,2005-06,136.0,129.0,Northeastern,0.464
jose-barea-1,https://www.sports-reference.com/cbb/players/jose-barea-1.html,525.0,1138.0,0.461,255.0,795.0,0.321,721.0,,1.0,Career,Career,343.0,780.0,1933.0,0.404,475.0,622.0,0.764,113.0,112.0,3761.0,94.0,291.0,2290.0,,178.0,Career,426.0,437.0,Career,0.469
matt-barnes-1,https://www.sports-reference.com/cbb/players/matt-barnes-1.html,33.0,65.0,0.508,10.0,34.0,0.294,23.0,,5.0,FR,Pac-10,,43.0,99.0,0.434,22.0,46.0,0.478,30.0,8.0,394.0,,57.0,118.0,F,10.0,1998-99,30.0,86.0,UCLA,0.485
matt-barnes-1,https://www.sports-reference.com/cbb/players/matt-barnes-1.html,60.0,106.0,0.566,5.0,32.0,0.156,29.0,,11.0,SO,Pac-10,46.0,65.0,138.0,0.471,21.0,43.0,0.488,28.0,1.0,413.0,28.0,37.0,156.0,F,19.0,1999-00,36.0,74.0,UCLA,0.489
matt-barnes-1,https://www.sports-reference.com/cbb/players/matt-barnes-1.html,139.0,272.0,0.511,3.0,25.0,0.12,85.0,,19.0,JR,Pac-10,147.0,142.0,297.0,0.478,85.0,148.0,0.574,32.0,26.0,971.0,85.0,103.0,372.0,F,51.0,2000-01,87.0,232.0,UCLA,0.483
matt-barnes-1,https://www.sports-reference.com/cbb/players/matt-barnes-1.html,109.0,220.0,0.495,43.0,103.0,0.417,108.0,,10.0,SR,Pac-10,146.0,152.0,323.0,0.471,73.0,118.0,0.619,31.0,31.0,953.0,46.0,75.0,420.0,F,35.0,2001-02,87.0,192.0,UCLA,0.537
matt-barnes-1,https://www.sports-reference.com/cbb/players/matt-barnes-1.html,341.0,663.0,0.514,61.0,194.0,0.314,245.0,,45.0,Career,Career,339.0,402.0,857.0,0.469,201.0,355.0,0.566,121.0,66.0,2731.0,159.0,272.0,1066.0,,115.0,Career,240.0,584.0,Career,0.505
earl-barron-1,https://www.sports-reference.com/cbb/players/earl-barron-1.html,64.0,145.0,0.441,0.0,4.0,0.0,23.0,,31.0,FR,CUSA,60.0,64.0,149.0,0.43,40.0,73.0,0.548,30.0,17.0,508.0,57.0,61.0,168.0,C,14.0,1999-00,25.0,117.0,Memphis,0.43
earl-barron-1,https://www.sports-reference.com/cbb/players/earl-barron-1.html,112.0,207.0,0.541,0.0,0.0,,16.0,,47.0,SO,CUSA,88.0,112.0,207.0,0.541,74.0,127.0,0.583,36.0,10.0,690.0,82.0,118.0,298.0,C,13.0,2000-01,47.0,170.0,Memphis,0.541
earl-barron-1,https://www.sports-reference.com/cbb/players/earl-barron-1.html,116.0,220.0,0.527,3.0,9.0,0.333,31.0,,27.0,JR,CUSA,106.0,119.0,229.0,0.52,90.0,115.0,0.783,36.0,21.0,781.0,87.0,115.0,331.0,C,21.0,2001-02,63.0,193.0,Memphis,0.526
