nba_player_id,3PAr,ASTpct,Age,Awards,BLKpct,BPM,DBPM,DRBpct,DWS,FTr,G,GS,Lg,MP,OBPM,ORBpct,OWS,PER,Pos,STLpct,Season,TOVpct,TRBpct,TSpct,Team,USGpct,VORP,WS,WS_48
duhonch01,0.509,26.6,,,0.1,-0.2,1.0,9.2,9.8,0.211,300.0,159.0,CHI (4 Yrs),7728.0,-1.1,1.4,6.7,11.5,,1.8,CHI (4 Yrs),16.9,5.3,0.513,CHI (4 Yrs),14.1,3.5,16.4,0.102
duhonch01,0.515,27.0,,,0.1,-1.9,-1.4,8.1,1.5,0.269,146.0,137.0,NYK (2 Yrs),4978.0,-0.6,1.6,4.6,11.6,,1.3,NYK (2 Yrs),20.7,4.7,0.543,NYK (2 Yrs),14.2,0.1,6.1,0.059
duhonch01,0.515,20.4,,,0.4,-2.6,0.4,7.6,1.8,0.139,114.0,14.0,ORL (2 Yrs),2000.0,-2.9,1.3,-0.3,7.3,,1.4,ORL (2 Yrs),28.7,4.5,0.514,ORL (2 Yrs),11.5,-0.3,1.5,0.036
duhonch01,0.74,22.8,,,0.1,-2.9,-0.5,7.5,0.4,0.106,46.0,9.0,LAL (1 Yr),820.0,-2.4,1.5,0.6,8.0,,1.2,LAL (1 Yr),23.7,4.6,0.517,LAL (1 Yr),9.2,-0.2,1.0,0.056
duncati01,0.008,13.7,21.0,"MVP-5,ROY-1,DPOY-5,AS,NBA1,DEF2",4.5,4.6,2.0,23.8,7.2,0.375,82.0,82.0,NBA,3204.0,2.5,10.5,5.6,22.6,PF,0.9,1997-98,15.7,17.6,0.577,SAS,26.0,5.3,12.8,0.192
duncati01,0.008,12.1,22.0,"MVP-3,DPOY-5,NBA1,DEF1",4.4,4.5,1.8,22.2,4.7,0.424,50.0,50.0,NBA,1963.0,2.7,9.7,4.0,23.2,PF,1.2,1998-99,12.7,16.3,0.541,SAS,27.2,3.2,8.7,0.213
duncati01,0.009,15.5,23.0,"MVP-5,AS,NBA1,DEF1",4.0,5.6,1.8,24.8,6.4,0.471,74.0,74.0,NBA,2875.0,3.8,10.8,6.7,24.8,PF,1.2,1999-00,13.5,18.1,0.555,SAS,28.7,5.5,13.0,0.218
duncati01,0.019,15.3,24.0,"MVP-2,DPOY-3,AS,NBA1,DEF1",4.2,4.7,1.8,25.1,7.1,0.471,82.0,82.0,NBA,3174.0,2.9,9.7,6.2,23.8,PF,1.2,2000-01,12.5,17.8,0.536,SAS,28.7,5.4,13.2,0.2
duncati01,0.007,18.3,25.0,"MVP-1,AS,NBA1,DEF1",4.3,7.6,2.2,25.9,7.1,0.466,82.0,82.0,NBA,3329.0,5.4,9.6,10.7,27.0,PF,1.0,2001-02,12.7,18.0,0.576,SAS,29.0,8.0,17.8,0.257
duncati01,0.016,19.5,26.0,"MVP-1,DPOY-4,AS,NBA1,DEF1",5.2,7.6,2.5,27.3,6.9,0.455,81.0,81.0,NBA,3181.0,5.0,9.9,9.5,26.9,PF,0.9,2002-03,12.9,19.0,0.564,SAS,28.0,7.7,16.5,0.248
duncati01,0.01,17.4,27.0,"MVP-2,DPOY-7,AS,NBA1,DEF2",5.3,8.5,3.3,27.6,7.2,0.498,69.0,68.0,NBA,2527.0,5.2,10.2,5.9,27.1,PF,1.3,2003-04,11.3,19.0,0.534,SAS,29.7,6.7,13.1,0.249
duncati01,0.009,16.1,28.0,"MVP-4,DPOY-4,AS,NBA1,DEF1",5.7,7.6,2.8,28.2,5.7,0.437,66.0,66.0,NBA,2203.0,4.8,10.7,5.5,27.0,PF,1.1,2004-05,9.3,19.4,0.54,SAS,28.9,5.4,11.2,0.245
duncati01,0.004,16.5,29.0,"MVP-8,DPOY-6,AS,NBA2,DEF2",4.2,5.0,2.6,26.9,6.9,0.45,80.0,80.0,NBA,2784.0,2.3,10.1,3.9,23.1,PF,1.4,2005-06,12.2,18.7,0.523,SAS,27.7,4.9,10.8,0.187
duncati01,0.008,18.8,30.0,"MVP-4,DPOY-3,AS,NBA1,DEF1",5.1,7.0,3.2,27.0,6.8,0.502,80.0,80.0,NBA,2726.0,3.8,9.8,6.3,26.1,C,1.3,2006-07,14.0,18.8,0.579,SAS,27.9,6.2,13.0,0.23
duncati01,0.003,15.7,31.0,"MVP-7,DPOY-9,AS,NBA2,DEF1",4.3,5.2,2.2,28.3,6.2,0.393,78.0,78.0,NBA,2651.0,3.0,10.7,4.9,24.4,C,1.1,2007-08,11.4,19.6,0.546,SAS,28.2,4.8,11.1,0.201
duncati01,0.002,19.3,32.0,"MVP-11,DPOY-11,AS,NBA2,DEF2",3.7,5.4,2.0,27.9,5.0,0.436,75.0,75.0,NBA,2524.0,3.4,9.6,5.0,24.4,C,0.8,2008-09,11.1,18.9,0.549,SAS,28.5,4.7,10.1,0.191
duncati01,0.01,17.8,33.0,"DPOY-14,AS,NBA3,DEF2",3.5,6.1,1.8,26.8,4.5,0.346,78.0,77.0,NBA,2438.0,4.4,10.8,6.4,24.7,C,1.0,2009-10,10.1,18.9,0.56,SAS,26.0,5.0,10.9,0.215
duncati01,0.005,15.7,34.0,"DPOY-17,AS",4.8,4.4,2.2,26.8,4.0,0.307,76.0,76.0,NBA,2156.0,2.2,9.3,3.7,21.9,C,1.2,2010-11,11.4,18.3,0.537,SAS,22.9,3.5,7.7,0.171
duncati01,0.005,13.5,35.0,MVP-14,3.9,3.3,1.3,28.2,2.9,0.34,58.0,58.0,NBA,1634.0,2.0,7.9,3.0,22.5,C,1.2,2011-12,10.3,18.3,0.531,SAS,26.2,2.2,5.9,0.174
duncati01,0.007,15.5,36.0,"MVP-7,DPOY-6,AS,NBA1,DEF2",6.4,5.3,2.9,29.6,4.9,0.307,69.0,69.0,NBA,2078.0,2.4,7.3,3.4,24.4,C,1.2,2012-13,11.7,19.1,0.554,SAS,27.8,3.8,8.3,0.191
duncati01,0.006,16.0,37.0,"MVP-12,DPOY-13",4.6,3.3,2.1,28.3,4.6,0.349,74.0,74.0,NBA,2158.0,1.2,8.6,2.8,21.3,C,1.0,2013-14,13.2,18.8,0.535,SAS,25.2,2.9,7.4,0.164
duncati01,0.009,16.8,38.0,"MVP-10,DPOY-8,AS,NBA3,DEF2",5.1,5.1,2.8,26.7,4.7,0.38,77.0,77.0,NBA,2227.0,2.3,8.8,4.9,22.6,C,1.4,2014-15,12.1,17.9,0.56,SAS,22.2,4.0,9.6,0.207
duncati01,0.005,15.3,39.0,,3.9,3.0,3.1,23.8,3.6,0.297,61.0,60.0,NBA,1536.0,-0.1,8.8,1.6,16.9,C,1.6,2015-16,15.3,16.6,0.523,SAS,17.6,2.0,5.2,0.163
duncati01,0.008,16.4,,,4.6,5.6,2.3,26.5,106.3,0.416,1392.0,1389.0,19 Yrs,47368.0,3.3,9.7,100.0,24.2,,1.1,19 Yrs,12.3,18.4,0.551,19 Yrs,27.0,91.1,206.4,0.209
duncati01,0.008,16.4,,,4.6,5.6,2.3,26.5,6.3,0.416,82.0,82.0,82 Game Avg,2790.0,3.3,9.7,5.9,24.2,,1.1,82 Game Avg,12.3,18.4,0.551,82 Game Avg,27.0,5.4,12.2,0.209
dunlemi02,0.36,12.6,22.0,,1.0,-0.8,-0.5,11.9,0.4,0.24,82.0,3.0,NBA,1305.0,-0.3,5.4,1.1,12.5,SF,2.1,2002-03,15.7,8.7,0.505,GSW,17.8,0.4,1.5,0.055
dunlemi02,0.353,16.1,23.0,,0.4,1.3,0.3,17.2,2.2,0.257,75.0,69.0,NBA,2336.0,1.0,4.2,3.0,15.1,SF,1.6,2003-04,15.1,10.7,0.547,GSW,18.6,2.0,5.2,0.107
dunlemi02,0.305,13.1,24.0,,0.7,0.1,-0.1,15.0,2.2,0.19,79.0,79.0,NBA,2570.0,0.2,3.9,2.7,14.5,SF,1.6,2004-05,11.9,9.2,0.539,GSW,19.1,1.4,4.9,0.091
dunlemi02,0.319,15.0,25.0,,0.9,-0.7,0.0,14.2,2.3,0.309,81.0,68.0,NBA,2578.0,-0.7,3.3,1.9,12.5,SF,1.2,2005-06,11.5,8.6,0.503,GSW,18.1,0.9,4.2,0.077
dunlemi02,0.264,14.2,26.0,,0.6,0.0,0.3,15.5,2.5,0.316,82.0,49.0,NBA,2580.0,-0.3,3.6,2.6,14.1,PF,1.6,2006-07,13.3,9.4,0.542,2TM,19.0,1.3,5.1,0.095
dunlemi02,0.281,16.7,26.0,,0.9,0.3,0.2,15.7,0.9,0.273,39.0,6.0,NBA,1051.0,0.1,4.1,1.0,14.6,PF,1.8,2006-07,14.6,9.8,0.538,GSW,19.7,0.6,1.9,0.086
dunlemi02,0.25,12.4,26.0,,0.5,-0.2,0.3,15.4,1.6,0.35,43.0,43.0,NBA,1529.0,-0.6,3.3,1.6,13.8,SG,1.6,2006-07,12.3,9.2,0.544,IND,18.5,0.7,3.2,0.102
dunlemi02,0.348,16.1,27.0,,0.8,1.7,-0.2,13.7,2.6,0.361,82.0,82.0,NBA,2953.0,1.9,2.1,5.9,17.3,SG,1.4,2007-08,12.8,7.8,0.605,IND,21.8,2.8,8.5,0.138
dunlemi02,0.388,14.2,28.0,,1.3,-1.0,-1.4,12.1,0.4,0.28,18.0,14.0,NBA,495.0,0.5,3.1,0.1,14.4,SG,1.2,2008-09,12.7,7.6,0.52,IND,26.3,0.1,0.5,0.048
dunlemi02,0.423,11.3,29.0,,0.7,-0.8,-0.4,15.6,1.5,0.283,67.0,15.0,NBA,1486.0,-0.5,1.8,0.8,13.1,SF,1.3,2009-10,10.3,8.7,0.531,IND,20.7,0.4,2.3,0.075
dunlemi02,0.488,10.1,30.0,,1.3,1.6,0.4,16.2,1.9,0.24,61.0,44.0,NBA,1683.0,1.1,1.9,2.6,14.6,SG,1.2,2010-11,10.7,9.1,0.593,IND,16.9,1.5,4.5,0.129
dunlemi02,0.413,13.0,31.0,6MOY-15,0.4,1.4,-0.9,13.7,0.9,0.284,55.0,3.0,NBA,1445.0,2.3,2.2,3.5,16.6,SF,1.0,2011-12,9.3,7.8,0.597,MIL,19.0,1.3,4.4,0.146
dunlemi02,0.479,11.5,32.0,,1.3,0.4,-0.2,14.9,1.7,0.205,75.0,3.0,NBA,1943.0,0.5,1.7,2.7,13.6,SF,1.0,2012-13,11.7,8.0,0.577,MIL,17.3,1.2,4.4,0.109
dunlemi02,0.419,12.3,33.0,,1.4,0.8,1.1,13.0,4.1,0.212,82.0,61.0,NBA,2584.0,-0.3,2.1,2.4,12.6,SF,1.3,2013-14,11.3,7.6,0.549,CHI,17.0,1.8,6.5,0.121
dunlemi02,0.547,9.7,34.0,,0.8,0.0,0.2,12.7,1.7,0.181,63.0,63.0,NBA,1838.0,-0.3,1.7,2.4,11.6,SF,1.1,2014-15,10.4,7.3,0.573,CHI,14.2,0.9,4.1,0.108
dunlemi02,0.527,8.1,35.0,,1.0,-3.5,-0.9,11.0,0.5,0.197,31.0,30.0,NBA,703.0,-2.6,1.2,0.4,9.1,SF,1.0,2015-16,11.3,6.2,0.543,CHI,14.4,-0.3,0.9,0.063
dunlemi02,0.609,8.6,36.0,,0.7,-1.4,-0.1,12.4,0.7,0.205,53.0,2.0,NBA,841.0,-1.3,2.4,0.8,10.1,SF,0.9,2016-17,10.5,7.5,0.573,2TM,14.0,0.1,1.5,0.086
dunlemi02,0.633,7.5,36.0,,0.4,-3.1,-0.4,12.3,0.2,0.211,23.0,2.0,NBA,366.0,-2.7,1.6,0.1,7.6,SF,0.8,2016-17,12.5,7.1,0.539,CLE,13.7,-0.1,0.3,0.041
dunlemi02,0.592,9.5,36.0,,0.9,-0.1,0.2,12.5,0.5,0.2,30.0,0.0,NBA,475.0,-0.3,3.1,0.7,11.9,SF,0.9,2016-17,9.0,7.9,0.597,ATL,14.3,0.2,1.2,0.12
dunlemi02,0.388,13.0,,,0.9,0.3,0.0,14.3,25.5,0.261,986.0,585.0,15 Yrs,27340.0,0.3,2.8,33.1,13.9,,1.3,15 Yrs,12.1,8.5,0.555,15 Yrs,18.3,15.7,58.5,0.103
dunlemi02,0.388,13.0,,,0.9,0.3,0.0,14.3,2.1,0.261,82.0,49.0,82 Game Avg,2274.0,0.3,2.8,2.8,13.9,,1.3,82 Game Avg,12.1,8.5,0.555,82 Game Avg,18.3,1.3,4.9,0.103
dunlemi02,0.323,14.6,,,0.7,0.1,0.0,15.0,8.0,0.251,356.0,225.0,GSW (5 Yrs),9840.0,0.1,4.0,9.7,13.9,,1.6,GSW (5 Yrs),13.3,9.4,0.527,GSW (5 Yrs),18.6,5.2,17.6,0.086
dunlemi02,0.375,13.2,,,0.9,0.7,-0.1,14.8,7.9,0.316,271.0,198.0,IND (5 Yrs),8146.0,0.8,2.3,11.1,15.1,,1.4,IND (5 Yrs),11.9,8.5,0.572,IND (5 Yrs),20.2,5.5,19.1,0.112
dunlemi02,0.475,10.8,,,1.1,-0.1,0.5,12.6,6.3,0.2,176.0,154.0,CHI (3 Yrs),5125.0,-0.6,1.8,5.2,11.7,,1.2,CHI (3 Yrs),11.0,7.3,0.556,CHI (3 Yrs),15.6,2.4,11.5,0.108
dunlemi02,0.449,12.2,,,0.9,0.8,-0.5,14.4,2.5,0.24,130.0,6.0,MIL (2 Yrs),3388.0,1.3,1.9,6.3,14.9,,1.0,MIL (2 Yrs),10.6,7.9,0.586,MIL (2 Yrs),18.0,2.4,8.8,0.125
dunlemi02,0.592,9.5,,,0.9,-0.1,0.2,12.5,0.5,0.2,30.0,0.0,ATL (1 Yr),475.0,-0.3,3.1,0.7,11.9,,0.9,ATL (1 Yr),9.0,7.9,0.597,ATL (1 Yr),14.3,0.2,1.2,0.12
dunlemi02,0.633,7.5,,,0.4,-3.1,-0.4,12.3,0.2,0.211,23.0,2.0,CLE (1 Yr),366.0,-2.7,1.6,0.1,7.6,,0.8,CLE (1 Yr),12.5,7.1,0.539,CLE (1 Yr),13.7,-0.1,0.3,0.041
duprero01,0.032,10.6,23.0,,1.5,-4.3,-0.1,14.1,0.9,0.372,47.0,8.0,NBA,893.0,-4.1,6.5,-0.4,9.7,SF,1.9,2003-04,13.4,10.2,0.445,CHI,19.0,-0.5,0.5,0.028
duprero01,0.016,8.7,24.0,,1.6,-1.8,0.9,15.0,0.7,0.37,47.0,0.0,NBA,472.0,-2.7,8.5,0.4,11.8,SF,0.8,2004-05,13.0,11.8,0.515,DET,16.9,0.0,1.0,0.104
duprero01,0.016,8.8,25.0,,0.0,-3.8,0.2,12.4,0.3,0.651,36.0,0.0,NBA,265.0,-4.1,9.8,0.0,10.4,SF,2.4,2005-06,14.7,11.1,0.494,MIN,17.0,-0.1,0.3,0.056
duprero01,0.0,8.5,26.0,,0.8,-4.9,0.7,15.2,0.2,0.29,19.0,0.0,NBA,94.0,-5.5,6.3,-0.2,7.4,SF,2.9,2006-07,7.9,10.7,0.358,DET,19.2,-0.1,0.0,-0.007
duprero01,0.0,6.5,27.0,,0.0,4.3,3.4,36.2,0.0,0.667,5.0,0.0,NBA,21.0,0.9,5.2,0.0,15.0,SF,2.4,2007-08,0.0,20.8,0.515,2TM,8.0,0.0,0.1,0.159
duprero01,,0.0,27.0,,0.0,-2.5,-1.5,0.0,0.0,,1.0,0.0,NBA,3.0,-1.0,0.0,0.0,0.0,SF,0.0,2007-08,,0.0,,DET,0.0,0.0,0.0,0.019
duprero01,0.0,7.6,27.0,,0.0,5.4,4.2,42.3,0.0,0.667,4.0,0.0,NBA,18.0,1.2,6.1,0.0,17.5,SF,2.8,2007-08,0.0,24.2,0.515,SEA,9.3,0.0,0.1,0.183
duprero01,,,,Did not play - other pro league,,,,,,,,,Did not play - other pro league,,,,,,Did not play - other pro league,,2008-09,,,,Did not play - other pro league,,,,
duprero01,,,,Did not play - other pro league,,,,,,,,,Did not play - other pro league,,,,,,Did not play - other pro league,,2009-10,,,,Did not play - other pro league,,,,
duprero01,0.25,10.7,30.0,,0.0,-10.0,-2.7,28.0,0.0,0.0,3.0,0.0,NBA,13.0,-7.3,0.0,0.0,0.5,SF,0.0,2010-11,0.0,13.7,0.25,TOR,13.8,0.0,0.0,-0.094
duprero01,0.025,9.7,,,1.2,-3.5,0.3,14.5,2.1,0.4,157.0,8.0,6 Yrs,1758.0,-3.8,7.5,-0.2,10.2,,1.7,6 Yrs,13.0,11.0,0.463,6 Yrs,18.0,-0.7,1.9,0.052
duprero01,0.025,9.7,,,1.2,-3.5,0.3,14.5,1.1,0.4,82.0,4.0,82 Game Avg,918.0,-3.8,7.5,-0.1,10.2,,1.7,82 Game Avg,13.0,11.0,0.463,82 Game Avg,18.0,-0.4,1.0,0.052
duprero01,0.013,8.6,,,1.5,-2.3,0.8,15.0,0.8,0.354,67.0,0.0,DET (3 Yrs),569.0,-3.2,8.1,0.2,11.0,,1.2,DET (3 Yrs),12.0,11.6,0.485,DET (3 Yrs),17.2,0.0,1.0,0.085
duprero01,0.032,10.6,,,1.5,-4.3,-0.1,14.1,0.9,0.372,47.0,8.0,CHI (1 Yr),893.0,-4.1,6.5,-0.4,9.7,,1.9,CHI (1 Yr),13.4,10.2,0.445,CHI (1 Yr),19.0,-0.5,0.5,0.028
duprero01,0.016,8.8,,,0.0,-3.8,0.2,12.4,0.3,0.651,36.0,0.0,MIN (1 Yr),265.0,-4.1,9.8,0.0,10.4,,2.4,MIN (1 Yr),14.7,11.1,0.494,MIN (1 Yr),17.0,-0.1,0.3,0.056
duprero01,0.0,7.6,,,0.0,5.4,4.2,42.3,0.0,0.667,4.0,0.0,SEA (1 Yr),18.0,1.2,6.1,0.0,17.5,,2.8,SEA (1 Yr),0.0,24.2,0.515,SEA (1 Yr),9.3,0.0,0.1,0.183
duprero01,0.25,10.7,,,0.0,-10.0,-2.7,28.0,0.0,0.0,3.0,0.0,TOR (1 Yr),13.0,-7.3,0.0,0.0,0.5,,0.0,TOR (1 Yr),0.0,13.7,0.25,TOR (1 Yr),13.8,0.0,0.0,-0.094
duranke01,0.15,12.0,19.0,ROY-1,1.9,-0.1,-0.7,10.9,1.9,0.328,80.0,80.0,NBA,2768.0,0.5,2.8,0.4,15.8,SG,1.4,2007-08,12.9,6.9,0.519,SEA,28.1,1.3,2.3,0.04
duranke01,0.165,13.5,20.0,,1.4,3.3,-0.1,16.4,2.7,0.377,74.0,74.0,NBA,2885.0,3.4,3.0,5.2,20.8,SF,1.7,2008-09,12.2,9.6,0.577,OKC,28.3,3.8,7.9,0.132
duranke01,0.21,13.5,21.0,"MVP-2,AS,NBA1",1.9,7.1,0.8,17.9,5.0,0.504,82.0,82.0,NBA,3239.0,6.3,3.8,11.1,26.2,SF,1.8,2009-10,11.7,11.0,0.607,OKC,32.0,7.5,16.1,0.238
duranke01,0.269,13.2,22.0,"MVP-5,AS,NBA1",1.8,4.9,-0.3,17.7,3.3,0.439,78.0,78.0,NBA,3038.0,5.2,2.3,8.6,23.6,SF,1.5,2010-11,10.6,10.3,0.589,OKC,30.6,5.3,12.0,0.189
duranke01,0.265,17.5,23.0,"MVP-2,AS,NBA1",2.2,7.0,0.8,20.4,3.7,0.386,66.0,66.0,NBA,2546.0,6.2,1.9,8.5,26.2,SF,1.8,2011-12,14.0,11.8,0.61,OKC,31.3,5.8,12.2,0.23
duranke01,0.233,21.7,24.0,"MVP-2,AS,NBA1",2.6,9.3,1.7,20.3,5.3,0.523,81.0,81.0,NBA,3119.0,7.6,1.8,13.6,28.3,SF,1.9,2012-13,13.7,11.8,0.647,OKC,29.8,8.9,18.9,0.291
duranke01,0.291,26.7,25.0,"MVP-1,AS,NBA1",1.5,10.2,1.4,18.6,4.4,0.477,81.0,81.0,NBA,3122.0,8.8,2.2,14.8,29.8,SF,1.7,2013-14,12.2,10.8,0.635,OKC,33.0,9.6,19.2,0.295
duranke01,0.34,22.2,26.0,AS,2.2,10.0,1.4,18.7,1.0,0.366,27.0,27.0,NBA,913.0,8.6,1.9,3.8,27.6,SF,1.3,2014-15,12.0,10.4,0.633,OKC,29.1,2.8,4.8,0.252
duranke01,0.348,24.2,27.0,"MVP-5,AS,NBA2",2.5,9.9,1.6,21.8,3.5,0.361,72.0,72.0,NBA,2578.0,8.4,2.0,11.0,28.2,SF,1.3,2015-16,13.5,12.4,0.634,OKC,30.6,7.8,14.5,0.27
duranke01,0.304,23.1,28.0,"MVP-9,AS,NBA2",3.8,8.9,2.2,23.6,4.0,0.374,62.0,62.0,NBA,2070.0,6.7,2.2,8.0,27.6,PF,1.5,2016-17,10.4,13.6,0.651,GSW,27.8,5.7,12.0,0.278
duranke01,0.338,25.5,29.0,"MVP-7,DPOY-9,AS,NBA1",4.0,7.3,0.6,19.5,2.9,0.331,68.0,68.0,NBA,2325.0,6.7,1.6,7.5,26.0,SF,1.0,2017-18,12.9,11.2,0.64,GSW,30.4,5.5,10.4,0.215
duranke01,0.281,26.2,30.0,"MVP-8,AS,NBA2",2.6,5.5,0.1,17.5,2.9,0.366,78.0,78.0,NBA,2702.0,5.4,1.4,8.6,24.2,SF,1.0,2018-19,12.3,9.8,0.631,GSW,29.0,5.1,11.5,0.204
duranke01,,,,Did not play - injury,,,,,,,,,Did not play - injury,,,,,,Did not play - injury,,2019-20,,,,Did not play - injury,,,,
duranke01,0.313,27.5,32.0,AS,3.4,7.2,0.8,21.3,1.2,0.395,35.0,32.0,NBA,1157.0,6.4,1.3,3.7,26.4,PF,1.0,2020-21,14.5,11.8,0.666,BRK,31.2,2.7,5.0,0.206
duranke01,0.269,29.1,33.0,"MVP-10,AS,NBA2",2.3,7.2,0.7,19.6,2.0,0.367,55.0,55.0,NBA,2047.0,6.4,1.6,6.4,25.6,PF,1.1,2021-22,12.9,10.8,0.634,BRK,31.2,4.8,8.4,0.198
duranke01,0.267,24.5,34.0,AS,3.4,7.1,1.2,19.5,2.1,0.387,47.0,47.0,NBA,1672.0,6.0,1.2,4.7,25.9,PF,1.0,2022-23,13.4,10.5,0.677,2TM,30.7,3.9,6.8,0.194
duranke01,0.257,25.9,34.0,,3.5,7.0,1.2,19.4,1.7,0.39,39.0,39.0,NBA,1403.0,5.8,1.1,3.9,26.2,PF,1.1,2022-23,13.7,10.5,0.673,BRK,31.5,3.2,5.7,0.194
duranke01,0.32,17.3,34.0,,3.3,8.0,0.9,20.2,0.3,0.375,8.0,8.0,NBA,269.0,7.1,1.2,0.8,24.3,PF,0.4,2022-23,11.8,10.5,0.697,PHO,26.8,0.7,1.1,0.196
duranke01,0.283,22.2,35.0,"MVP-9,AS,NBA2",2.9,4.0,0.1,17.5,3.2,0.295,75.0,75.0,NBA,2791.0,4.0,1.7,5.1,21.2,PF,1.2,2023-24,13.1,10.0,0.626,PHO,29.0,4.3,8.3,0.142
duranke01,0.331,19.6,36.0,AS,3.2,3.2,-0.7,16.9,1.2,0.321,62.0,62.0,NBA,2265.0,3.9,1.2,4.0,21.2,PF,1.1,2024-25,12.9,9.2,0.642,PHO,28.7,3.0,5.2,0.111
duranke01,0.324,19.7,37.0,AS,2.2,4.1,0.1,14.6,2.8,0.334,69.0,69.0,NBA,2523.0,4.0,1.6,6.2,20.8,SF,1.2,2025-26,13.7,8.2,0.637,HOU,27.2,3.8,9.0,0.171
duranke01,0.271,20.6,,,2.5,6.3,0.6,18.3,53.3,0.391,1192.0,1189.0,18 Yrs,43760.0,5.7,2.1,131.1,24.6,,1.4,18 Yrs,12.7,10.5,0.621,18 Yrs,29.9,91.4,184.4,0.202
duranke01,0.271,20.6,,,2.5,6.3,0.6,18.3,3.7,0.391,82.0,82.0,82 Game Avg,3010.0,5.7,2.1,9.0,24.6,,1.4,82 Game Avg,12.7,10.5,0.621,82 Game Avg,29.9,6.3,12.7,0.202
duranke01,0.246,17.9,,,2.0,6.6,0.7,18.0,30.9,0.426,641.0,641.0,OKC (9 Yrs),24208.0,5.9,2.5,77.0,25.0,,1.6,OKC (9 Yrs),12.5,10.6,0.605,OKC (9 Yrs),30.5,52.7,107.9,0.214
duranke01,0.307,25.1,,,3.4,7.1,0.9,20.0,9.9,0.356,208.0,208.0,GSW (3 Yrs),7097.0,6.2,1.7,24.0,25.8,,1.2,GSW (3 Yrs),11.9,11.4,0.64,GSW (3 Yrs),29.1,16.4,33.9,0.229
duranke01,0.305,20.8,,,3.0,3.9,-0.2,17.4,4.7,0.31,145.0,145.0,PHO (3 Yrs),5325.0,4.1,1.5,9.9,21.3,,1.1,PHO (3 Yrs),12.9,9.7,0.636,PHO (3 Yrs),28.8,7.9,14.6,0.132
duranke01,0.277,27.7,,,2.9,7.1,0.9,20.0,5.0,0.381,129.0,126.0,BRK (3 Yrs),4607.0,6.2,1.4,14.1,26.0,,1.1,BRK (3 Yrs),13.5,11.0,0.654,BRK (3 Yrs),31.3,10.6,19.1,0.199
duranke01,0.324,19.7,,,2.2,4.1,0.1,14.6,2.8,0.334,69.0,69.0,HOU (1 Yr),2523.0,4.0,1.6,6.2,20.8,,1.2,HOU (1 Yr),13.7,8.2,0.637,HOU (1 Yr),27.2,3.8,9.0,0.171
ebankde01,0.098,2.8,21.0,,3.2,-2.0,-2.1,11.1,0.2,0.451,20.0,0.0,NBA,118.0,0.1,14.9,0.2,19.4,SG,1.8,2010-11,8.9,13.0,0.507,LAL,25.9,0.0,0.4,0.144
ebankde01,0.101,4.6,22.0,,1.1,-4.2,-0.5,7.6,0.3,0.393,24.0,12.0,NBA,396.0,-3.7,7.7,0.0,8.3,SG,1.5,2011-12,14.7,7.6,0.465,LAL,14.2,-0.2,0.3,0.033
ebankde01,0.301,7.8,23.0,,0.4,-7.7,-2.5,16.9,0.1,0.192,19.0,3.0,NBA,197.0,-5.3,5.7,-0.2,6.3,SF,0.8,2012-13,12.2,11.5,0.411,LAL,20.4,-0.3,-0.1,-0.025
ebankde01,0.169,5.2,,,1.2,-4.8,-1.3,10.7,0.6,0.338,63.0,15.0,3 Yrs,711.0,-3.5,8.3,-0.1,9.6,,1.3,3 Yrs,12.5,9.6,0.458,3 Yrs,17.8,-0.5,0.5,0.035
ebankde01,0.169,5.2,,,1.2,-4.8,-1.3,10.7,0.8,0.338,82.0,20.0,82 Game Avg,925.0,-3.5,8.3,-0.1,9.6,,1.3,82 Game Avg,12.5,9.6,0.458,82 Game Avg,17.8,-0.7,0.7,0.035
ellinwa01,0.362,8.3,22.0,,0.3,-3.5,-1.9,10.4,0.1,0.156,76.0,1.0,NBA,1384.0,-1.6,2.6,0.3,9.6,SG,0.7,2009-10,13.4,6.4,0.527,MIN,17.4,-0.5,0.4,0.014
ellinwa01,0.305,9.4,23.0,,0.2,-3.5,-1.3,7.9,0.1,0.134,62.0,8.0,NBA,1181.0,-2.3,2.4,0.1,8.6,SG,1.2,2010-11,11.2,5.1,0.488,MIN,17.1,-0.5,0.3,0.01
ellinwa01,0.358,5.5,24.0,,0.7,-2.8,-0.2,9.7,0.5,0.132,51.0,4.0,NBA,973.0,-2.7,1.6,0.3,9.4,SG,1.4,2011-12,7.5,5.6,0.487,MIN,15.8,-0.2,0.8,0.041
ellinwa01,0.454,10.1,25.0,,0.1,-0.5,-0.5,10.3,1.1,0.142,78.0,21.0,NBA,1661.0,0.0,1.7,2.1,12.2,SG,1.4,2012-13,9.2,5.8,0.546,2TM,16.8,0.6,3.2,0.093
ellinwa01,0.487,9.9,25.0,,0.1,-0.6,0.5,8.4,0.8,0.08,40.0,4.0,NBA,676.0,-1.1,0.9,0.6,9.8,SG,1.3,2012-13,10.4,4.5,0.529,MEM,15.7,0.2,1.3,0.094
ellinwa01,0.433,10.3,25.0,,0.2,-0.5,-1.2,11.6,0.3,0.179,38.0,17.0,NBA,985.0,0.7,2.2,1.6,13.9,SG,1.5,2012-13,8.5,6.7,0.556,CLE,17.6,0.4,1.9,0.093
