nba_player_id,2P,2PA,2Ppct,3P,3PA,3Ppct,AST,Age,Awards,BLK,DRB,DRtg,FG,FGA,FGpct,FT,FTA,FTpct,G,GS,Lg,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Team,eFGpct
lawac01,5.8,8.0,0.727,0.7,2.2,0.333,5.1,25.0,,0.0,1.4,110.0,6.5,10.1,0.643,8.7,10.9,0.8,5.0,0.0,NBA,66.0,0.0,147.0,3.6,22.5,PG,4.3,2009-10,1.4,1.4,GSW,0.679
lawac01,8.0,24.1,0.333,0.0,1.6,0.0,4.8,25.0,,1.6,1.6,106.0,8.0,25.8,0.313,9.7,11.3,0.857,9.0,0.0,NBA,33.0,0.0,84.0,4.8,25.8,PG,1.6,2009-10,4.8,1.6,CHA,0.313
lawac01,6.5,12.6,0.515,1.5,4.6,0.333,6.1,25.0,,0.0,4.2,108.0,8.0,17.2,0.467,7.6,10.3,0.741,12.0,1.0,NBA,135.0,1.1,107.0,3.1,25.2,PG,1.5,2009-10,4.6,5.3,CHI,0.511
lawac01,5.3,10.5,0.5,0.4,2.5,0.167,5.9,26.0,,0.0,3.6,112.0,5.7,13.0,0.435,3.3,4.5,0.734,51.0,0.0,NBA,726.0,0.8,100.0,4.3,15.1,PG,2.2,2010-11,3.0,4.4,2TM,0.452
lawac01,1.7,7.2,0.231,0.0,3.3,0.0,7.8,26.0,,0.0,4.4,107.0,1.7,10.6,0.158,3.3,5.6,0.6,11.0,0.0,NBA,94.0,1.7,62.0,5.6,6.7,PG,2.2,2010-11,5.6,6.1,MEM,0.158
lawac01,5.8,11.0,0.526,0.5,2.4,0.2,5.6,26.0,,0.0,3.4,113.0,6.2,13.4,0.467,3.3,4.3,0.759,40.0,0.0,NBA,632.0,0.7,106.0,4.1,16.3,PG,2.2,2010-11,2.6,4.2,GSW,0.485
lawac01,5.2,11.4,0.452,0.6,2.5,0.235,6.8,,,0.1,3.5,112.0,5.7,13.9,0.413,3.8,4.8,0.778,188.0,8.0,4 Yrs,2385.0,0.7,100.0,4.2,15.8,,1.8,4 Yrs,3.2,4.3,4 Yrs,0.434
lawac01,4.9,11.7,0.419,0.6,2.3,0.254,7.4,,,0.1,3.6,112.0,5.5,14.0,0.391,3.2,4.0,0.806,111.0,7.0,ATL (2 Yrs),1425.0,0.7,98.0,4.3,14.8,,1.5,ATL (2 Yrs),3.2,4.3,ATL (2 Yrs),0.412
lawac01,5.8,10.7,0.541,0.5,2.4,0.212,5.6,,,0.0,3.2,113.0,6.3,13.1,0.481,3.8,5.0,0.768,45.0,0.0,GSW (2 Yrs),698.0,0.6,110.0,4.0,16.9,,2.5,GSW (2 Yrs),2.5,3.9,GSW (2 Yrs),0.5
lawac01,6.5,12.6,0.515,1.5,4.6,0.333,6.1,,,0.0,4.2,108.0,8.0,17.2,0.467,7.6,10.3,0.741,12.0,1.0,CHI (1 Yr),135.0,1.1,107.0,3.1,25.2,,1.5,CHI (1 Yr),4.6,5.3,CHI (1 Yr),0.511
lawac01,1.7,7.2,0.231,0.0,3.3,0.0,7.8,,,0.0,4.4,107.0,1.7,10.6,0.158,3.3,5.6,0.6,11.0,0.0,MEM (1 Yr),94.0,1.7,62.0,5.6,6.7,,2.2,MEM (1 Yr),5.6,6.1,MEM (1 Yr),0.158
lawac01,8.0,24.1,0.333,0.0,1.6,0.0,4.8,,,1.6,1.6,106.0,8.0,25.8,0.313,9.7,11.3,0.857,9.0,0.0,CHA (1 Yr),33.0,0.0,84.0,4.8,25.8,,1.6,CHA (1 Yr),4.8,1.6,CHA (1 Yr),0.313
lawalga01,0.0,0.0,,0.0,0.0,,0.0,22.0,,0.0,0.0,117.0,0.0,0.0,,0.0,0.0,,1.0,0.0,NBA,2.0,0.0,,25.4,0.0,PF,0.0,2010-11,0.0,0.0,PHO,
lawalga01,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,117.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1 Yr,2.0,0.0,,25.4,0.0,,0.0,1 Yr,0.0,0.0,1 Yr,
lawsoty01,6.4,11.8,0.544,1.3,3.2,0.41,7.8,22.0,,0.1,3.2,111.0,7.7,15.0,0.515,4.1,5.4,0.757,65.0,8.0,NBA,1318.0,1.6,118.0,3.4,20.8,PG,1.8,2009-10,3.2,4.8,DEN,0.559
lawsoty01,6.6,12.3,0.536,1.6,4.1,0.404,9.0,23.0,6MOY-11,0.1,3.4,110.0,8.3,16.4,0.503,4.1,5.4,0.764,80.0,31.0,NBA,2103.0,1.6,118.0,3.2,22.3,PG,1.9,2010-11,3.3,5.0,DEN,0.553
lawsoty01,7.2,13.6,0.531,1.8,4.8,0.365,9.6,24.0,,0.1,4.2,108.0,9.0,18.4,0.488,4.3,5.2,0.824,61.0,61.0,NBA,2124.0,1.3,116.0,2.3,24.0,PG,2.0,2011-12,3.6,5.4,DEN,0.535
lawsoty01,7.3,14.8,0.491,1.7,4.7,0.366,10.1,25.0,MVP-12,0.2,3.3,109.0,9.0,19.5,0.461,4.7,6.2,0.756,73.0,71.0,NBA,2513.0,0.7,113.0,2.7,24.4,PG,2.1,2012-13,3.7,4.0,DEN,0.505
lawsoty01,6.1,13.3,0.455,1.6,4.4,0.356,12.0,26.0,,0.2,3.9,110.0,7.6,17.8,0.431,7.1,8.9,0.798,62.0,61.0,NBA,2222.0,0.9,113.0,2.5,24.0,PG,2.2,2013-14,4.4,4.7,DEN,0.475
lawsoty01,6.3,13.5,0.463,1.3,3.8,0.341,13.5,27.0,,0.2,3.6,111.0,7.6,17.4,0.436,5.0,6.8,0.73,75.0,75.0,NBA,2665.0,0.8,113.0,2.4,21.4,PG,1.7,2014-15,3.5,4.4,DEN,0.474
lawsoty01,3.6,8.6,0.419,1.3,3.8,0.333,8.3,28.0,,0.2,3.3,111.0,4.9,12.4,0.393,2.1,3.0,0.686,66.0,13.0,NBA,1411.0,0.9,100.0,3.0,13.0,PG,1.8,2015-16,3.3,4.2,2TM,0.444
lawsoty01,3.3,8.1,0.415,1.3,3.9,0.33,7.5,28.0,,0.3,2.9,112.0,4.6,12.0,0.387,2.3,3.3,0.7,53.0,12.0,NBA,1176.0,0.8,98.0,3.0,12.9,PG,1.8,2015-16,3.4,3.7,HOU,0.441
lawsoty01,4.9,11.2,0.434,1.1,3.0,0.357,12.0,28.0,,0.2,5.3,104.0,5.9,14.2,0.418,0.6,1.3,0.5,13.0,1.0,NBA,235.0,1.3,106.0,3.4,13.5,PG,2.1,2015-16,2.7,6.6,IND,0.455
lawsoty01,5.9,11.8,0.502,1.0,3.4,0.288,9.8,29.0,,0.2,3.9,113.0,6.9,15.2,0.454,5.1,6.3,0.797,69.0,24.0,NBA,1732.0,1.3,110.0,3.5,19.9,PG,2.2,2016-17,3.8,5.2,SAC,0.487
lawsoty01,,,,,,,,,Did not play - other pro league,,,,,,,,,,,,Did not play - other pro league,,,,,,Did not play - other pro league,,2017-18,,,Did not play - other pro league,
lawsoty01,,,,,,,,,Did not play - other pro league,,,,,,,,,,,,Did not play - other pro league,,,,,,Did not play - other pro league,,2018-19,,,Did not play - other pro league,
lawsoty01,6.3,12.8,0.493,1.5,4.1,0.359,10.3,,,0.2,3.6,110.0,7.8,16.9,0.46,4.7,6.1,0.77,551.0,344.0,8 Yrs,16088.0,1.1,113.0,2.8,21.7,,2.0,8 Yrs,3.6,4.7,8 Yrs,0.504
lawsoty01,6.7,13.4,0.497,1.6,4.2,0.369,10.6,,,0.2,3.6,110.0,8.2,17.6,0.466,5.0,6.4,0.771,416.0,307.0,DEN (6 Yrs),12945.0,1.1,115.0,2.7,22.9,,2.0,DEN (6 Yrs),3.6,4.7,DEN (6 Yrs),0.51
lawsoty01,5.9,11.8,0.502,1.0,3.4,0.288,9.8,,,0.2,3.9,113.0,6.9,15.2,0.454,5.1,6.3,0.797,69.0,24.0,SAC (1 Yr),1732.0,1.3,110.0,3.5,19.9,,2.2,SAC (1 Yr),3.8,5.2,SAC (1 Yr),0.487
lawsoty01,3.3,8.1,0.415,1.3,3.9,0.33,7.5,,,0.3,2.9,112.0,4.6,12.0,0.387,2.3,3.3,0.7,53.0,12.0,HOU (1 Yr),1176.0,0.8,98.0,3.0,12.9,,1.8,HOU (1 Yr),3.4,3.7,HOU (1 Yr),0.441
lawsoty01,4.9,11.2,0.434,1.1,3.0,0.357,12.0,,,0.2,5.3,104.0,5.9,14.2,0.418,0.6,1.3,0.5,13.0,1.0,IND (1 Yr),235.0,1.3,106.0,3.4,13.5,,2.1,IND (1 Yr),2.7,6.6,IND (1 Yr),0.455
leeco01,4.3,9.0,0.478,2.2,5.4,0.404,2.4,23.0,ROY-11,0.4,4.3,104.0,6.5,14.5,0.45,2.1,2.5,0.83,77.0,42.0,NBA,1939.0,0.5,107.0,4.2,17.3,SG,2.0,2008-09,1.8,4.8,ORL,0.526
leeco01,5.8,12.2,0.476,1.7,5.0,0.338,2.7,24.0,,0.4,4.2,111.0,7.5,17.1,0.436,2.9,3.4,0.869,71.0,66.0,NBA,2375.0,1.3,106.0,2.9,19.6,SG,2.1,2009-10,1.7,5.6,NJN,0.485
leeco01,5.4,11.9,0.453,2.1,5.1,0.408,3.0,25.0,,0.5,4.7,110.0,7.5,17.0,0.439,2.8,3.5,0.792,81.0,1.0,NBA,1723.0,1.5,108.0,3.0,19.9,SG,1.7,2010-11,2.0,6.2,HOU,0.501
leeco01,4.9,10.8,0.452,2.6,6.5,0.401,2.6,26.0,,0.7,4.0,107.0,7.5,17.3,0.433,2.1,2.6,0.826,58.0,26.0,NBA,1757.0,0.8,106.0,3.2,19.7,SG,2.0,2011-12,1.9,4.7,HOU,0.508
leeco01,5.1,10.1,0.503,1.6,4.2,0.372,3.9,27.0,,0.6,4.3,104.0,6.6,14.3,0.464,1.7,1.9,0.861,78.0,39.0,NBA,1941.0,0.8,102.0,3.7,16.5,SG,2.4,2012-13,2.3,5.1,BOS,0.519
leeco01,6.0,11.3,0.531,1.9,5.2,0.371,3.1,28.0,,0.8,4.2,107.0,7.9,16.5,0.48,2.7,3.0,0.884,79.0,47.0,NBA,1973.0,0.8,113.0,3.4,20.4,SG,1.7,2013-14,2.0,5.0,2TM,0.539
leeco01,6.8,13.4,0.511,2.3,5.3,0.442,3.3,28.0,,0.9,4.2,108.0,9.2,18.7,0.492,1.8,2.2,0.818,30.0,0.0,NBA,504.0,0.8,108.0,3.8,22.6,SG,2.0,2013-14,2.6,5.0,BOS,0.555
leeco01,5.7,10.5,0.54,1.8,5.2,0.345,3.0,28.0,,0.7,4.3,107.0,7.5,15.7,0.476,2.9,3.3,0.9,49.0,47.0,NBA,1469.0,0.8,114.0,3.3,19.6,SG,1.6,2013-14,1.7,5.0,MEM,0.532
leeco01,4.4,9.3,0.473,2.0,5.0,0.402,3.3,29.0,,0.3,3.5,106.0,6.4,14.3,0.448,2.5,2.9,0.86,77.0,74.0,NBA,2354.0,0.5,109.0,2.9,17.2,SG,1.7,2014-15,1.7,3.9,MEM,0.518
leeco01,4.5,9.2,0.493,1.8,4.7,0.378,3.0,30.0,,0.6,3.8,109.0,6.3,14.0,0.454,2.2,2.6,0.839,79.0,65.0,NBA,2334.0,0.6,109.0,2.9,16.6,SG,1.9,2015-16,1.6,4.5,2TM,0.518
leeco01,4.9,9.7,0.502,1.8,4.8,0.37,2.6,30.0,,0.6,3.4,111.0,6.6,14.5,0.458,2.6,3.2,0.826,51.0,37.0,NBA,1489.0,0.7,109.0,2.7,17.7,SG,1.8,2015-16,1.7,4.1,MEM,0.519
leeco01,4.0,8.4,0.475,1.8,4.7,0.392,3.6,30.0,,0.7,4.6,105.0,5.8,13.1,0.445,1.4,1.5,0.885,28.0,28.0,NBA,845.0,0.6,108.0,3.3,14.8,SG,2.0,2015-16,1.4,5.2,CHO,0.516
leeco01,4.3,8.8,0.49,2.2,5.5,0.401,3.6,31.0,,0.5,4.2,114.0,6.5,14.3,0.456,1.7,2.0,0.867,77.0,74.0,NBA,2459.0,1.1,115.0,2.9,17.0,SG,1.6,2016-17,1.4,5.3,NYK,0.533
leeco01,4.9,10.2,0.482,2.4,6.0,0.406,3.9,32.0,,0.4,4.2,113.0,7.4,16.2,0.454,2.4,2.7,0.919,76.0,69.0,NBA,2310.0,0.6,112.0,2.3,19.6,SG,1.7,2017-18,1.8,4.8,NYK,0.529
leeco01,4.2,8.4,0.5,1.8,6.2,0.291,4.2,33.0,,0.3,5.1,112.0,6.0,14.6,0.411,1.6,2.4,0.667,34.0,6.0,NBA,428.0,1.0,103.0,3.6,15.4,SG,2.4,2018-19,1.6,6.1,2TM,0.473
leeco01,4.8,9.3,0.516,1.5,4.8,0.313,4.8,33.0,,0.6,6.3,112.0,6.3,14.2,0.447,2.7,4.2,0.643,12.0,2.0,NBA,160.0,1.8,112.0,3.9,16.9,SG,2.4,2018-19,1.5,8.1,NYK,0.5
leeco01,3.8,7.8,0.488,2.0,7.1,0.282,3.8,33.0,,0.2,4.3,111.0,5.8,14.8,0.39,0.9,1.3,0.714,22.0,4.0,NBA,268.0,0.5,97.0,3.4,14.5,SG,2.4,2018-19,1.6,4.9,DAL,0.457
leeco01,2.7,4.9,0.543,2.9,6.6,0.447,1.7,34.0,,0.8,3.5,111.0,5.6,11.5,0.488,0.8,1.0,0.857,24.0,9.0,NBA,345.0,1.0,116.0,4.6,15.0,SG,2.5,2019-20,1.5,4.5,DAL,0.616
leeco01,4.9,10.1,0.484,2.1,5.3,0.388,3.2,,,0.5,4.1,109.0,6.9,15.4,0.451,2.3,2.7,0.853,811.0,518.0,12 Yrs,21938.0,0.9,109.0,3.1,18.2,,1.9,12 Yrs,1.8,5.0,12 Yrs,0.518
leeco01,4.9,9.7,0.501,1.9,5.0,0.377,3.1,,,0.5,3.7,107.0,6.7,14.7,0.459,2.6,3.1,0.862,177.0,158.0,MEM (3 Yrs),5312.0,0.6,110.0,2.9,18.0,,1.7,MEM (3 Yrs),1.7,4.3,MEM (3 Yrs),0.522
leeco01,4.6,9.5,0.487,2.3,5.7,0.401,3.8,,,0.4,4.2,113.0,6.9,15.2,0.455,2.1,2.4,0.881,165.0,145.0,NYK (3 Yrs),4929.0,0.9,114.0,2.7,18.2,,1.7,NYK (3 Yrs),1.6,5.1,NYK (3 Yrs),0.53
leeco01,5.1,11.4,0.452,2.3,5.8,0.404,2.8,,,0.6,4.3,108.0,7.5,17.2,0.436,2.5,3.1,0.806,139.0,27.0,HOU (2 Yrs),3480.0,1.1,107.0,3.1,19.8,,1.9,HOU (2 Yrs),2.0,5.5,HOU (2 Yrs),0.504
leeco01,5.4,10.8,0.505,1.7,4.4,0.389,3.7,,,0.6,4.3,105.0,7.2,15.2,0.471,1.7,2.0,0.851,108.0,39.0,BOS (2 Yrs),2445.0,0.8,104.0,3.8,17.8,,2.3,BOS (2 Yrs),2.3,5.1,BOS (2 Yrs),0.528
leeco01,3.2,6.2,0.513,2.5,6.8,0.372,2.6,,,0.6,3.9,111.0,5.7,12.9,0.439,0.9,1.1,0.786,46.0,13.0,DAL (2 Yrs),613.0,0.8,107.0,4.1,14.8,,2.4,DAL (2 Yrs),1.6,4.7,DAL (2 Yrs),0.537
leeco01,4.3,9.0,0.478,2.2,5.4,0.404,2.4,,,0.4,4.3,104.0,6.5,14.5,0.45,2.1,2.5,0.83,77.0,42.0,ORL (1 Yr),1939.0,0.5,107.0,4.2,17.3,,2.0,ORL (1 Yr),1.8,4.8,ORL (1 Yr),0.526
leeco01,5.8,12.2,0.476,1.7,5.0,0.338,2.7,,,0.4,4.2,111.0,7.5,17.1,0.436,2.9,3.4,0.869,71.0,66.0,NJN (1 Yr),2375.0,1.3,106.0,2.9,19.6,,2.1,NJN (1 Yr),1.7,5.6,NJN (1 Yr),0.485
leeco01,4.0,8.4,0.475,1.8,4.7,0.392,3.6,,,0.7,4.6,105.0,5.8,13.1,0.445,1.4,1.5,0.885,28.0,28.0,CHO (1 Yr),845.0,0.6,108.0,3.3,14.8,,2.0,CHO (1 Yr),1.4,5.2,CHO (1 Yr),0.516
leeda02,6.4,10.8,0.596,0.0,0.0,,2.0,22.0,,0.9,9.1,109.0,6.4,10.8,0.596,3.3,5.8,0.577,67.0,14.0,NBA,1129.0,5.1,118.0,5.8,16.2,SF,1.4,2005-06,2.4,14.2,NYK,0.596
leeda02,7.3,12.2,0.6,0.0,0.0,,3.2,23.0,6MOY-4,0.7,12.4,105.0,7.3,12.2,0.6,4.3,5.3,0.815,58.0,12.0,NBA,1731.0,6.0,127.0,4.7,19.0,PF,1.5,2006-07,2.8,18.4,NYK,0.6
leeda02,7.6,13.7,0.554,0.0,0.0,0.0,2.1,24.0,6MOY-14,0.6,10.7,110.0,7.6,13.7,0.552,4.3,5.3,0.819,81.0,29.0,NBA,2356.0,5.4,123.0,4.7,19.5,PF,1.2,2007-08,2.2,16.1,NYK,0.552
leeda02,9.2,16.7,0.551,0.0,0.1,0.0,3.1,25.0,,0.4,12.2,108.0,9.2,16.7,0.549,4.4,5.8,0.755,81.0,74.0,NBA,2824.0,4.5,118.0,4.6,22.7,C,1.4,2008-09,2.6,16.7,NYK,0.549
leeda02,11.6,21.1,0.549,0.0,0.1,0.0,5.0,26.0,"DPOY-17,AS",0.7,12.2,108.0,11.6,21.3,0.545,4.5,5.6,0.812,81.0,81.0,NBA,3019.0,3.9,116.0,4.3,27.7,C,1.4,2009-10,3.2,16.1,NYK,0.545
leeda02,9.5,18.7,0.508,0.0,0.1,0.333,4.5,27.0,,0.6,9.6,110.0,9.5,18.8,0.507,4.0,5.1,0.787,73.0,73.0,NBA,2634.0,4.2,111.0,4.1,23.1,PF,1.4,2010-11,3.3,13.7,GSW,0.508
leeda02,11.4,22.5,0.506,0.0,0.1,0.0,4.0,28.0,,0.5,9.2,109.0,11.4,22.6,0.503,5.4,6.9,0.782,57.0,57.0,NBA,2121.0,4.2,108.0,4.4,28.1,PF,1.3,2011-12,3.7,13.4,GSW,0.503
leeda02,10.5,20.2,0.521,0.0,0.1,0.0,4.9,29.0,"MVP-12,AS,NBA3",0.4,11.7,104.0,10.5,20.3,0.519,4.5,5.6,0.797,79.0,79.0,NBA,2907.0,3.8,110.0,4.3,25.5,PF,1.2,2012-13,3.6,15.5,GSW,0.519
leeda02,11.2,21.4,0.523,0.0,0.0,0.0,3.2,30.0,,0.6,10.1,103.0,11.2,21.4,0.523,5.0,6.5,0.78,69.0,67.0,NBA,2288.0,4.0,111.0,4.5,27.4,PF,1.0,2013-14,3.3,14.0,GSW,0.523
leeda02,8.6,16.8,0.514,0.0,0.1,0.0,4.6,31.0,,1.4,9.5,100.0,8.6,16.9,0.511,3.7,5.6,0.654,49.0,4.0,NBA,904.0,4.4,112.0,4.5,21.0,PF,1.7,2014-15,2.6,13.9,GSW,0.511
leeda02,9.8,18.4,0.533,0.0,0.1,0.0,4.6,32.0,,1.5,11.2,103.0,9.8,18.5,0.531,3.9,5.1,0.763,55.0,5.0,NBA,903.0,5.6,111.0,6.3,23.5,PF,1.2,2015-16,3.6,16.8,2TM,0.531
leeda02,9.0,19.8,0.455,0.0,0.1,0.0,5.6,32.0,,1.3,9.2,103.0,9.0,19.9,0.453,4.1,5.3,0.784,30.0,4.0,NBA,470.0,4.3,101.0,5.3,22.2,PF,1.2,2015-16,3.9,13.5,BOS,0.453
leeda02,10.7,16.8,0.636,0.0,0.0,,3.5,32.0,,1.8,13.5,102.0,10.7,16.8,0.636,3.6,4.9,0.738,25.0,1.0,NBA,433.0,7.1,125.0,7.4,25.0,PF,1.2,2015-16,3.3,20.6,DAL,0.636
leeda02,8.6,14.5,0.59,0.0,0.0,,4.3,33.0,,1.4,10.1,103.0,8.6,14.5,0.59,2.8,3.9,0.708,79.0,10.0,NBA,1477.0,5.1,120.0,4.3,19.9,PF,1.1,2016-17,2.8,15.2,SAS,0.59
leeda02,9.6,17.9,0.537,0.0,0.1,0.034,3.8,,,0.7,10.8,106.0,9.6,18.0,0.535,4.3,5.6,0.772,829.0,505.0,12 Yrs,24293.0,4.5,114.0,4.6,23.6,,1.3,12 Yrs,3.1,15.4,12 Yrs,0.536
leeda02,9.0,16.0,0.559,0.0,0.1,0.0,3.3,,,0.6,11.6,108.0,9.0,16.1,0.557,4.3,5.5,0.774,368.0,210.0,NYK (5 Yrs),11059.0,4.8,119.0,4.7,22.2,,1.4,NYK (5 Yrs),2.7,16.4,NYK (5 Yrs),0.557
leeda02,10.4,20.2,0.515,0.0,0.1,0.067,4.2,,,0.6,10.1,106.0,10.4,20.3,0.513,4.6,5.9,0.776,327.0,280.0,GSW (5 Yrs),10854.0,4.1,110.0,4.3,25.4,,1.3,GSW (5 Yrs),3.4,14.2,GSW (5 Yrs),0.513
leeda02,8.6,14.5,0.59,0.0,0.0,,4.3,,,1.4,10.1,103.0,8.6,14.5,0.59,2.8,3.9,0.708,79.0,10.0,SAS (1 Yr),1477.0,5.1,120.0,4.3,19.9,,1.1,SAS (1 Yr),2.8,15.2,SAS (1 Yr),0.59
leeda02,9.0,19.8,0.455,0.0,0.1,0.0,5.6,,,1.3,9.2,103.0,9.0,19.9,0.453,4.1,5.3,0.784,30.0,4.0,BOS (1 Yr),470.0,4.3,101.0,5.3,22.2,,1.2,BOS (1 Yr),3.9,13.5,BOS (1 Yr),0.453
leeda02,10.7,16.8,0.636,0.0,0.0,,3.5,,,1.8,13.5,102.0,10.7,16.8,0.636,3.6,4.9,0.738,25.0,1.0,DAL (1 Yr),433.0,7.1,125.0,7.4,25.0,,1.2,DAL (1 Yr),3.3,20.6,DAL (1 Yr),0.636
lewisra02,6.6,17.0,0.391,0.4,2.2,0.167,1.5,19.0,,0.4,4.4,105.0,7.0,19.2,0.365,3.0,5.2,0.571,20.0,7.0,NBA,145.0,4.8,72.0,7.0,17.4,SF,3.0,1998-99,7.4,9.2,SEA,0.375
lewisra02,7.7,14.6,0.527,1.3,3.9,0.333,2.3,20.0,,1.2,6.8,104.0,9.0,18.5,0.486,2.7,4.0,0.683,82.0,8.0,NBA,1575.0,4.1,108.0,5.3,22.0,SF,2.0,1999-00,2.5,11.0,SEA,0.521
lewisra02,5.8,11.6,0.503,2.4,5.5,0.432,2.4,21.0,,0.9,7.7,105.0,8.2,17.1,0.48,3.4,4.1,0.826,78.0,78.0,NBA,2720.0,2.8,114.0,3.7,22.2,PF,1.8,2000-01,2.5,10.4,SEA,0.55
lewisra02,6.9,13.7,0.506,2.6,6.6,0.389,2.6,22.0,,0.8,7.5,104.0,9.5,20.3,0.468,3.4,4.2,0.81,71.0,70.0,NBA,2585.0,2.9,115.0,3.6,24.9,SF,2.2,2001-02,2.0,10.4,SEA,0.531
lewisra02,8.0,16.7,0.476,1.3,3.9,0.346,2.4,23.0,,0.6,6.3,105.0,9.3,20.6,0.452,5.1,6.2,0.82,77.0,77.0,NBA,3044.0,2.7,108.0,3.7,25.0,SF,1.8,2002-03,2.6,9.0,SEA,0.484
lewisra02,7.1,15.3,0.463,2.6,7.0,0.376,3.2,24.0,,1.0,7.0,108.0,9.7,22.4,0.435,3.8,4.9,0.763,80.0,80.0,NBA,2931.0,2.4,107.0,4.2,25.9,SF,1.8,2003-04,2.5,9.4,SEA,0.494
lewisra02,7.3,14.6,0.499,3.5,8.7,0.4,1.9,25.0,AS,1.3,5.6,110.0,10.8,23.3,0.462,4.5,5.7,0.777,71.0,71.0,NBA,2697.0,2.2,117.0,3.2,29.5,SF,1.5,2004-05,2.5,7.9,SEA,0.537
lewisra02,7.2,14.2,0.507,2.6,6.7,0.384,3.3,26.0,,0.9,5.1,115.0,9.8,21.0,0.467,6.4,7.8,0.818,78.0,77.0,NBA,2876.0,2.0,119.0,3.5,28.6,SF,1.9,2005-06,2.6,7.1,SEA,0.529
lewisra02,6.9,13.8,0.505,3.4,8.6,0.39,3.2,27.0,,0.9,6.8,110.0,10.3,22.4,0.461,5.9,7.0,0.841,60.0,60.0,NBA,2348.0,2.0,117.0,3.2,29.9,SF,1.5,2006-07,2.6,8.8,SEA,0.536
lewisra02,4.8,9.7,0.498,3.8,9.2,0.409,3.3,28.0,,0.6,5.7,106.0,8.6,19.0,0.455,3.6,4.3,0.838,81.0,81.0,NBA,3076.0,1.6,115.0,3.6,24.7,PF,1.7,2007-08,2.3,7.3,ORL,0.554
lewisra02,4.7,9.7,0.482,4.0,10.1,0.397,3.7,29.0,AS,0.9,6.6,103.0,8.7,19.8,0.439,4.1,4.9,0.836,79.0,79.0,NBA,2859.0,1.7,113.0,3.5,25.5,PF,1.5,2008-09,2.9,8.2,ORL,0.54
lewisra02,4.0,8.4,0.476,3.7,9.3,0.397,2.4,30.0,,0.6,5.6,104.0,7.7,17.7,0.435,3.2,4.0,0.806,72.0,72.0,NBA,2369.0,1.4,111.0,4.0,22.3,PF,1.7,2009-10,2.4,7.0,ORL,0.539
lewisra02,4.7,9.6,0.488,2.5,6.9,0.357,2.6,31.0,,0.9,6.2,107.0,7.2,16.5,0.433,2.2,2.7,0.802,57.0,52.0,NBA,1824.0,2.0,105.0,4.5,19.0,PF,1.5,2010-11,2.5,8.2,2TM,0.508
lewisra02,4.5,9.7,0.46,2.9,7.8,0.367,1.9,31.0,,0.6,5.4,104.0,7.3,17.5,0.419,2.2,2.9,0.756,25.0,25.0,NBA,810.0,1.5,103.0,4.1,19.7,PF,1.4,2010-11,2.3,6.9,ORL,0.5
lewisra02,4.8,9.5,0.511,2.2,6.3,0.347,3.2,31.0,,1.0,6.9,110.0,7.0,15.7,0.446,2.2,2.6,0.843,32.0,27.0,NBA,1014.0,2.4,107.0,4.8,18.4,SF,1.5,2010-11,2.6,9.3,WAS,0.514
lewisra02,4.9,11.0,0.448,1.1,4.8,0.239,1.9,32.0,,0.7,5.3,108.0,6.0,15.7,0.385,2.2,2.6,0.838,28.0,15.0,NBA,729.0,2.4,94.0,3.5,15.4,SF,1.6,2011-12,2.3,7.8,WAS,0.421
lewisra02,3.5,7.9,0.441,3.4,8.8,0.389,2.0,33.0,,0.9,6.8,105.0,6.9,16.6,0.414,1.9,3.0,0.622,55.0,9.0,NBA,792.0,1.3,101.0,4.5,19.1,PF,1.4,2012-13,2.2,8.1,MIA,0.516
lewisra02,2.8,5.5,0.51,2.5,7.3,0.343,3.1,34.0,,0.4,4.7,106.0,5.3,12.8,0.415,1.4,1.8,0.788,60.0,6.0,NBA,971.0,1.3,105.0,4.9,14.5,SF,2.9,2013-14,1.9,6.0,MIA,0.513
lewisra02,6.1,12.3,0.491,2.8,7.3,0.386,2.8,,,0.9,6.3,107.0,8.9,19.6,0.452,3.9,4.9,0.805,1049.0,842.0,16 Yrs,33541.0,2.2,112.0,3.8,24.5,,1.8,16 Yrs,2.5,8.5,16 Yrs,0.524
lewisra02,7.1,14.4,0.494,2.5,6.4,0.386,2.7,,,0.9,6.6,108.0,9.6,20.8,0.461,4.5,5.6,0.801,617.0,528.0,SEA (9 Yrs),20921.0,2.6,113.0,3.8,26.1,,1.8,SEA (9 Yrs),2.5,9.1,SEA (9 Yrs),0.521
lewisra02,4.5,9.4,0.485,3.7,9.4,0.399,3.1,,,0.7,5.9,104.0,8.3,18.8,0.442,3.5,4.3,0.825,257.0,257.0,ORL (4 Yrs),9114.0,1.6,112.0,3.7,23.9,,1.6,ORL (4 Yrs),2.5,7.5,ORL (4 Yrs),0.541
lewisra02,3.1,6.6,0.473,2.9,7.9,0.366,2.6,,,0.7,5.6,105.0,6.0,14.5,0.414,1.6,2.3,0.692,115.0,15.0,MIA (2 Yrs),1763.0,1.3,103.0,4.7,16.6,,2.2,MIA (2 Yrs),2.0,6.9,MIA (2 Yrs),0.514
