college_player_id,college_url,2P,2PA,2Ppct,3P,3PA,3Ppct,AST,Awards,BLK,Class,Conf,DRB,DRtg,FG,FGA,FGpct,FT,FTA,FTpct,G,GS,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Team,eFGpct
mason-plumlee-1,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,5.9,12.3,0.48,0.3,1.0,0.25,3.8,,3.8,FR,ACC,8.3,89.1,6.1,13.3,0.462,3.1,5.8,0.543,34.0,1.0,480.0,4.9,101.3,9.1,15.7,F,2.3,2009-10,4.0,13.2,Duke,0.472
mason-plumlee-1,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,6.6,11.2,0.596,0.0,0.1,0.0,3.4,,3.7,SO,ACC,12.8,86.1,6.6,11.3,0.589,2.4,5.5,0.441,37.0,31.0,960.0,5.8,106.2,5.7,15.7,F,2.1,2010-11,4.3,18.6,Duke,0.589
mason-plumlee-1,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,8.7,15.2,0.572,0.0,0.0,,3.3,,3.3,JR,ACC,12.9,95.0,8.7,15.2,0.572,5.6,10.7,0.528,34.0,31.0,964.0,6.0,111.0,5.2,23.0,F,1.6,2011-12,4.5,18.9,Duke,0.572
mason-plumlee-1,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,10.4,17.3,0.599,0.0,0.0,,3.3,AA-2,2.4,SR,ACC,12.2,92.2,10.4,17.3,0.599,8.1,11.9,0.681,36.0,36.0,1248.0,4.6,117.2,4.3,28.9,F,1.7,2012-13,4.8,16.8,Duke,0.599
mason-plumlee-1,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,8.4,14.5,0.578,0.0,0.2,0.2,3.4,,3.2,Career,Career,12.1,90.9,8.4,14.6,0.574,5.3,9.1,0.583,141.0,99.0,3652.0,5.3,111.4,5.5,22.1,,1.8,Career,4.5,17.4,Career,0.575
otto-porter-1,https://www.sports-reference.com/cbb/players/otto-porter-1.html,7.3,11.9,0.611,0.8,3.4,0.226,3.3,,1.7,FR,Big East,10.2,90.1,8.1,15.3,0.525,3.8,5.4,0.702,33.0,8.0,980.0,4.3,120.8,4.1,20.7,F,2.4,2011-12,2.4,14.5,Georgetown,0.55
otto-porter-1,https://www.sports-reference.com/cbb/players/otto-porter-1.html,7.3,14.5,0.504,2.5,6.0,0.422,4.9,AA-1,1.6,SO,Big East,10.3,85.3,9.8,20.4,0.48,7.1,9.2,0.777,31.0,30.0,1097.0,3.2,122.3,3.6,29.3,F,3.3,2012-13,2.7,13.5,Georgetown,0.541
otto-porter-1,https://www.sports-reference.com/cbb/players/otto-porter-1.html,7.3,13.3,0.55,1.7,4.7,0.355,4.1,,1.7,Career,Career,10.3,87.6,9.0,18.0,0.498,5.5,7.4,0.751,64.0,38.0,2077.0,3.7,121.7,3.8,25.2,,2.9,Career,2.6,14.0,Career,0.545
phil-pressey-1,https://www.sports-reference.com/cbb/players/phil-pressey-1.html,2.9,7.0,0.412,2.5,6.9,0.361,9.7,,0.1,FR,Big 12,3.6,97.1,5.4,13.9,0.387,2.9,3.8,0.761,30.0,12.0,668.0,2.1,101.6,5.1,16.1,G,5.0,2010-11,5.4,5.6,Missouri,0.476
phil-pressey-1,https://www.sports-reference.com/cbb/players/phil-pressey-1.html,4.1,8.8,0.467,2.0,5.6,0.365,12.0,,0.1,SO,Big 12,5.5,99.8,6.2,14.4,0.428,5.0,6.4,0.775,35.0,35.0,1124.0,0.7,115.9,3.7,19.4,G,4.0,2011-12,4.6,6.2,Missouri,0.498
phil-pressey-1,https://www.sports-reference.com/cbb/players/phil-pressey-1.html,4.8,11.9,0.408,2.3,7.2,0.324,12.2,,0.1,JR,SEC,4.4,100.5,7.2,19.1,0.376,3.8,5.2,0.735,34.0,34.0,1151.0,1.3,102.3,3.3,20.5,G,3.1,2012-13,6.1,5.7,Missouri,0.437
phil-pressey-1,https://www.sports-reference.com/cbb/players/phil-pressey-1.html,4.1,9.6,0.429,2.3,6.5,0.347,11.5,,0.1,Career,Career,4.6,99.4,6.4,16.1,0.395,4.0,5.3,0.757,99.0,81.0,2943.0,1.3,107.0,3.9,19.0,,3.9,Career,5.4,5.9,Career,0.466
glen-rice-jr-1,https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,3.6,8.6,0.423,2.5,5.3,0.467,5.1,,1.5,FR,ACC,5.6,93.1,6.1,13.9,0.439,2.1,3.8,0.558,35.0,11.0,643.0,3.9,107.9,6.1,16.8,G,3.3,2009-10,3.8,9.4,Ga Tech,0.529
glen-rice-jr-1,https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,6.7,13.6,0.495,2.7,9.1,0.302,5.2,,0.8,SO,ACC,7.5,96.7,9.5,22.7,0.418,4.2,6.7,0.637,31.0,23.0,885.0,3.8,101.5,4.9,25.9,G,3.0,2010-11,4.6,11.3,Ga Tech,0.478
glen-rice-jr-1,https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,7.3,13.4,0.541,3.0,9.1,0.333,4.8,,1.8,JR,ACC,10.1,95.3,10.3,22.5,0.457,4.0,6.6,0.606,21.0,10.0,628.0,4.1,105.9,5.0,27.6,G,2.8,2011-12,4.8,14.2,Ga Tech,0.525
glen-rice-jr-1,https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,5.9,12.0,0.493,2.7,7.9,0.346,5.1,,1.3,Career,Career,7.6,95.2,8.6,19.9,0.435,3.5,5.8,0.611,87.0,44.0,2156.0,3.9,104.3,5.3,23.6,,3.0,Career,4.4,11.5,Career,0.503
andre-roberson-1,https://www.sports-reference.com/cbb/players/andre-roberson-1.html,6.1,9.5,0.64,0.8,2.4,0.343,2.3,,2.9,FR,Big 12,13.0,95.8,6.9,11.9,0.58,2.9,5.2,0.553,38.0,0.0,847.0,7.2,122.0,7.6,17.5,F,3.5,2010-11,3.0,20.3,Colorado,0.615
andre-roberson-1,https://www.sports-reference.com/cbb/players/andre-roberson-1.html,7.2,13.5,0.537,1.1,2.8,0.38,2.3,,3.7,SO,Pac-12,16.2,85.0,8.3,16.3,0.51,5.7,9.3,0.614,36.0,35.0,1087.0,6.2,112.6,4.7,23.4,F,2.6,2011-12,3.6,22.4,Colorado,0.543
andre-roberson-1,https://www.sports-reference.com/cbb/players/andre-roberson-1.html,6.6,12.8,0.521,1.1,3.4,0.328,2.6,,2.4,JR,Pac-12,15.0,84.5,7.8,16.2,0.48,3.2,5.8,0.551,31.0,30.0,1036.0,5.4,102.1,4.5,19.8,F,3.9,2012-13,4.4,20.4,Colorado,0.515
andre-roberson-1,https://www.sports-reference.com/cbb/players/andre-roberson-1.html,6.7,12.1,0.555,1.0,2.9,0.35,2.4,,3.0,Career,Career,14.8,88.1,7.7,14.9,0.516,4.0,6.9,0.582,105.0,65.0,2970.0,6.2,111.1,5.5,20.4,,3.3,Career,3.7,21.1,Career,0.549
peyton-siva-1,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,3.2,6.9,0.463,3.2,7.9,0.404,9.5,,0.3,FR,Big East,3.5,99.0,6.4,14.9,0.432,4.2,6.9,0.61,31.0,0.0,349.0,0.8,97.3,11.1,20.3,G,5.2,2009-10,7.8,4.4,Louisville,0.54
peyton-siva-1,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,5.4,9.9,0.543,1.5,5.6,0.272,11.0,,0.4,SO,Big East,5.9,93.0,6.9,15.5,0.445,5.7,8.4,0.681,35.0,35.0,975.0,0.7,104.9,5.8,21.0,G,4.2,2010-11,6.1,6.6,Louisville,0.494
peyton-siva-1,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,5.2,11.5,0.448,0.8,3.4,0.246,10.5,,0.2,JR,Big East,5.1,93.0,6.0,14.9,0.402,4.4,5.9,0.739,38.0,38.0,1203.0,0.9,93.9,5.7,17.2,G,3.2,2011-12,6.5,6.0,Louisville,0.43
peyton-siva-1,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,4.9,10.2,0.476,1.8,6.4,0.288,11.0,,0.3,SR,Big East,4.0,89.1,6.7,16.6,0.404,4.1,4.7,0.867,40.0,40.0,1247.0,0.6,106.6,5.0,19.4,G,4.3,2012-13,5.1,4.5,Louisville,0.459
peyton-siva-1,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,4.9,10.3,0.482,1.6,5.4,0.291,10.7,,0.3,Career,Career,4.8,92.3,6.5,15.6,0.417,4.6,6.3,0.737,144.0,113.0,3774.0,0.8,101.2,6.0,19.2,,4.0,Career,6.1,5.5,Career,0.467
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,,,0.456,,,0.281,,,,FR,MAAC,,,,,0.404,,,0.625,21.0,15.0,520.0,,,,,G,,2007-08,,,Manhattan,0.446
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,,,0.408,,,0.288,,,,SO,MAAC,,,,,0.362,,,0.728,29.0,27.0,946.0,,,,,G,,2008-09,,,Manhattan,0.417
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,,,,,,,,Did not play - transfer,,Did not play - transfer,Did not play - transfer,,,,,,,,,,,,,,,,Did not play - transfer,,2009-10,,,Did not play - transfer,
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,5.1,10.3,0.491,2.5,6.1,0.404,5.7,,0.2,JR,Big East,6.9,96.9,7.5,16.4,0.458,3.8,5.5,0.682,35.0,20.0,909.0,3.5,113.0,3.2,21.3,G,2.1,2010-11,3.8,10.5,Louisville,0.534
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,3.0,7.3,0.41,3.6,9.1,0.399,4.1,,0.0,SR,Big East,5.6,95.8,6.6,16.4,0.404,4.1,5.5,0.735,40.0,38.0,1099.0,2.2,117.1,3.1,21.0,G,1.8,2011-12,2.4,7.8,Louisville,0.515
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,8.5,19.4,0.438,4.8,13.5,0.352,6.6,,0.4,Career,Career,11.4,96.3,13.3,33.0,0.403,7.4,10.6,0.703,125.0,100.0,3474.0,4.6,115.1,5.6,38.8,,3.2,Career,5.6,16.1,Career,0.475
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,3.9,8.7,0.454,3.1,7.8,0.401,4.9,,0.1,Louisville (2 Yrs),Louisville (2 Yrs),6.2,96.3,7.0,16.4,0.429,3.9,5.5,0.711,75.0,58.0,2008.0,2.8,115.1,3.2,21.1,,2.0,Louisville (2 Yrs),3.0,9.0,Louisville (2 Yrs),0.523
chris-smith-4,https://www.sports-reference.com/cbb/players/chris-smith-4.html,,,0.426,,,0.286,,,,Manhattan (2 Yrs),Manhattan (2 Yrs),,,,,0.377,,,0.694,50.0,42.0,1466.0,,,,,,,Manhattan (2 Yrs),,,Manhattan (2 Yrs),0.427
tony-snell-1,https://www.sports-reference.com/cbb/players/tony-snell-1.html,1.8,4.5,0.4,2.9,8.5,0.345,3.0,,0.6,FR,MWC,4.9,103.6,4.7,13.0,0.364,2.5,3.4,0.735,34.0,7.0,595.0,1.6,102.0,3.7,14.9,G,0.6,2010-11,2.9,6.5,New Mexico,0.477
tony-snell-1,https://www.sports-reference.com/cbb/players/tony-snell-1.html,3.2,5.5,0.585,4.9,12.5,0.387,5.5,,0.9,SO,MWC,5.6,94.8,8.1,18.1,0.448,3.6,4.4,0.831,35.0,34.0,895.0,0.7,117.8,2.6,24.7,G,1.2,2011-12,3.6,6.3,New Mexico,0.582
tony-snell-1,https://www.sports-reference.com/cbb/players/tony-snell-1.html,4.5,10.0,0.452,3.6,9.3,0.39,5.7,,1.0,JR,MWC,4.4,99.5,8.1,19.3,0.422,4.9,5.8,0.843,35.0,35.0,1093.0,0.8,107.0,2.6,24.8,G,1.6,2012-13,4.1,5.2,New Mexico,0.516
tony-snell-1,https://www.sports-reference.com/cbb/players/tony-snell-1.html,3.4,7.2,0.48,3.9,10.2,0.38,5.0,,0.8,Career,Career,4.9,98.8,7.3,17.4,0.421,3.9,4.7,0.821,104.0,76.0,2583.0,1.0,109.9,2.9,22.4,,1.2,Career,3.6,5.9,Career,0.533
james-southerland-1,https://www.sports-reference.com/cbb/players/james-southerland-1.html,5.2,8.7,0.6,4.1,13.9,0.292,2.9,,4.1,FR,Big East,7.6,87.7,9.3,22.7,0.41,1.2,2.3,0.5,13.0,0.0,97.0,1.7,95.1,3.5,23.8,F,4.6,2009-10,4.6,9.3,Syracuse,0.5
james-southerland-1,https://www.sports-reference.com/cbb/players/james-southerland-1.html,4.1,8.1,0.509,3.8,10.4,0.368,2.0,,2.4,SO,Big East,7.3,96.6,8.0,18.5,0.43,1.1,1.5,0.7,28.0,2.0,396.0,2.3,120.8,5.4,20.8,F,2.1,2010-11,0.9,9.6,Syracuse,0.533
james-southerland-1,https://www.sports-reference.com/cbb/players/james-southerland-1.html,6.1,9.9,0.615,3.8,11.4,0.336,1.4,,3.5,JR,Big East,8.5,90.8,9.9,21.3,0.466,2.4,3.4,0.697,37.0,0.0,593.0,3.4,123.2,5.1,26.1,F,3.2,2011-12,1.3,11.9,Syracuse,0.556
james-southerland-1,https://www.sports-reference.com/cbb/players/james-southerland-1.html,4.7,9.0,0.524,5.1,12.9,0.398,2.2,,1.7,SR,Big East,8.1,89.3,9.8,21.9,0.45,2.8,3.5,0.789,34.0,11.0,1003.0,2.7,121.9,4.8,27.6,F,3.0,2012-13,2.4,10.8,Syracuse,0.567
james-southerland-1,https://www.sports-reference.com/cbb/players/james-southerland-1.html,5.0,9.1,0.553,4.5,12.1,0.37,2.0,,2.5,Career,Career,8.1,91.1,9.5,21.1,0.449,2.2,3.0,0.74,112.0,13.0,2089.0,2.8,120.5,4.9,25.7,,3.0,Career,1.9,10.8,Career,0.555
dj-stephens-1,https://www.sports-reference.com/cbb/players/dj-stephens-1.html,5.0,8.7,0.579,0.2,0.5,0.5,1.4,,1.8,FR,CUSA,6.9,100.0,5.3,9.1,0.575,3.2,5.5,0.583,33.0,3.0,261.0,7.8,139.0,5.7,13.9,F,1.8,2009-10,0.9,14.6,Memphis,0.588
dj-stephens-1,https://www.sports-reference.com/cbb/players/dj-stephens-1.html,7.9,12.3,0.645,0.2,0.3,0.5,2.3,,4.2,SO,CUSA,7.6,95.8,8.1,12.6,0.641,1.8,3.2,0.55,32.0,4.0,358.0,6.0,123.9,6.3,18.1,F,2.6,2010-11,2.4,13.6,Memphis,0.647
dj-stephens-1,https://www.sports-reference.com/cbb/players/dj-stephens-1.html,6.4,9.2,0.694,0.5,1.5,0.333,0.3,,5.4,JR,CUSA,8.9,90.8,6.9,10.7,0.643,2.8,4.1,0.688,28.0,0.0,233.0,3.6,131.0,8.2,17.1,F,2.0,2011-12,1.5,12.5,Memphis,0.667
dj-stephens-1,https://www.sports-reference.com/cbb/players/dj-stephens-1.html,6.4,9.1,0.701,0.9,2.4,0.361,1.6,,6.4,SR,CUSA,11.2,87.3,7.2,11.5,0.629,3.0,4.6,0.662,36.0,28.0,851.0,5.0,134.9,4.5,18.4,F,2.2,2012-13,1.6,16.2,Memphis,0.668
dj-stephens-1,https://www.sports-reference.com/cbb/players/dj-stephens-1.html,6.5,9.7,0.669,0.6,1.6,0.37,1.5,,5.1,Career,Career,9.5,91.5,7.1,11.3,0.627,2.8,4.4,0.633,129.0,35.0,1703.0,5.4,132.4,5.6,17.5,,2.2,Career,1.7,14.9,Career,0.653
adonis-thomas-1,https://www.sports-reference.com/cbb/players/adonis-thomas-1.html,6.9,13.5,0.515,2.0,4.8,0.405,2.0,,1.8,FR,CUSA,6.2,98.2,8.9,18.3,0.486,2.2,3.1,0.708,19.0,8.0,455.0,1.8,105.3,3.4,22.0,F,1.4,2011-12,3.1,8.0,Memphis,0.539
adonis-thomas-1,https://www.sports-reference.com/cbb/players/adonis-thomas-1.html,7.0,16.0,0.439,1.4,4.8,0.292,3.8,,1.4,SO,CUSA,5.8,98.9,8.4,20.9,0.405,4.6,6.2,0.752,36.0,36.0,1056.0,3.0,104.1,2.7,22.9,F,1.3,2012-13,3.2,8.8,Memphis,0.439
adonis-thomas-1,https://www.sports-reference.com/cbb/players/adonis-thomas-1.html,7.0,15.3,0.458,1.6,4.8,0.325,3.2,,1.5,Career,Career,5.9,98.7,8.6,20.1,0.426,3.9,5.3,0.745,55.0,44.0,1511.0,2.7,104.4,2.9,22.7,,1.3,Career,3.2,8.5,Career,0.466
hollis-thompson-1,https://www.sports-reference.com/cbb/players/hollis-thompson-1.html,2.4,5.3,0.466,2.5,5.8,0.438,3.0,,1.3,FR,Big East,4.9,100.9,5.0,11.1,0.451,2.2,3.5,0.615,34.0,2.0,663.0,2.4,114.5,7.5,14.7,F,2.8,2009-10,2.4,7.2,Georgetown,0.566
hollis-thompson-1,https://www.sports-reference.com/cbb/players/hollis-thompson-1.html,4.6,8.0,0.577,3.5,7.6,0.457,1.9,,1.2,SO,Big East,8.7,101.8,8.1,15.6,0.519,3.0,4.1,0.72,32.0,22.0,746.0,3.1,126.8,5.7,22.7,F,2.1,2010-11,2.2,11.7,Georgetown,0.63
hollis-thompson-1,https://www.sports-reference.com/cbb/players/hollis-thompson-1.html,6.0,12.3,0.487,3.6,8.3,0.43,3.0,,0.9,JR,Big East,8.6,94.7,9.6,20.6,0.464,3.4,5.0,0.679,33.0,33.0,1025.0,2.6,113.2,4.4,26.1,F,1.4,2011-12,3.4,11.2,Georgetown,0.551
hollis-thompson-1,https://www.sports-reference.com/cbb/players/hollis-thompson-1.html,4.6,9.0,0.508,3.3,7.4,0.44,2.7,,1.1,Career,Career,7.6,98.6,7.8,16.4,0.478,2.9,4.3,0.676,99.0,57.0,2434.0,2.7,117.3,5.7,21.8,,2.0,Career,2.7,10.3,Career,0.577
casper-ware-1,https://www.sports-reference.com/cbb/players/casper-ware-1.html,,,0.454,,,0.273,,,,FR,Big West,,,,,0.412,,,0.705,30.0,29.0,889.0,,,,,G,,2008-09,,,Long Beach State,0.443
casper-ware-1,https://www.sports-reference.com/cbb/players/casper-ware-1.html,5.1,12.8,0.397,1.5,4.9,0.309,8.3,,0.3,SO,Big West,4.4,100.5,6.6,17.7,0.372,5.7,7.2,0.784,33.0,32.0,1097.0,1.0,97.3,4.1,20.4,G,3.6,2009-10,5.3,5.4,Long Beach State,0.415
casper-ware-1,https://www.sports-reference.com/cbb/players/casper-ware-1.html,4.7,10.1,0.46,3.6,9.4,0.381,7.2,,0.3,JR,Big West,3.3,102.2,8.2,19.6,0.422,8.0,9.8,0.81,34.0,34.0,1187.0,0.8,113.8,4.2,28.1,G,2.7,2010-11,4.9,4.0,Long Beach State,0.513
casper-ware-1,https://www.sports-reference.com/cbb/players/casper-ware-1.html,4.9,10.8,0.459,4.9,13.7,0.356,5.9,,0.2,SR,Big West,3.6,99.2,9.8,24.5,0.401,6.2,7.8,0.793,34.0,33.0,1146.0,0.7,112.0,3.3,30.7,G,2.4,2011-12,4.2,4.3,Long Beach State,0.501
casper-ware-1,https://www.sports-reference.com/cbb/players/casper-ware-1.html,6.3,14.3,0.44,3.6,10.3,0.349,9.2,,0.3,Career,Career,4.6,100.7,9.9,24.6,0.402,7.7,9.8,0.784,131.0,128.0,4319.0,1.0,108.1,4.9,31.0,,3.5,Career,6.2,5.6,Career,0.475
royce-white-1,https://www.sports-reference.com/cbb/players/royce-white-1.html,,,0.6,,,,,,,SO,Big Ten,,,,,0.6,,,0.5,1.0,,17.0,,,,,F,,2009-10,,,Minnesota,0.6
royce-white-1,https://www.sports-reference.com/cbb/players/royce-white-1.html,9.5,17.5,0.541,0.2,0.7,0.333,9.4,,1.8,SO,Big 12,12.8,95.4,9.7,18.1,0.534,5.6,11.3,0.498,34.0,33.0,1072.0,4.7,103.3,4.9,25.2,F,2.2,2011-12,7.2,17.5,Iowa St.,0.54
royce-white-1,https://www.sports-reference.com/cbb/players/royce-white-1.html,9.6,17.8,0.542,0.2,0.7,0.333,9.5,,1.9,Career,Career,12.8,95.4,9.8,18.4,0.535,5.7,11.4,0.498,35.0,33.0,1089.0,4.7,103.3,4.9,25.6,,2.3,Career,7.2,17.7,Career,0.541
royce-white-1,https://www.sports-reference.com/cbb/players/royce-white-1.html,9.5,17.5,0.541,0.2,0.7,0.333,9.4,,1.8,Iowa State (1 Yr),Iowa State (1 Yr),12.8,95.4,9.7,18.1,0.534,5.6,11.3,0.498,34.0,33.0,1072.0,4.7,103.3,4.9,25.2,,2.2,Iowa State (1 Yr),7.2,17.5,Iowa State (1 Yr),0.54
royce-white-1,https://www.sports-reference.com/cbb/players/royce-white-1.html,,,0.6,,,,,,,Minnesota (1 Yr),Minnesota (1 Yr),,,,,0.6,,,0.5,1.0,,17.0,,,,,,,Minnesota (1 Yr),,,Minnesota (1 Yr),0.6
jeff-withey-1,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,9.0,16.7,0.538,0.0,0.0,,0.0,,7.7,FR,Big 12,20.5,77.7,9.0,16.7,0.538,6.4,11.5,0.556,15.0,0.0,45.0,6.4,108.0,9.0,24.3,C,1.3,2009-10,3.8,26.9,Kansas,0.538
jeff-withey-1,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,7.8,12.0,0.647,0.0,0.0,,1.8,,6.7,SO,Big 12,9.2,87.5,7.8,12.0,0.647,6.0,11.7,0.515,26.0,1.0,162.0,7.1,114.1,9.6,21.6,C,1.8,2010-11,4.2,16.3,Kansas,0.647
jeff-withey-1,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,6.9,12.9,0.536,0.0,0.0,,1.8,,8.6,JR,Big 12,10.1,86.0,6.9,12.9,0.536,7.6,9.6,0.795,39.0,39.0,968.0,5.0,122.4,6.0,21.5,C,1.5,2011-12,3.1,15.1,Kansas,0.536
jeff-withey-1,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,9.5,16.4,0.58,0.1,0.1,1.0,1.8,AA-2,7.5,SR,Big 12,12.2,84.2,9.5,16.4,0.582,7.1,9.9,0.714,37.0,36.0,1144.0,4.1,117.8,4.0,26.2,C,1.4,2012-13,3.8,16.3,Kansas,0.583
jeff-withey-1,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,8.3,14.6,0.567,0.0,0.0,1.0,1.8,,7.9,Career,Career,11.3,85.0,8.3,14.7,0.568,7.2,9.9,0.726,117.0,76.0,2319.0,4.7,119.0,5.3,23.9,,1.5,Career,3.5,16.0,Career,0.569
nate-wolters-1,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,5.0,13.0,0.389,1.6,4.4,0.358,7.0,,0.7,FR,Summit,6.6,104.1,6.6,17.4,0.381,9.3,11.2,0.831,29.0,11.0,703.0,1.7,108.1,4.3,24.1,G,2.9,2009-10,5.0,8.4,South Dakota St.,0.426
nate-wolters-1,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,8.9,19.4,0.46,2.4,5.8,0.408,10.6,,0.4,SO,Summit,6.2,107.1,11.3,25.2,0.448,9.0,11.3,0.796,31.0,31.0,1029.0,1.8,122.8,3.5,33.9,G,2.3,2010-11,3.8,8.0,South Dakota St.,0.494
nate-wolters-1,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,10.8,20.9,0.515,1.6,6.8,0.241,10.0,,0.1,JR,Summit,7.1,100.0,12.4,27.7,0.448,9.3,11.9,0.783,34.0,34.0,1216.0,1.5,118.9,3.1,35.9,G,2.9,2011-12,3.7,8.7,South Dakota St.,0.478
nate-wolters-1,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,8.9,16.4,0.539,3.2,8.4,0.379,9.6,,0.2,SR,Summit,7.4,101.0,12.1,24.8,0.485,9.3,11.5,0.813,33.0,33.0,1256.0,1.8,126.9,2.5,36.6,G,2.8,2012-13,3.8,9.2,South Dakota St.,0.549
nate-wolters-1,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,8.8,17.9,0.49,2.3,6.6,0.342,9.5,,0.3,Career,Career,6.9,102.8,11.0,24.5,0.45,9.2,11.5,0.803,127.0,109.0,4204.0,1.7,120.7,3.3,33.6,,2.7,Career,4.0,8.6,Career,0.497
cody-zeller-1,https://www.sports-reference.com/cbb/players/cody-zeller-1.html,11.7,18.7,0.623,0.0,0.0,,2.6,,2.4,FR,Big Ten,8.7,96.3,11.7,18.7,0.623,9.5,12.6,0.755,36.0,36.0,1025.0,5.1,132.1,5.7,32.8,F,2.9,2011-12,3.5,13.8,Indiana,0.623
cody-zeller-1,https://www.sports-reference.com/cbb/players/cody-zeller-1.html,11.2,19.7,0.567,0.0,0.1,0.0,2.6,AA-2,2.5,SO,Big Ten,10.6,89.5,11.2,19.8,0.564,11.0,14.5,0.757,36.0,36.0,1062.0,5.7,124.5,4.5,33.3,F,2.1,2012-13,4.5,16.2,Indiana,0.564
cody-zeller-1,https://www.sports-reference.com/cbb/players/cody-zeller-1.html,11.4,19.2,0.594,0.0,0.1,0.0,2.6,,2.5,Career,Career,9.6,92.8,11.4,19.3,0.592,10.3,13.6,0.756,72.0,72.0,2087.0,5.4,128.1,5.1,33.1,,2.5,Career,4.0,15.0,Career,0.592
jordan-adams-1,https://www.sports-reference.com/cbb/players/jordan-adams-1.html,6.8,12.6,0.543,2.6,8.6,0.307,3.3,,0.7,FR,Pac-12,6.1,97.1,9.5,21.2,0.447,7.4,8.8,0.843,33.0,27.0,999.0,1.2,118.1,4.0,29.1,G,4.2,2012-13,2.3,7.3,UCLA,0.509
jordan-adams-1,https://www.sports-reference.com/cbb/players/jordan-adams-1.html,8.2,14.9,0.551,2.7,7.7,0.356,4.4,,0.3,SO,Pac-12,6.6,96.9,11.0,22.6,0.485,8.3,10.0,0.836,36.0,36.0,1082.0,3.5,125.1,4.1,33.0,G,5.0,2013-14,2.9,10.1,UCLA,0.545
jordan-adams-1,https://www.sports-reference.com/cbb/players/jordan-adams-1.html,7.6,13.8,0.548,2.7,8.2,0.331,3.9,,0.5,Career,Career,6.4,97.0,10.3,22.0,0.467,7.9,9.4,0.839,69.0,63.0,2081.0,2.4,122.0,4.0,31.1,,4.6,Career,2.6,8.8,Career,0.529
kyle-anderson-3,https://www.sports-reference.com/cbb/players/kyle-anderson-3.html,6.3,14.0,0.447,0.4,2.1,0.211,6.7,,1.7,FR,Pac-12,12.5,91.7,6.7,16.1,0.416,4.7,6.4,0.735,35.0,34.0,1046.0,4.1,102.5,4.0,18.6,G,3.4,2012-13,4.0,16.6,UCLA,0.43
kyle-anderson-3,https://www.sports-reference.com/cbb/players/kyle-anderson-3.html,7.3,15.2,0.48,1.3,2.8,0.483,11.1,"AP-AA-3,SN-AA-3",1.3,SO,Pac-12,12.9,95.4,8.6,18.0,0.48,6.5,8.9,0.737,36.0,36.0,1196.0,2.1,113.4,2.9,25.2,G,3.1,2013-14,5.3,15.0,UCLA,0.517
kyle-anderson-3,https://www.sports-reference.com/cbb/players/kyle-anderson-3.html,6.8,14.7,0.465,0.9,2.5,0.375,9.1,,1.5,Career,Career,12.7,93.7,7.7,17.1,0.452,5.7,7.7,0.736,71.0,70.0,2242.0,3.0,108.9,3.4,22.1,,3.2,Career,4.7,15.8,Career,0.479
cameron-bairstow-1,https://www.sports-reference.com/cbb/players/cameron-bairstow-1.html,6.4,10.6,0.604,0.2,0.4,0.5,1.4,,1.6,FR,MWC,6.0,100.0,6.6,11.0,0.6,2.6,4.4,0.591,31.0,1.0,301.0,5.0,114.8,9.2,15.9,F,1.2,2010-11,2.8,11.0,New Mexico,0.609
cameron-bairstow-1,https://www.sports-reference.com/cbb/players/cameron-bairstow-1.html,4.6,10.3,0.449,0.0,0.1,0.0,1.3,,2.2,SO,MWC,7.6,90.5,4.6,10.4,0.444,5.2,8.2,0.634,34.0,1.0,523.0,6.6,102.3,9.2,14.4,F,1.5,2011-12,3.7,14.2,New Mexico,0.444
