college_player_id,college_url,2P,2PA,2Ppct,3P,3PA,3Ppct,AST,Awards,BLK,Class,Conf,DRB,DRtg,FG,FGA,FGpct,FT,FTA,FTpct,G,GS,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Team,eFGpct
javonte-green-1,https://www.sports-reference.com/cbb/players/javonte-green-1.html,12.5,22.5,0.556,0.1,0.6,0.111,2.9,,2.0,SR,Big South,14.3,90.3,12.6,23.1,0.544,10.5,15.0,0.697,34.0,34.0,891.0,6.6,118.4,5.8,35.6,F,4.4,2014-15,4.7,20.8,Radford,0.546
javonte-green-1,https://www.sports-reference.com/cbb/players/javonte-green-1.html,11.9,21.9,0.542,0.4,1.8,0.238,2.5,,1.6,Career,Career,12.3,93.9,12.3,23.7,0.519,8.5,12.9,0.656,133.0,122.0,3378.0,6.3,113.1,6.3,33.5,,4.3,Career,4.3,18.6,Career,0.528
kyle-guy-1,https://www.sports-reference.com/cbb/players/kyle-guy-1.html,4.1,10.7,0.382,5.3,10.8,0.495,4.7,,0.1,FR,ACC,5.4,97.4,9.4,21.4,0.439,2.6,3.7,0.714,34.0,7.0,634.0,0.5,116.2,3.9,26.8,G,1.4,2016-17,2.2,6.0,Virginia,0.563
kyle-guy-1,https://www.sports-reference.com/cbb/players/kyle-guy-1.html,5.7,13.0,0.438,5.0,12.7,0.392,3.0,"AP-AA-3,NABC-AA-3",0.1,SO,ACC,4.6,94.7,10.7,25.7,0.415,2.5,3.1,0.824,34.0,33.0,1102.0,0.8,106.0,2.5,28.8,G,2.1,2017-18,2.5,5.3,Virginia,0.512
kyle-guy-1,https://www.sports-reference.com/cbb/players/kyle-guy-1.html,3.8,7.8,0.491,5.9,13.8,0.426,3.8,"AP-AA-3,NABC-AA-3,SN-AA-3",0.1,JR,ACC,7.0,96.4,9.7,21.6,0.449,3.4,4.1,0.833,38.0,38.0,1345.0,1.3,121.6,1.9,28.7,G,1.3,2018-19,2.6,8.4,Virginia,0.585
kyle-guy-1,https://www.sports-reference.com/cbb/players/kyle-guy-1.html,4.5,10.2,0.444,5.4,12.8,0.425,3.7,,0.1,Career,Career,5.8,96.0,10.0,23.0,0.433,2.9,3.6,0.806,106.0,78.0,3081.0,1.0,114.5,2.5,28.3,,1.6,Career,2.5,6.8,Career,0.552
rui-hachimura-1,https://www.sports-reference.com/cbb/players/rui-hachimura-1.html,10.4,16.9,0.615,1.7,6.1,0.286,0.9,,1.7,FR,WCC,11.3,83.7,12.1,23.0,0.528,5.6,10.4,0.542,28.0,0.0,130.0,5.2,111.5,6.9,31.7,F,2.6,2016-17,3.5,16.5,Gonzaga,0.566
rui-hachimura-1,https://www.sports-reference.com/cbb/players/rui-hachimura-1.html,11.5,19.0,0.606,0.4,1.9,0.192,1.7,,1.4,SO,WCC,9.5,96.2,11.9,21.0,0.568,7.9,9.9,0.795,37.0,2.0,765.0,3.5,123.7,5.5,32.0,F,1.4,2017-18,3.3,13.0,Gonzaga,0.577
rui-hachimura-1,https://www.sports-reference.com/cbb/players/rui-hachimura-1.html,13.0,21.4,0.606,0.7,1.8,0.417,2.8,"AA-1,AP-AA-2,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",1.3,JR,WCC,9.4,91.6,13.7,23.2,0.591,8.2,11.1,0.739,37.0,37.0,1117.0,2.6,124.9,3.7,36.4,F,1.7,2018-19,3.4,12.0,Gonzaga,0.608
rui-hachimura-1,https://www.sports-reference.com/cbb/players/rui-hachimura-1.html,12.3,20.2,0.607,0.7,2.1,0.316,2.3,,1.4,Career,Career,9.6,92.8,12.9,22.4,0.579,7.9,10.6,0.746,102.0,39.0,2012.0,3.1,123.6,4.6,34.5,,1.7,Career,3.4,12.7,Career,0.594
devon-hall-1,https://www.sports-reference.com/cbb/players/devon-hall-1.html,3.1,7.0,0.44,1.4,4.2,0.333,5.0,,0.3,FR,ACC,4.2,91.5,4.5,11.2,0.4,1.4,3.1,0.455,23.0,1.0,244.0,0.6,91.3,5.0,11.7,G,2.5,2014-15,3.4,4.8,Virginia,0.463
devon-hall-1,https://www.sports-reference.com/cbb/players/devon-hall-1.html,2.9,7.2,0.404,1.7,5.1,0.333,5.9,,0.8,SO,ACC,7.2,100.2,4.6,12.2,0.375,2.1,2.7,0.765,37.0,20.0,809.0,0.6,101.5,4.2,12.9,G,1.4,2015-16,2.7,7.9,Virginia,0.444
devon-hall-1,https://www.sports-reference.com/cbb/players/devon-hall-1.html,4.8,11.3,0.428,2.3,6.1,0.372,4.6,,0.3,JR,ACC,9.0,94.7,7.1,17.5,0.408,3.7,4.8,0.776,34.0,34.0,931.0,1.6,107.4,4.6,20.2,G,1.3,2016-17,2.5,10.6,Virginia,0.473
devon-hall-1,https://www.sports-reference.com/cbb/players/devon-hall-1.html,4.5,9.6,0.472,3.5,8.0,0.432,6.5,,0.3,SR,ACC,7.9,92.4,8.0,17.6,0.454,4.6,5.1,0.894,34.0,34.0,1091.0,0.7,124.8,2.9,24.0,G,1.8,2017-18,2.1,8.7,Virginia,0.552
devon-hall-1,https://www.sports-reference.com/cbb/players/devon-hall-1.html,4.1,9.3,0.44,2.5,6.4,0.389,5.7,,0.4,Career,Career,7.8,95.1,6.5,15.6,0.419,3.4,4.2,0.807,128.0,89.0,3075.0,0.9,111.9,3.9,19.0,,1.6,Career,2.5,8.7,Career,0.498
donta-hall-1,https://www.sports-reference.com/cbb/players/donta-hall-1.html,5.3,8.8,0.607,0.0,0.0,,1.0,,7.9,FR,SEC,13.8,89.9,5.3,8.8,0.607,2.7,6.3,0.432,33.0,0.0,421.0,6.6,114.1,11.9,13.4,F,2.2,2015-16,2.3,20.4,Alabama,0.607
donta-hall-1,https://www.sports-reference.com/cbb/players/donta-hall-1.html,7.0,10.6,0.658,0.0,0.0,,1.6,,4.3,SO,SEC,10.6,90.2,7.0,10.6,0.658,4.0,6.6,0.6,34.0,20.0,670.0,5.8,123.4,7.5,18.0,F,1.6,2016-17,2.7,16.5,Alabama,0.658
donta-hall-1,https://www.sports-reference.com/cbb/players/donta-hall-1.html,10.7,14.7,0.726,0.0,0.0,,1.4,,4.8,JR,SEC,10.5,96.3,10.7,14.7,0.726,4.2,7.6,0.556,34.0,31.0,806.0,5.4,127.8,4.2,25.6,F,1.7,2017-18,3.0,15.8,Alabama,0.726
donta-hall-1,https://www.sports-reference.com/cbb/players/donta-hall-1.html,8.3,13.5,0.614,0.1,0.1,1.0,1.1,,3.5,SR,SEC,12.9,97.8,8.4,13.6,0.616,5.6,7.8,0.718,34.0,34.0,912.0,5.8,129.3,3.8,22.4,F,1.0,2018-19,2.3,18.7,Alabama,0.618
donta-hall-1,https://www.sports-reference.com/cbb/players/donta-hall-1.html,8.3,12.5,0.661,0.0,0.0,1.0,1.3,,4.7,Career,Career,11.8,94.5,8.3,12.5,0.661,4.4,7.3,0.607,135.0,85.0,2809.0,5.8,125.8,5.9,21.0,,1.5,Career,2.6,17.6,Career,0.662
jared-harper-12,https://www.sports-reference.com/cbb/players/jared-harper-12.html,3.4,7.8,0.442,3.7,10.8,0.344,6.5,,0.1,FR,SEC,3.6,109.3,7.2,18.6,0.385,7.1,10.0,0.705,32.0,30.0,773.0,0.7,112.9,3.9,25.1,G,2.5,2016-17,3.4,4.3,Auburn,0.485
jared-harper-12,https://www.sports-reference.com/cbb/players/jared-harper-12.html,2.6,7.1,0.368,3.2,9.0,0.355,9.7,,0.1,SO,SEC,3.6,105.5,5.8,16.1,0.36,8.7,10.6,0.822,34.0,34.0,1038.0,0.7,119.8,3.3,23.5,G,2.1,2017-18,3.8,4.3,Auburn,0.459
jared-harper-12,https://www.sports-reference.com/cbb/players/jared-harper-12.html,3.7,8.5,0.438,4.3,11.6,0.37,10.1,,0.1,JR,SEC,3.8,104.9,8.0,20.1,0.399,6.5,7.9,0.828,40.0,40.0,1318.0,0.5,120.1,3.1,26.9,G,2.0,2018-19,4.1,4.3,Auburn,0.505
jared-harper-12,https://www.sports-reference.com/cbb/players/jared-harper-12.html,3.3,7.9,0.418,3.8,10.5,0.359,9.1,,0.1,Career,Career,3.7,106.2,7.1,18.4,0.384,7.4,9.4,0.792,106.0,104.0,3129.0,0.6,118.2,3.4,25.3,,2.2,Career,3.8,4.3,Career,0.486
jaxson-hayes-1,https://www.sports-reference.com/cbb/players/jaxson-hayes-1.html,9.9,13.6,0.728,0.0,0.0,,0.7,,5.7,FR,Big 12,8.4,95.6,9.9,13.6,0.728,6.0,8.1,0.74,32.0,21.0,747.0,4.5,138.7,8.6,25.8,F,1.5,2018-19,2.3,12.9,Texas,0.728
jaxson-hayes-1,https://www.sports-reference.com/cbb/players/jaxson-hayes-1.html,9.9,13.6,0.728,0.0,0.0,,0.7,,5.7,Career,Career,8.4,95.6,9.9,13.6,0.728,6.0,8.1,0.74,32.0,21.0,747.0,4.5,138.7,8.6,25.8,,1.5,Career,2.3,12.9,Career,0.728
dewan-huell-1,https://www.sports-reference.com/cbb/players/dewan-huell-1.html,8.5,15.9,0.538,0.0,0.2,0.0,0.7,,2.8,FR,ACC,6.0,100.7,8.5,16.1,0.531,3.7,5.7,0.647,32.0,15.0,557.0,5.0,107.5,6.8,20.8,F,1.4,2016-17,3.3,11.0,Miami (FL),0.531
dewan-huell-1,https://www.sports-reference.com/cbb/players/dewan-huell-1.html,10.5,18.0,0.583,0.0,0.2,0.0,1.0,,2.2,SO,ACC,10.6,98.9,10.5,18.2,0.576,5.1,7.4,0.689,32.0,32.0,825.0,4.6,116.5,4.3,26.1,F,1.1,2017-18,3.1,15.2,Miami (FL),0.576
dewan-huell-1,https://www.sports-reference.com/cbb/players/dewan-huell-1.html,9.7,17.2,0.567,0.0,0.2,0.0,0.9,,2.4,Career,Career,8.8,99.6,9.7,17.4,0.56,4.5,6.7,0.675,64.0,47.0,1382.0,4.8,113.2,5.3,24.0,,1.3,Career,3.2,13.6,Career,0.56
tyler-herro-1,https://www.sports-reference.com/cbb/players/tyler-herro-1.html,6.2,11.5,0.538,3.0,8.3,0.355,4.5,,0.6,FR,SEC,7.4,98.1,9.2,19.8,0.462,4.3,4.6,0.935,37.0,37.0,1207.0,0.7,119.7,2.3,25.6,G,2.0,2018-19,3.0,8.2,Kentucky,0.536
tyler-herro-1,https://www.sports-reference.com/cbb/players/tyler-herro-1.html,6.2,11.5,0.538,3.0,8.3,0.355,4.5,,0.6,Career,Career,7.4,98.1,9.2,19.8,0.462,4.3,4.6,0.935,37.0,37.0,1207.0,0.7,119.7,2.3,25.6,,2.0,Career,3.0,8.2,Career,0.536
kevin-hervey-1,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,4.1,8.5,0.49,2.5,9.5,0.259,1.9,,0.7,FR,Sun Belt,10.7,99.7,6.6,17.9,0.368,3.0,4.1,0.714,31.0,15.0,673.0,5.0,97.3,5.3,18.6,F,1.6,2014-15,3.6,15.7,UTA,0.436
kevin-hervey-1,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,8.3,15.2,0.545,3.5,10.7,0.323,5.3,,1.5,SO,Sun Belt,13.8,91.3,11.8,26.0,0.453,6.5,8.5,0.757,16.0,16.0,476.0,4.2,114.3,3.1,33.5,F,1.3,2015-16,4.4,18.0,UTA,0.52
kevin-hervey-1,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,8.1,14.7,0.549,3.9,11.4,0.343,4.3,,0.8,JR,Sun Belt,14.4,92.0,12.0,26.1,0.459,6.5,8.6,0.753,35.0,28.0,973.0,2.8,115.8,3.7,34.4,F,2.5,2016-17,3.8,17.2,UTA,0.534
kevin-hervey-1,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,8.4,16.1,0.522,3.9,11.5,0.339,3.7,,1.0,SR,Sun Belt,10.4,97.5,12.3,27.7,0.446,5.7,7.1,0.807,33.0,25.0,1064.0,3.9,109.3,3.0,34.3,F,2.1,2017-18,4.6,14.3,UTA,0.517
kevin-hervey-1,https://www.sports-reference.com/cbb/players/kevin-hervey-1.html,7.4,14.0,0.53,3.5,11.0,0.324,3.8,,1.0,Career,Career,12.2,95.4,11.0,24.9,0.44,5.5,7.2,0.768,115.0,84.0,3186.0,3.8,110.3,3.7,31.0,,2.0,Career,4.1,16.0,Career,0.511
jaylen-hoard-1,https://www.sports-reference.com/cbb/players/jaylen-hoard-1.html,8.7,17.3,0.502,0.7,3.3,0.226,2.9,,1.2,FR,ACC,9.7,109.0,9.4,20.6,0.458,5.7,7.9,0.717,31.0,30.0,936.0,5.0,102.3,4.2,25.3,F,1.2,2018-19,4.8,14.7,Wake Forest,0.476
jaylen-hoard-1,https://www.sports-reference.com/cbb/players/jaylen-hoard-1.html,8.7,17.3,0.502,0.7,3.3,0.226,2.9,,1.2,Career,Career,9.7,109.0,9.4,20.6,0.458,5.7,7.9,0.717,31.0,30.0,936.0,5.0,102.3,4.2,25.3,,1.2,Career,4.8,14.7,Career,0.476
talen-horton-tucker-1,https://www.sports-reference.com/cbb/players/talen-horton-tucker-1.html,6.5,13.7,0.475,3.0,9.8,0.308,5.1,,1.4,FR,Big 12,9.1,98.2,9.5,23.5,0.406,3.4,5.4,0.625,35.0,34.0,952.0,1.4,100.0,4.9,25.5,G,2.8,2018-19,3.7,10.5,Iowa St.,0.47
talen-horton-tucker-1,https://www.sports-reference.com/cbb/players/talen-horton-tucker-1.html,6.5,13.7,0.475,3.0,9.8,0.308,5.1,,1.4,Career,Career,9.1,98.2,9.5,23.5,0.406,3.4,5.4,0.625,35.0,34.0,952.0,1.4,100.0,4.9,25.5,,2.8,Career,3.7,10.5,Career,0.47
deandre-hunter-1,https://www.sports-reference.com/cbb/players/deandre-hunter-1.html,,,,,,,,Did not play - redshirt,,Did not play - redshirt,Did not play - redshirt,,,,,,,,,,,,,,,,Did not play - redshirt,,2016-17,,,Did not play - redshirt,
deandre-hunter-1,https://www.sports-reference.com/cbb/players/deandre-hunter-1.html,8.3,15.9,0.525,2.1,5.5,0.382,3.6,,1.3,FR,ACC,7.9,90.7,10.5,21.4,0.488,7.4,9.9,0.755,33.0,0.0,657.0,3.8,118.4,6.0,30.5,G,1.9,2017-18,3.1,11.8,Virginia,0.538
deandre-hunter-1,https://www.sports-reference.com/cbb/players/deandre-hunter-1.html,8.5,15.4,0.55,2.5,5.6,0.438,4.0,"AP-AA-3,NABC-AA-2,SN-AA-3,USBWA-AA-3,W-AA-1",1.2,SO,ACC,7.5,94.9,10.9,21.0,0.52,6.6,8.4,0.783,38.0,38.0,1234.0,2.8,125.8,4.1,30.9,G,1.2,2018-19,2.8,10.3,Virginia,0.579
deandre-hunter-1,https://www.sports-reference.com/cbb/players/deandre-hunter-1.html,8.4,15.6,0.541,2.3,5.6,0.419,3.9,,1.2,Career,Career,7.7,93.5,10.8,21.1,0.509,6.9,8.9,0.773,71.0,38.0,1891.0,3.1,123.1,4.7,30.7,,1.4,Career,2.9,10.8,Career,0.564
justin-james-2,https://www.sports-reference.com/cbb/players/justin-james-2.html,4.6,10.0,0.457,2.4,6.6,0.358,3.0,,1.2,FR,MWC,5.9,110.7,6.9,16.6,0.418,3.2,5.7,0.565,30.0,3.0,493.0,1.2,96.9,5.7,19.4,G,1.0,2015-16,2.7,7.2,Wyoming,0.489
justin-james-2,https://www.sports-reference.com/cbb/players/justin-james-2.html,8.3,17.3,0.478,2.7,6.5,0.419,4.4,,1.1,SO,MWC,7.8,100.3,11.0,23.8,0.462,8.2,10.7,0.762,37.0,6.0,974.0,2.4,106.6,5.3,32.9,G,1.6,2016-17,5.1,10.2,Wyoming,0.519
justin-james-2,https://www.sports-reference.com/cbb/players/justin-james-2.html,9.1,16.9,0.54,2.2,7.0,0.308,5.3,,0.9,JR,MWC,9.2,101.7,11.3,23.9,0.472,7.8,10.8,0.726,32.0,32.0,996.0,1.0,106.2,4.4,32.6,G,1.9,2017-18,4.4,10.3,Wyoming,0.517
justin-james-2,https://www.sports-reference.com/cbb/players/justin-james-2.html,8.3,18.1,0.459,2.3,7.9,0.296,6.6,,0.8,SR,MWC,11.2,104.0,10.6,26.0,0.409,9.3,12.6,0.741,32.0,32.0,1221.0,1.5,97.9,3.2,32.9,G,2.2,2018-19,6.2,12.7,Wyoming,0.454
justin-james-2,https://www.sports-reference.com/cbb/players/justin-james-2.html,8.1,16.6,0.487,2.4,7.1,0.337,5.2,,1.0,Career,Career,9.1,103.2,10.5,23.7,0.442,7.8,10.7,0.731,131.0,73.0,3684.0,1.6,102.4,4.4,31.2,,1.8,Career,5.0,10.7,Career,0.493
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,6.0,9.6,0.624,1.0,2.7,0.393,2.3,,1.7,FR,Summit,8.3,107.3,7.1,12.3,0.574,3.4,4.4,0.783,29.0,7.0,589.0,3.8,128.8,6.1,18.6,G,1.7,2015-16,2.0,12.1,Oral Roberts,0.616
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,,,,,,,,Did not play - transfer,,Did not play - transfer,Did not play - transfer,,,,,,,,,,,,,,,,Did not play - transfer,,2016-17,,,Did not play - transfer,
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,7.1,11.2,0.629,2.6,6.5,0.393,2.1,,3.9,JR,AAC,8.3,99.2,9.6,17.8,0.542,4.1,5.1,0.792,25.0,9.0,549.0,4.8,120.1,8.5,25.9,G,1.6,2017-18,3.7,13.2,Tulsa,0.614
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,6.1,10.0,0.612,3.0,8.1,0.366,3.7,,2.5,SR,AAC,8.7,98.2,9.1,18.1,0.502,5.5,7.2,0.755,31.0,31.0,871.0,2.6,116.5,6.1,26.6,G,2.0,2018-19,3.4,11.4,Tulsa,0.584
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,6.3,10.2,0.62,2.3,6.1,0.377,2.9,,2.6,Career,Career,8.5,101.2,8.6,16.3,0.53,4.5,5.8,0.77,85.0,47.0,2009.0,3.6,120.3,6.7,24.0,,1.8,Career,3.1,12.1,Career,0.6
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,6.0,9.6,0.624,1.0,2.7,0.393,2.3,,1.7,Oral Roberts (1 Yr),Oral Roberts (1 Yr),8.3,107.3,7.1,12.3,0.574,3.4,4.4,0.783,29.0,7.0,589.0,3.8,128.8,6.1,18.6,,1.7,Oral Roberts (1 Yr),2.0,12.1,Oral Roberts (1 Yr),0.616
daquan-jeffries-1,https://www.sports-reference.com/cbb/players/daquan-jeffries-1.html,6.5,10.5,0.619,2.8,7.5,0.375,3.1,,3.0,Tulsa (2 Yrs),Tulsa (2 Yrs),8.6,98.6,9.3,18.0,0.517,4.9,6.4,0.766,56.0,40.0,1420.0,3.5,117.8,7.0,26.3,,1.9,Tulsa (2 Yrs),3.5,12.1,Tulsa (2 Yrs),0.595
ty-jerome-1,https://www.sports-reference.com/cbb/players/ty-jerome-1.html,3.2,5.2,0.622,4.1,10.2,0.397,7.0,,0.3,FR,ACC,7.6,93.6,7.3,15.4,0.473,2.0,2.5,0.778,34.0,5.0,473.0,0.1,110.6,8.3,20.6,G,2.1,2016-17,4.2,7.7,Virginia,0.605
ty-jerome-1,https://www.sports-reference.com/cbb/players/ty-jerome-1.html,4.7,10.3,0.46,3.7,9.7,0.379,8.3,,0.1,SO,ACC,6.0,90.2,8.4,20.0,0.421,2.4,2.7,0.905,34.0,34.0,1046.0,0.7,110.3,5.0,22.9,G,3.5,2017-18,3.4,6.7,Virginia,0.513
ty-jerome-1,https://www.sports-reference.com/cbb/players/ty-jerome-1.html,5.2,11.0,0.469,4.1,10.4,0.399,10.6,,0.1,JR,ACC,7.3,92.2,9.3,21.4,0.435,3.5,4.8,0.736,37.0,37.0,1256.0,0.9,120.4,3.4,26.3,G,3.0,2018-19,3.2,8.2,Virginia,0.532
ty-jerome-1,https://www.sports-reference.com/cbb/players/ty-jerome-1.html,4.7,9.8,0.479,3.9,10.1,0.392,9.1,,0.1,Career,Career,6.9,91.7,8.6,19.8,0.435,2.8,3.6,0.788,105.0,76.0,2775.0,0.7,115.3,4.8,24.0,,3.0,Career,3.4,7.6,Career,0.534
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,2.8,5.7,0.5,4.5,13.1,0.348,2.3,,1.7,FR,ACC,4.0,111.2,7.4,18.8,0.394,1.1,2.3,0.5,8.0,0.0,115.0,1.1,102.9,6.8,20.5,G,0.6,2014-15,2.3,5.1,Pitt,0.515
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,3.6,8.2,0.431,4.8,12.9,0.375,2.6,,0.8,FR,ACC,7.4,101.9,8.4,21.2,0.397,3.4,4.2,0.808,32.0,1.0,373.0,2.1,113.7,6.6,25.0,G,1.6,2015-16,2.4,9.5,Pitt,0.511
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,2.7,5.2,0.51,4.2,10.2,0.415,4.2,,0.6,SO,ACC,6.8,110.7,6.9,15.4,0.447,3.3,4.0,0.811,33.0,33.0,1099.0,1.2,122.9,4.7,21.2,G,1.7,2016-17,2.1,8.1,Pitt,0.585
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,4.8,9.3,0.52,3.4,10.1,0.341,4.4,,0.4,JR,ACC,5.7,106.7,8.3,19.4,0.426,3.7,4.3,0.847,26.0,20.0,762.0,3.2,123.4,3.3,23.7,G,1.3,2017-18,2.0,8.9,UNC,0.515
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,5.6,10.1,0.556,4.7,10.3,0.457,4.2,,0.5,SR,ACC,7.0,98.2,10.3,20.4,0.506,4.4,5.4,0.818,36.0,36.0,1076.0,3.2,131.2,2.6,29.8,G,2.1,2018-19,2.6,10.2,UNC,0.621
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,4.3,8.1,0.523,4.3,10.6,0.405,4.0,,0.6,Career,Career,6.6,104.7,8.5,18.7,0.457,3.7,4.5,0.817,135.0,90.0,3425.0,2.4,124.6,3.9,25.0,,1.7,Career,2.3,9.0,Career,0.571
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,5.3,9.8,0.542,4.2,10.2,0.411,4.3,,0.4,North Carolina (2 Yrs),North Carolina (2 Yrs),6.5,101.6,9.5,20.0,0.475,4.1,5.0,0.828,62.0,56.0,1838.0,3.2,128.2,2.9,27.3,,1.8,North Carolina (2 Yrs),2.4,9.7,North Carolina (2 Yrs),0.58
cameron-johnson-4,https://www.sports-reference.com/cbb/players/cameron-johnson-4.html,2.9,5.9,0.484,4.4,11.0,0.399,3.7,,0.7,Pittsburgh (3 Yrs),Pittsburgh (3 Yrs),6.8,108.7,7.3,17.0,0.429,3.1,3.9,0.798,73.0,34.0,1587.0,1.4,119.2,5.3,22.1,,1.6,Pittsburgh (3 Yrs),2.2,8.2,Pittsburgh (3 Yrs),0.558
keldon-johnson-1,https://www.sports-reference.com/cbb/players/keldon-johnson-1.html,6.6,13.3,0.498,2.4,6.2,0.381,3.1,,0.3,FR,SEC,8.8,98.3,9.0,19.5,0.461,5.7,8.1,0.703,37.0,36.0,1137.0,2.6,115.7,4.3,26.0,G,1.5,2018-19,3.1,11.3,Kentucky,0.521
keldon-johnson-1,https://www.sports-reference.com/cbb/players/keldon-johnson-1.html,6.6,13.3,0.498,2.4,6.2,0.381,3.1,,0.3,Career,Career,8.8,98.3,9.0,19.5,0.461,5.7,8.1,0.703,37.0,36.0,1137.0,2.6,115.7,4.3,26.0,,1.5,Career,3.1,11.3,Career,0.521
mfiondu-kabengele-1,https://www.sports-reference.com/cbb/players/mfiondu-kabengele-1.html,8.3,16.2,0.51,1.1,2.9,0.385,1.1,,3.2,FR,ACC,10.5,97.0,9.4,19.0,0.491,7.2,10.9,0.657,34.0,0.0,503.0,6.9,112.3,8.0,27.0,F,1.7,2017-18,3.9,17.4,Florida St.,0.52
mfiondu-kabengele-1,https://www.sports-reference.com/cbb/players/mfiondu-kabengele-1.html,10.1,18.9,0.534,1.7,4.7,0.369,0.8,,4.0,SO,ACC,10.2,92.9,11.8,23.6,0.502,9.9,13.0,0.761,37.0,0.0,798.0,5.7,120.5,6.9,35.3,F,1.5,2018-19,3.5,15.9,Florida St.,0.538
mfiondu-kabengele-1,https://www.sports-reference.com/cbb/players/mfiondu-kabengele-1.html,9.4,17.8,0.526,1.5,4.0,0.374,0.9,,3.7,Career,Career,10.3,94.5,10.9,21.8,0.498,8.8,12.2,0.724,71.0,0.0,1301.0,6.2,117.5,7.4,32.0,,1.6,Career,3.6,16.5,Career,0.532
stanton-kidd-1,https://www.sports-reference.com/cbb/players/stanton-kidd-1.html,9.5,16.2,0.588,1.2,3.2,0.373,1.9,,1.1,JR,MEAC,8.6,87.9,10.7,19.3,0.553,5.1,7.4,0.697,31.0,31.0,997.0,4.6,113.8,5.3,27.7,F,2.0,2012-13,4.0,13.2,N.C. Central,0.583
stanton-kidd-1,https://www.sports-reference.com/cbb/players/stanton-kidd-1.html,,,,,,,,Did not play - transfer,,Did not play - transfer,Did not play - transfer,,,,,,,,,,,,,,,,Did not play - transfer,,2013-14,,,Did not play - transfer,
stanton-kidd-1,https://www.sports-reference.com/cbb/players/stanton-kidd-1.html,6.6,13.6,0.489,2.2,5.5,0.402,3.7,,1.7,SR,MWC,5.7,99.7,8.9,19.1,0.464,3.6,4.9,0.741,34.0,34.0,1023.0,4.6,114.7,4.9,23.5,F,1.7,2014-15,3.0,10.3,Colorado St.,0.522
stanton-kidd-1,https://www.sports-reference.com/cbb/players/stanton-kidd-1.html,8.1,14.9,0.542,1.7,4.3,0.392,2.8,,1.4,Career,Career,7.1,94.0,9.8,19.2,0.508,4.3,6.1,0.715,65.0,65.0,2020.0,4.6,114.2,5.1,25.6,,1.8,Career,3.5,11.7,Career,0.552
stanton-kidd-1,https://www.sports-reference.com/cbb/players/stanton-kidd-1.html,6.6,13.6,0.489,2.2,5.5,0.402,3.7,,1.7,Colorado State (1 Yr),Colorado State (1 Yr),5.7,99.7,8.9,19.1,0.464,3.6,4.9,0.741,34.0,34.0,1023.0,4.6,114.7,4.9,23.5,,1.7,Colorado State (1 Yr),3.0,10.3,Colorado State (1 Yr),0.522
stanton-kidd-1,https://www.sports-reference.com/cbb/players/stanton-kidd-1.html,9.5,16.2,0.588,1.2,3.2,0.373,1.9,,1.1,North Carolina Central (1 Yr),North Carolina Central (1 Yr),8.6,87.9,10.7,19.3,0.553,5.1,7.4,0.697,31.0,31.0,997.0,4.6,113.8,5.3,27.7,,2.0,North Carolina Central (1 Yr),4.0,13.2,North Carolina Central (1 Yr),0.583
louis-king-1,https://www.sports-reference.com/cbb/players/louis-king-1.html,5.8,12.1,0.476,3.8,9.9,0.386,2.6,,0.5,FR,Pac-12,8.4,97.0,9.6,22.0,0.435,4.0,5.1,0.785,31.0,28.0,943.0,2.7,105.3,5.0,27.0,F,1.7,2018-19,4.1,11.1,Oregon,0.522
louis-king-1,https://www.sports-reference.com/cbb/players/louis-king-1.html,5.8,12.1,0.476,3.8,9.9,0.386,2.6,,0.5,Career,Career,8.4,97.0,9.6,22.0,0.435,4.0,5.1,0.785,31.0,28.0,943.0,2.7,105.3,5.0,27.0,,1.7,Career,4.1,11.1,Career,0.522
john-konchar-1,https://www.sports-reference.com/cbb/players/john-konchar-1.html,6.3,10.0,0.629,1.4,3.1,0.439,4.3,,0.4,FR,Summit,10.4,103.3,7.6,13.1,0.584,4.0,5.6,0.723,34.0,33.0,1211.0,4.3,133.4,3.8,20.7,G,3.3,2015-16,2.4,14.6,Fort Wayne,0.636
